period,LAD,SHEF_C_CODE,report_count,user_count,average
2011-5,E08000035,C2,1,1,1.0
2011-5,E08000035,C6,1,1,1.0
2011-5,E08000035,C7,21,4,5.25
2011-5,E09000003,C2,29,11,2.6363636363636362
2011-5,E09000003,C3,12,11,1.0909090909090908
2011-5,E09000003,C4,2,1,2.0
2011-5,E09000003,C5,9,9,1.0
2011-5,E09000003,C6,1,1,1.0
2011-5,E09000003,C7,100,58,1.7241379310344827
2011-5,E09000003,C8,5,5,1.0
2011-5,S12000036,C7,1,1,1.0
2011-5,W06000015,C2,1,1,1.0
2011-5,W06000015,C3,1,1,1.0
2011-5,W06000015,C6,1,1,1.0
2011-5,W06000015,C7,1,1,1.0
2011-5,W06000015,C8,2,2,1.0
