period,LAD,SHEF_C,report_count,user_count,average
2011-11,E06000045,Environmental Disruptions,2,2,1.0
2011-11,E06000045,Environmental Health,23,21,1.0952380952380953
2011-11,E06000045,Incivilities,6,5,1.2
2011-11,E06000045,Other,8,8,1.0
2011-11,E06000045,Road Safety & Defects,26,26,1.0
2011-11,E09000003,Abandoned Vehicles & Parking,3,3,1.0
2011-11,E09000003,Environmental Disruptions,5,3,1.6666666666666667
2011-11,E09000003,Environmental Health,13,12,1.0833333333333333
2011-11,E09000003,Incivilities,4,1,4.0
2011-11,E09000003,Road Safety & Defects,89,73,1.2191780821917808
