period,LAD,SHEF_C,report_count,user_count,average
2010-3,E08000035,Environmental Health,2,2,1.0
2010-3,E08000035,Road Safety & Defects,8,8,1.0
2010-3,E09000003,Abandoned Vehicles & Parking,2,2,1.0
2010-3,E09000003,Environmental Disruptions,8,7,1.1428571428571428
2010-3,E09000003,Environmental Health,5,5,1.0
2010-3,E09000003,Incivilities,2,2,1.0
2010-3,E09000003,Other,15,14,1.0714285714285714
2010-3,E09000003,Public Space,2,2,1.0
2010-3,E09000003,Road Safety & Defects,224,185,1.2108108108108109
2010-3,S12000036,Road Safety & Defects,2,2,1.0
2010-3,W06000015,Incivilities,1,1,1.0
2010-3,W06000015,Road Safety & Defects,4,4,1.0
