period,LAD,SHEF_C,report_count,user_count,average
2011-2,E08000035,Environmental Health,7,7,1.0
2011-2,E08000035,Road Safety & Defects,16,8,2.0
2011-2,E09000003,Abandoned Vehicles & Parking,2,2,1.0
2011-2,E09000003,Environmental Disruptions,3,3,1.0
2011-2,E09000003,Environmental Health,7,6,1.1666666666666667
2011-2,E09000003,Other,7,6,1.1666666666666667
2011-2,E09000003,Public Space,1,1,1.0
2011-2,E09000003,Road Safety & Defects,88,73,1.2054794520547945
2011-2,E09000003,Vehicles,1,1,1.0
2011-2,S12000036,Other,1,1,1.0
2011-2,S12000036,Road Safety & Defects,1,1,1.0
2011-2,W06000015,Environmental Health,1,1,1.0
2011-2,W06000015,Road Safety & Defects,7,5,1.4
