period,LAD,SHEF_A_CODE,report_count,user_count,average
2015,,A1,6,6,1.0
2015,,A12,2,2,1.0
2015,,A16,1,1,1.0
2015,,A20,7,7,1.0
2015,,A24,7,6,1.1666666666666667
2015,,A29,28,20,1.4
2015,,A33,17,16,1.0625
2015,,A41,43,25,1.72
2015,,A53,12,9,1.3333333333333333
2015,,A54,46,41,1.1219512195121952
2015,,A56,8,5,1.6
2015,,A57,37,35,1.0571428571428572
2015,,A60,48,38,1.263157894736842
2015,,A66,1,1,1.0
2015,,A69,2,2,1.0
2015,,A71,2,1,2.0
2015,,A73,8,7,1.1428571428571428
2015,,A79,6,6,1.0
2015,,A8,1,1,1.0
2015,,A81,116,77,1.5064935064935066
2015,,A82,3,3,1.0
2015,,A83,11,7,1.5714285714285714
2015,,A86,2,2,1.0
2015,,A9,1,1,1.0
2015,E06000001,A20,2,2,1.0
2015,E06000001,A24,2,2,1.0
2015,E06000001,A28,1,1,1.0
2015,E06000001,A29,29,6,4.833333333333333
2015,E06000001,A33,4,3,1.3333333333333333
2015,E06000001,A41,6,5,1.2
2015,E06000001,A53,2,2,1.0
2015,E06000001,A54,10,7,1.4285714285714286
2015,E06000001,A56,1,1,1.0
2015,E06000001,A57,5,4,1.25
2015,E06000001,A60,8,7,1.1428571428571428
2015,E06000001,A73,5,3,1.6666666666666667
2015,E06000001,A81,12,8,1.5
2015,E06000001,A83,4,3,1.3333333333333333
2015,E06000002,A1,1,1,1.0
2015,E06000002,A12,1,1,1.0
2015,E06000002,A20,3,3,1.0
2015,E06000002,A24,1,1,1.0
2015,E06000002,A29,10,6,1.6666666666666667
2015,E06000002,A33,3,2,1.5
2015,E06000002,A41,8,4,2.0
2015,E06000002,A54,16,13,1.2307692307692308
2015,E06000002,A56,2,2,1.0
2015,E06000002,A57,10,7,1.4285714285714286
2015,E06000002,A60,7,6,1.1666666666666667
2015,E06000002,A73,6,6,1.0
2015,E06000002,A81,13,10,1.3
2015,E06000002,A82,1,1,1.0
2015,E06000002,A83,7,4,1.75
2015,E06000002,A86,2,2,1.0
2015,E06000003,A12,1,1,1.0
2015,E06000003,A20,4,4,1.0
2015,E06000003,A24,1,1,1.0
2015,E06000003,A29,8,7,1.1428571428571428
2015,E06000003,A41,3,3,1.0
2015,E06000003,A53,2,2,1.0
2015,E06000003,A54,7,7,1.0
2015,E06000003,A56,7,7,1.0
2015,E06000003,A57,9,4,2.25
2015,E06000003,A60,9,9,1.0
2015,E06000003,A73,7,7,1.0
2015,E06000003,A79,3,3,1.0
2015,E06000003,A81,5,4,1.25
2015,E06000003,A83,1,1,1.0
2015,E06000004,A1,6,6,1.0
2015,E06000004,A12,5,4,1.25
2015,E06000004,A20,6,5,1.2
2015,E06000004,A24,7,7,1.0
2015,E06000004,A28,1,1,1.0
2015,E06000004,A29,34,13,2.6153846153846154
2015,E06000004,A33,4,4,1.0
2015,E06000004,A41,24,21,1.1428571428571428
2015,E06000004,A53,6,5,1.2
2015,E06000004,A54,32,26,1.2307692307692308
2015,E06000004,A56,32,27,1.1851851851851851
2015,E06000004,A57,28,21,1.3333333333333333
2015,E06000004,A60,28,22,1.2727272727272727
2015,E06000004,A73,8,8,1.0
2015,E06000004,A79,10,7,1.4285714285714286
2015,E06000004,A81,105,72,1.4583333333333333
2015,E06000004,A82,3,3,1.0
2015,E06000004,A83,7,6,1.1666666666666667
2015,E06000004,A86,14,6,2.3333333333333335
2015,E06000005,A1,3,3,1.0
2015,E06000005,A29,23,9,2.5555555555555554
2015,E06000005,A33,5,3,1.6666666666666667
2015,E06000005,A41,14,9,1.5555555555555556
2015,E06000005,A53,5,4,1.25
2015,E06000005,A54,5,4,1.25
2015,E06000005,A56,1,1,1.0
2015,E06000005,A57,8,6,1.3333333333333333
2015,E06000005,A60,12,8,1.5
2015,E06000005,A73,8,4,2.0
2015,E06000005,A79,6,6,1.0
2015,E06000005,A81,14,11,1.2727272727272727
2015,E06000005,A83,1,1,1.0
2015,E06000005,A86,1,1,1.0
2015,E06000006,A1,2,2,1.0
2015,E06000006,A12,2,2,1.0
2015,E06000006,A20,1,1,1.0
2015,E06000006,A24,9,6,1.5
2015,E06000006,A29,24,12,2.0
2015,E06000006,A33,1,1,1.0
2015,E06000006,A41,28,18,1.5555555555555556
2015,E06000006,A53,7,4,1.75
2015,E06000006,A54,15,12,1.25
2015,E06000006,A56,12,8,1.5
2015,E06000006,A57,10,9,1.1111111111111112
2015,E06000006,A60,10,7,1.4285714285714286
2015,E06000006,A73,4,4,1.0
2015,E06000006,A79,2,2,1.0
2015,E06000006,A81,8,8,1.0
2015,E06000006,A82,2,2,1.0
2015,E06000006,A83,3,2,1.5
2015,E06000006,A86,2,2,1.0
2015,E06000007,A1,4,4,1.0
2015,E06000007,A20,5,5,1.0
2015,E06000007,A24,11,11,1.0
2015,E06000007,A28,1,1,1.0
2015,E06000007,A29,21,12,1.75
2015,E06000007,A41,46,32,1.4375
2015,E06000007,A53,9,3,3.0
2015,E06000007,A54,18,16,1.125
2015,E06000007,A56,17,14,1.2142857142857142
2015,E06000007,A57,30,19,1.5789473684210527
2015,E06000007,A60,58,27,2.1481481481481484
2015,E06000007,A63,1,1,1.0
2015,E06000007,A73,7,5,1.4
2015,E06000007,A79,3,3,1.0
2015,E06000007,A81,35,21,1.6666666666666667
2015,E06000007,A82,3,3,1.0
2015,E06000007,A83,21,15,1.4
2015,E06000007,A86,10,7,1.4285714285714286
2015,E06000008,A1,8,7,1.1428571428571428
2015,E06000008,A12,2,2,1.0
