lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000001,A1,23,22,1.0454545454545454
E06000002,A1,31,22,1.4090909090909092
E06000003,A1,61,46,1.326086956521739
E06000004,A1,149,99,1.505050505050505
E06000005,A1,48,31,1.5483870967741935
E06000006,A1,70,55,1.2727272727272727
E06000007,A1,76,61,1.2459016393442623
E06000008,A1,148,110,1.3454545454545455
E06000009,A1,89,66,1.3484848484848484
E06000010,A1,88,68,1.2941176470588236
E06000011,A1,31,30,1.0333333333333334
E06000012,A1,25,21,1.1904761904761905
E06000013,A1,42,32,1.3125
E06000014,A1,62,45,1.3777777777777778
E06000015,A1,87,64,1.359375
E06000016,A1,147,118,1.2457627118644068
E06000017,A1,36,35,1.0285714285714285
E06000018,A1,58,57,1.0175438596491229
E06000019,A1,49,41,1.1951219512195121
E06000020,A1,50,39,1.2820512820512822
E06000021,A1,203,133,1.5263157894736843
E06000022,A1,1532,1013,1.5123395853899309
E06000023,A1,573,407,1.4078624078624078
E06000024,A1,109,81,1.345679012345679
E06000025,A1,172,146,1.178082191780822
E06000026,A1,159,121,1.3140495867768596
E06000027,A1,81,72,1.125
E06000030,A1,133,109,1.2201834862385321
E06000031,A1,849,656,1.2942073170731707
E06000032,A1,872,475,1.8357894736842104
E06000033,A1,100,79,1.2658227848101267
E06000034,A1,107,74,1.445945945945946
E06000035,A1,249,184,1.3532608695652173
E06000036,A1,118,80,1.475
E06000037,A1,6,6,1.0
E06000038,A1,209,166,1.2590361445783131
E06000039,A1,125,88,1.4204545454545454
E06000040,A1,142,108,1.3148148148148149
E06000041,A1,127,105,1.2095238095238094
E06000042,A1,116,93,1.2473118279569892
E06000043,A1,248,184,1.3478260869565217
E06000044,A1,124,105,1.180952380952381
E06000045,A1,55,50,1.1
E06000046,A1,1089,334,3.2604790419161676
E06000047,A1,80,68,1.1764705882352942
E06000049,A1,100,82,1.2195121951219512
E06000050,A1,57,54,1.0555555555555556
E06000051,A1,69,59,1.1694915254237288
E06000052,A1,265,195,1.358974358974359
E06000054,A1,70,63,1.1111111111111112
E06000055,A1,300,273,1.098901098901099
E06000056,A1,384,329,1.1671732522796352
E06000057,A1,72,62,1.1612903225806452
E06000058,A1,243,195,1.2461538461538462
E06000059,A1,123,103,1.1941747572815533
E06000060,A1,1055,808,1.3056930693069306
E07000008,A1,243,180,1.35
E07000009,A1,91,87,1.0459770114942528
E07000010,A1,87,82,1.0609756097560976
E07000011,A1,209,193,1.0829015544041452
E07000012,A1,232,213,1.0892018779342723
E07000026,A1,18,16,1.125
E07000027,A1,20,17,1.1764705882352942
E07000028,A1,15,14,1.0714285714285714
E07000029,A1,36,31,1.1612903225806452
E07000030,A1,8,8,1.0
E07000031,A1,45,32,1.40625
E07000032,A1,31,28,1.1071428571428572
E07000033,A1,30,19,1.5789473684210527
E07000034,A1,43,38,1.131578947368421
E07000035,A1,17,16,1.0625
E07000036,A1,52,45,1.1555555555555554
E07000037,A1,31,25,1.24
E07000038,A1,27,23,1.173913043478261
E07000039,A1,29,27,1.0740740740740742
E07000040,A1,77,60,1.2833333333333334
E07000041,A1,60,46,1.3043478260869565
E07000042,A1,42,26,1.6153846153846154
E07000043,A1,67,49,1.3673469387755102
E07000044,A1,55,45,1.2222222222222223
E07000045,A1,63,57,1.105263157894737
E07000046,A1,45,31,1.4516129032258065
E07000047,A1,12,12,1.0
E07000061,A1,24,23,1.0434782608695652
E07000062,A1,116,96,1.2083333333333333
E07000063,A1,127,101,1.2574257425742574
E07000064,A1,137,115,1.191304347826087
E07000065,A1,226,201,1.1243781094527363
E07000066,A1,67,60,1.1166666666666667
E07000067,A1,48,45,1.0666666666666667
E07000068,A1,40,34,1.1764705882352942
E07000069,A1,33,23,1.434782608695652
E07000070,A1,76,62,1.2258064516129032
E07000071,A1,111,85,1.3058823529411765
E07000072,A1,107,81,1.3209876543209877
E07000073,A1,51,38,1.3421052631578947
E07000074,A1,13,12,1.0833333333333333
E07000075,A1,54,50,1.08
E07000076,A1,38,30,1.2666666666666666
E07000077,A1,27,23,1.173913043478261
E07000078,A1,96,76,1.263157894736842
E07000079,A1,20,20,1.0
E07000080,A1,23,19,1.2105263157894737
E07000081,A1,100,71,1.408450704225352
E07000082,A1,39,36,1.0833333333333333
E07000083,A1,31,29,1.0689655172413792
E07000084,A1,176,123,1.4308943089430894
