period,LAD,SHEF_A_CODE,report_count,user_count,average
2010-2,E06000001,A20,1,1,1.0
2010-2,E06000001,A54,1,1,1.0
2010-2,E06000001,A60,4,3,1.3333333333333333
2010-2,E06000002,A54,2,2,1.0
2010-2,E06000002,A57,2,2,1.0
2010-2,E06000002,A60,1,1,1.0
2010-2,E06000002,A81,1,1,1.0
2010-2,E06000003,A41,1,1,1.0
2010-2,E06000003,A56,1,1,1.0
2010-2,E06000003,A57,1,1,1.0
2010-2,E06000003,A60,1,1,1.0
2010-2,E06000004,A20,3,1,3.0
2010-2,E06000004,A29,3,2,1.5
2010-2,E06000004,A41,1,1,1.0
2010-2,E06000004,A53,1,1,1.0
2010-2,E06000004,A54,1,1,1.0
2010-2,E06000004,A56,1,1,1.0
2010-2,E06000004,A73,3,3,1.0
2010-2,E06000004,A79,1,1,1.0
2010-2,E06000004,A81,1,1,1.0
2010-2,E06000005,A20,1,1,1.0
2010-2,E06000005,A29,1,1,1.0
2010-2,E06000005,A54,1,1,1.0
2010-2,E06000005,A60,3,2,1.5
2010-2,E06000005,A73,1,1,1.0
2010-2,E06000005,A81,1,1,1.0
2010-2,E06000006,A29,1,1,1.0
2010-2,E06000006,A33,1,1,1.0
2010-2,E06000006,A60,5,2,2.5
2010-2,E06000006,A73,1,1,1.0
2010-2,E06000007,A20,1,1,1.0
2010-2,E06000007,A29,1,1,1.0
2010-2,E06000007,A41,1,1,1.0
2010-2,E06000007,A54,1,1,1.0
2010-2,E06000007,A60,9,5,1.8
2010-2,E06000008,A20,1,1,1.0
2010-2,E06000008,A41,94,1,94.0
2010-2,E06000008,A54,2,2,1.0
2010-2,E06000008,A60,19,5,3.8
2010-2,E06000008,A73,4,4,1.0
2010-2,E06000008,A79,3,3,1.0
2010-2,E06000008,A81,1,1,1.0
2010-2,E06000009,A29,1,1,1.0
2010-2,E06000009,A41,3,3,1.0
2010-2,E06000009,A54,1,1,1.0
2010-2,E06000009,A57,1,1,1.0
2010-2,E06000009,A60,11,8,1.375
2010-2,E06000009,A79,1,1,1.0
2010-2,E06000009,A81,1,1,1.0
2010-2,E06000009,A83,1,1,1.0
2010-2,E06000009,A86,1,1,1.0
2010-2,E06000010,A29,1,1,1.0
2010-2,E06000010,A53,1,1,1.0
2010-2,E06000010,A57,1,1,1.0
2010-2,E06000010,A60,2,2,1.0
2010-2,E06000010,A81,1,1,1.0
2010-2,E06000011,A20,3,2,1.5
2010-2,E06000011,A41,6,3,2.0
2010-2,E06000011,A56,2,2,1.0
2010-2,E06000011,A57,2,2,1.0
2010-2,E06000011,A60,9,5,1.8
2010-2,E06000011,A81,2,2,1.0
2010-2,E06000011,A82,1,1,1.0
2010-2,E06000012,A41,1,1,1.0
2010-2,E06000012,A54,1,1,1.0
2010-2,E06000013,A41,1,1,1.0
2010-2,E06000013,A57,1,1,1.0
2010-2,E06000013,A60,1,1,1.0
2010-2,E06000013,A81,1,1,1.0
2010-2,E06000014,A54,2,2,1.0
2010-2,E06000014,A60,7,5,1.4
2010-2,E06000014,A73,1,1,1.0
2010-2,E06000014,A86,2,1,2.0
2010-2,E06000015,A20,1,1,1.0
2010-2,E06000015,A41,2,2,1.0
2010-2,E06000015,A54,1,1,1.0
2010-2,E06000015,A60,7,6,1.1666666666666667
2010-2,E06000015,A73,1,1,1.0
2010-2,E06000015,A81,1,1,1.0
2010-2,E06000015,A82,1,1,1.0
2010-2,E06000016,A41,3,2,1.5
2010-2,E06000016,A54,1,1,1.0
2010-2,E06000016,A56,2,2,1.0
2010-2,E06000016,A57,2,2,1.0
2010-2,E06000016,A60,2,2,1.0
2010-2,E06000016,A79,1,1,1.0
2010-2,E06000016,A81,1,1,1.0
2010-2,E06000017,A60,1,1,1.0
2010-2,E06000017,A79,1,1,1.0
2010-2,E06000018,A33,2,1,2.0
2010-2,E06000018,A54,1,1,1.0
2010-2,E06000018,A56,2,1,2.0
2010-2,E06000018,A57,2,1,2.0
2010-2,E06000018,A60,2,2,1.0
2010-2,E06000018,A73,1,1,1.0
2010-2,E06000018,A86,1,1,1.0
2010-2,E06000019,A41,1,1,1.0
2010-2,E06000019,A54,1,1,1.0
2010-2,E06000019,A56,2,2,1.0
2010-2,E06000019,A60,10,10,1.0
2010-2,E06000019,A73,1,1,1.0
2010-2,E06000019,A79,1,1,1.0
2010-2,E06000019,A83,1,1,1.0
2010-2,E06000020,A33,1,1,1.0
2010-2,E06000020,A41,2,1,2.0
2010-2,E06000020,A54,1,1,1.0
2010-2,E06000020,A57,1,1,1.0
2010-2,E06000020,A60,12,3,4.0
2010-2,E06000021,A20,1,1,1.0
2010-2,E06000021,A29,4,3,1.3333333333333333
2010-2,E06000021,A41,1,1,1.0
2010-2,E06000021,A54,5,4,1.25
2010-2,E06000021,A56,2,2,1.0
2010-2,E06000021,A57,2,2,1.0
2010-2,E06000021,A60,9,5,1.8
2010-2,E06000021,A73,2,2,1.0
2010-2,E06000021,A79,1,1,1.0
2010-2,E06000021,A81,1,1,1.0
2010-2,E06000022,A24,1,1,1.0
2010-2,E06000022,A41,1,1,1.0
2010-2,E06000022,A54,1,1,1.0
2010-2,E06000022,A60,14,8,1.75
2010-2,E06000022,A73,1,1,1.0
2010-2,E06000022,A79,1,1,1.0
2010-2,E06000022,A81,1,1,1.0
2010-2,E06000022,A83,2,1,2.0
2010-2,E06000023,A1,3,3,1.0
2010-2,E06000023,A20,2,2,1.0
2010-2,E06000023,A29,1,1,1.0
2010-2,E06000023,A33,2,2,1.0
2010-2,E06000023,A41,3,3,1.0
2010-2,E06000023,A54,1,1,1.0
2010-2,E06000023,A56,3,2,1.5
2010-2,E06000023,A57,2,2,1.0
2010-2,E06000023,A60,16,12,1.3333333333333333
2010-2,E06000023,A73,1,1,1.0
2010-2,E06000023,A82,1,1,1.0
2010-2,E06000023,A83,2,2,1.0
2010-2,E06000023,A86,1,1,1.0
2010-2,E06000024,A41,1,1,1.0
2010-2,E06000024,A57,1,1,1.0
