period,LAD,SHEF_A_CODE,report_count,user_count,average
2014,,,1,1,1.0
2014,,A1,3,3,1.0
2014,,A15,1,1,1.0
2014,,A17,1,1,1.0
2014,,A20,8,8,1.0
2014,,A22,2,2,1.0
2014,,A24,2,2,1.0
2014,,A29,23,10,2.3
2014,,A33,8,8,1.0
2014,,A41,23,20,1.15
2014,,A47,1,1,1.0
2014,,A53,7,4,1.75
2014,,A54,23,23,1.0
2014,,A55,2,2,1.0
2014,,A56,6,6,1.0
2014,,A57,22,22,1.0
2014,,A60,29,25,1.16
2014,,A63,1,1,1.0
2014,,A64,1,1,1.0
2014,,A66,2,2,1.0
2014,,A71,17,15,1.1333333333333333
2014,,A73,6,5,1.2
2014,,A79,8,8,1.0
2014,,A8,1,1,1.0
2014,,A81,75,65,1.1538461538461537
2014,,A82,2,2,1.0
2014,,A83,2,2,1.0
2014,,A86,2,2,1.0
2014,E06000001,A12,1,1,1.0
2014,E06000001,A20,6,5,1.2
2014,E06000001,A24,2,2,1.0
2014,E06000001,A29,3,3,1.0
2014,E06000001,A41,8,7,1.1428571428571428
2014,E06000001,A54,3,3,1.0
2014,E06000001,A56,1,1,1.0
2014,E06000001,A57,5,5,1.0
2014,E06000001,A60,15,9,1.6666666666666667
2014,E06000001,A73,4,4,1.0
2014,E06000001,A81,13,9,1.4444444444444444
2014,E06000001,A82,2,2,1.0
2014,E06000001,A83,3,3,1.0
2014,E06000001,A86,1,1,1.0
2014,E06000002,A1,1,1,1.0
2014,E06000002,A24,7,6,1.1666666666666667
2014,E06000002,A29,9,5,1.8
2014,E06000002,A33,1,1,1.0
2014,E06000002,A41,9,8,1.125
2014,E06000002,A53,2,2,1.0
2014,E06000002,A54,10,8,1.25
2014,E06000002,A57,7,6,1.1666666666666667
2014,E06000002,A60,8,8,1.0
2014,E06000002,A73,3,3,1.0
2014,E06000002,A79,5,3,1.6666666666666667
2014,E06000002,A81,9,5,1.8
2014,E06000002,A82,1,1,1.0
2014,E06000002,A83,2,2,1.0
2014,E06000002,A86,3,3,1.0
2014,E06000003,A20,5,5,1.0
2014,E06000003,A29,7,3,2.3333333333333335
2014,E06000003,A33,2,2,1.0
2014,E06000003,A41,15,12,1.25
2014,E06000003,A54,4,4,1.0
2014,E06000003,A56,5,5,1.0
2014,E06000003,A57,8,5,1.6
2014,E06000003,A60,6,5,1.2
2014,E06000003,A73,1,1,1.0
2014,E06000003,A79,6,5,1.2
2014,E06000003,A81,2,2,1.0
2014,E06000003,A86,1,1,1.0
2014,E06000004,A1,5,5,1.0
2014,E06000004,A12,2,2,1.0
2014,E06000004,A20,10,10,1.0
2014,E06000004,A24,10,10,1.0
2014,E06000004,A28,3,1,3.0
2014,E06000004,A29,10,8,1.25
2014,E06000004,A33,4,4,1.0
2014,E06000004,A41,33,31,1.064516129032258
2014,E06000004,A53,10,9,1.1111111111111112
2014,E06000004,A54,31,27,1.1481481481481481
2014,E06000004,A56,26,17,1.5294117647058822
2014,E06000004,A57,45,31,1.4516129032258065
2014,E06000004,A60,24,22,1.0909090909090908
2014,E06000004,A73,11,11,1.0
2014,E06000004,A79,10,10,1.0
2014,E06000004,A81,59,45,1.3111111111111111
2014,E06000004,A82,6,5,1.2
2014,E06000004,A83,8,5,1.6
2014,E06000004,A86,7,5,1.4
2014,E06000005,A1,1,1,1.0
2014,E06000005,A20,1,1,1.0
2014,E06000005,A24,1,1,1.0
2014,E06000005,A28,1,1,1.0
2014,E06000005,A29,8,6,1.3333333333333333
2014,E06000005,A33,2,2,1.0
2014,E06000005,A41,12,11,1.0909090909090908
2014,E06000005,A53,2,2,1.0
2014,E06000005,A54,8,6,1.3333333333333333
2014,E06000005,A56,2,2,1.0
2014,E06000005,A57,7,7,1.0
2014,E06000005,A60,13,12,1.0833333333333333
2014,E06000005,A73,2,2,1.0
2014,E06000005,A79,10,7,1.4285714285714286
2014,E06000005,A81,13,9,1.4444444444444444
2014,E06000005,A83,3,1,3.0
2014,E06000006,A1,2,2,1.0
2014,E06000006,A12,2,1,2.0
2014,E06000006,A20,2,2,1.0
2014,E06000006,A24,7,7,1.0
2014,E06000006,A29,11,6,1.8333333333333333
2014,E06000006,A33,3,2,1.5
2014,E06000006,A41,15,13,1.1538461538461537
2014,E06000006,A53,5,5,1.0
2014,E06000006,A54,13,12,1.0833333333333333
