period,LAD,SHEF_A_CODE,report_count,user_count,average
2014-3,E06000001,A60,2,1,2.0
2014-3,E06000002,A24,2,2,1.0
2014-3,E06000002,A57,1,1,1.0
2014-3,E06000002,A60,4,4,1.0
2014-3,E06000002,A73,1,1,1.0
2014-3,E06000003,A41,1,1,1.0
2014-3,E06000003,A56,1,1,1.0
2014-3,E06000003,A57,2,2,1.0
2014-3,E06000003,A81,1,1,1.0
2014-3,E06000004,A20,1,1,1.0
2014-3,E06000004,A29,4,3,1.3333333333333333
2014-3,E06000004,A33,1,1,1.0
2014-3,E06000004,A41,1,1,1.0
2014-3,E06000004,A57,1,1,1.0
2014-3,E06000004,A60,3,3,1.0
2014-3,E06000004,A73,2,2,1.0
2014-3,E06000005,A57,1,1,1.0
2014-3,E06000005,A60,1,1,1.0
2014-3,E06000006,A24,1,1,1.0
2014-3,E06000006,A29,1,1,1.0
2014-3,E06000006,A41,5,4,1.25
2014-3,E06000006,A60,5,3,1.6666666666666667
2014-3,E06000006,A81,1,1,1.0
2014-3,E06000006,A86,1,1,1.0
2014-3,E06000007,A29,2,2,1.0
2014-3,E06000007,A41,4,4,1.0
2014-3,E06000007,A54,2,1,2.0
2014-3,E06000007,A57,3,3,1.0
2014-3,E06000007,A60,10,7,1.4285714285714286
2014-3,E06000007,A73,1,1,1.0
2014-3,E06000007,A81,1,1,1.0
2014-3,E06000007,A86,4,2,2.0
2014-3,E06000008,A1,1,1,1.0
2014-3,E06000008,A20,1,1,1.0
2014-3,E06000008,A29,6,4,1.5
2014-3,E06000008,A41,7,5,1.4
2014-3,E06000008,A54,3,1,3.0
2014-3,E06000008,A56,1,1,1.0
2014-3,E06000008,A57,1,1,1.0
2014-3,E06000008,A60,9,8,1.125
2014-3,E06000008,A73,3,2,1.5
2014-3,E06000008,A79,5,4,1.25
2014-3,E06000008,A81,6,5,1.2
2014-3,E06000008,A83,2,1,2.0
2014-3,E06000008,A86,1,1,1.0
2014-3,E06000009,A29,3,3,1.0
2014-3,E06000009,A41,2,2,1.0
2014-3,E06000009,A54,2,2,1.0
