period,LSOA,report_count,user_count,average
2013,E01000115,19,17,1.1176470588235294
2013,E01000116,19,18,1.0555555555555556
2013,E01000117,31,26,1.1923076923076923
2013,E01000118,28,25,1.12
2013,E01000119,21,18,1.1666666666666667
2013,E01000120,24,21,1.1428571428571428
2013,E01000121,18,15,1.2
2013,E01000122,14,11,1.2727272727272727
2013,E01000123,28,20,1.4
2013,E01000124,37,28,1.3214285714285714
2013,E01000125,16,9,1.7777777777777777
2013,E01000126,25,14,1.7857142857142858
2013,E01000127,27,15,1.8
2013,E01000128,32,22,1.4545454545454546
2013,E01000129,35,22,1.5909090909090908
2013,E01000130,14,10,1.4
2013,E01000131,25,21,1.1904761904761905
2013,E01000132,30,19,1.5789473684210527
2013,E01000133,20,15,1.3333333333333333
2013,E01000134,11,11,1.0
2013,E01000135,23,20,1.15
2013,E01000136,25,24,1.0416666666666667
2013,E01000137,14,13,1.0769230769230769
2013,E01000138,32,21,1.5238095238095237
2013,E01000139,22,18,1.2222222222222223
2013,E01000140,34,23,1.4782608695652173
2013,E01000141,44,39,1.1282051282051282
2013,E01000142,28,14,2.0
2013,E01000143,12,12,1.0
2013,E01000144,16,15,1.0666666666666667
2013,E01000145,21,19,1.105263157894737
2013,E01000146,31,25,1.24
2013,E01000147,30,21,1.4285714285714286
2013,E01000148,16,13,1.2307692307692308
2013,E01000150,32,19,1.6842105263157894
2013,E01000151,2,2,1.0
2013,E01000152,11,11,1.0
2013,E01000153,15,11,1.3636363636363635
2013,E01000154,9,7,1.2857142857142858
2013,E01000155,32,21,1.5238095238095237
2013,E01000156,23,20,1.15
2013,E01000157,20,13,1.5384615384615385
2013,E01000158,38,26,1.4615384615384615
2013,E01000159,35,28,1.25
2013,E01000160,26,20,1.3
2013,E01000161,26,17,1.5294117647058822
2013,E01000162,28,25,1.12
2013,E01000163,8,8,1.0
2013,E01000164,29,24,1.2083333333333333
2013,E01000165,14,12,1.1666666666666667
2013,E01000166,21,12,1.75
2013,E01000167,93,17,5.470588235294118
2013,E01000168,27,19,1.4210526315789473
2013,E01000169,21,17,1.2352941176470589
2013,E01000170,32,21,1.5238095238095237
2013,E01000171,24,22,1.0909090909090908
2013,E01000172,21,19,1.105263157894737
2013,E01000173,34,27,1.2592592592592593
2013,E01000174,33,29,1.1379310344827587
2013,E01000175,38,30,1.2666666666666666
2013,E01000176,19,18,1.0555555555555556
2013,E01000177,35,26,1.3461538461538463
2013,E01000178,21,16,1.3125
2013,E01000179,21,18,1.1666666666666667
2013,E01000180,14,12,1.1666666666666667
2013,E01000181,23,18,1.2777777777777777
2013,E01000182,30,28,1.0714285714285714
2013,E01000183,21,19,1.105263157894737
2013,E01000184,15,15,1.0
2013,E01000185,7,4,1.75
2013,E01000186,28,21,1.3333333333333333
2013,E01000187,17,12,1.4166666666666667
2013,E01000188,35,22,1.5909090909090908
2013,E01000189,6,6,1.0
2013,E01000190,31,25,1.24
2013,E01000191,33,22,1.5
2013,E01000192,44,31,1.4193548387096775
2013,E01000193,32,22,1.4545454545454546
2013,E01000194,41,29,1.4137931034482758
2013,E01000195,12,10,1.2
2013,E01000196,39,35,1.1142857142857143
2013,E01000197,28,17,1.6470588235294117
2013,E01000198,25,16,1.5625
2013,E01000199,19,12,1.5833333333333333
2013,E01000200,21,17,1.2352941176470589
2013,E01000201,22,17,1.2941176470588236
2013,E01000202,34,22,1.5454545454545454
2013,E01000203,16,14,1.1428571428571428
2013,E01000204,14,13,1.0769230769230769
2013,E01000205,36,23,1.565217391304348
2013,E01000206,43,31,1.3870967741935485
2013,E01000207,28,25,1.12
2013,E01000208,18,14,1.2857142857142858
2013,E01000209,16,10,1.6
