lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
95VV02W1,A1,1,1,1.0
95VV05S2,A1,1,1,1.0
E01000007,A1,1,1,1.0
E01000012,A1,1,1,1.0
E01000072,A1,1,1,1.0
E01000094,A1,1,1,1.0
E01000111,A1,1,1,1.0
E01000172,A1,1,1,1.0
E01000379,A1,1,1,1.0
E01000386,A1,1,1,1.0
E01000441,A1,2,1,2.0
E01000471,A1,1,1,1.0
E01000513,A1,1,1,1.0
E01000624,A1,1,1,1.0
E01000650,A1,3,2,1.5
E01000651,A1,2,2,1.0
E01000652,A1,1,1,1.0
E01000656,A1,1,1,1.0
E01000658,A1,1,1,1.0
E01000663,A1,2,1,2.0
E01000669,A1,1,1,1.0
E01000673,A1,1,1,1.0
E01000674,A1,1,1,1.0
E01000676,A1,1,1,1.0
E01000677,A1,1,1,1.0
E01000697,A1,1,1,1.0
E01000701,A1,1,1,1.0
E01000713,A1,1,1,1.0
E01000724,A1,1,1,1.0
E01000734,A1,1,1,1.0
E01000741,A1,1,1,1.0
E01000760,A1,1,1,1.0
E01000761,A1,2,1,2.0
E01000779,A1,2,1,2.0
E01000783,A1,1,1,1.0
E01000794,A1,1,1,1.0
E01000800,A1,1,1,1.0
E01000804,A1,2,2,1.0
E01000806,A1,1,1,1.0
E01000852,A1,1,1,1.0
E01000908,A1,1,1,1.0
E01000914,A1,1,1,1.0
E01000921,A1,2,2,1.0
E01000978,A1,1,1,1.0
E01000990,A1,1,1,1.0
E01000995,A1,1,1,1.0
E01001019,A1,1,1,1.0
E01001037,A1,1,1,1.0
E01001049,A1,1,1,1.0
E01001101,A1,1,1,1.0
E01001109,A1,1,1,1.0
E01001111,A1,1,1,1.0
E01001137,A1,1,1,1.0
E01001150,A1,1,1,1.0
E01001158,A1,1,1,1.0
E01001177,A1,1,1,1.0
E01001181,A1,1,1,1.0
E01001208,A1,1,1,1.0
E01001216,A1,1,1,1.0
E01001232,A1,1,1,1.0
E01001234,A1,2,1,2.0
E01001236,A1,1,1,1.0
E01001238,A1,2,1,2.0
E01001245,A1,1,1,1.0
E01001250,A1,1,1,1.0
E01001260,A1,1,1,1.0
E01001277,A1,3,1,3.0
E01001305,A1,3,1,3.0
E01001314,A1,1,1,1.0
E01001336,A1,2,2,1.0
E01001337,A1,1,1,1.0
E01001365,A1,1,1,1.0
E01001381,A1,1,1,1.0
E01001470,A1,1,1,1.0
E01001488,A1,1,1,1.0
E01001501,A1,2,1,2.0
E01001521,A1,1,1,1.0
E01001532,A1,1,1,1.0
E01001536,A1,1,1,1.0
E01001545,A1,1,1,1.0
E01001570,A1,1,1,1.0
E01001607,A1,1,1,1.0
E01001680,A1,1,1,1.0
E01001724,A1,2,1,2.0
E01001736,A1,1,1,1.0
E01001739,A1,1,1,1.0
E01001804,A1,1,1,1.0
E01001844,A1,1,1,1.0
E01001872,A1,1,1,1.0
E01001930,A1,1,1,1.0
E01001969,A1,1,1,1.0
E01002013,A1,1,1,1.0
E01002026,A1,1,1,1.0
E01002031,A1,1,1,1.0
E01002107,A1,1,1,1.0
E01002118,A1,1,1,1.0
E01002133,A1,1,1,1.0
E01002148,A1,1,1,1.0
E01002162,A1,1,1,1.0
E01002190,A1,1,1,1.0
E01002212,A1,1,1,1.0
E01002380,A1,1,1,1.0
E01002443,A1,1,1,1.0
E01002446,A1,1,1,1.0
E01002486,A1,1,1,1.0
E01002496,A1,1,1,1.0
E01002562,A1,1,1,1.0
E01002563,A1,1,1,1.0
E01002567,A1,2,1,2.0
E01002581,A1,1,1,1.0
E01002584,A1,1,1,1.0
E01002610,A1,1,1,1.0
E01002626,A1,1,1,1.0
E01002634,A1,1,1,1.0
E01002643,A1,4,2,2.0
E01002649,A1,1,1,1.0
E01002656,A1,1,1,1.0
E01002663,A1,6,1,6.0
E01002669,A1,1,1,1.0
E01002674,A1,1,1,1.0
E01002681,A1,1,1,1.0
E01002684,A1,1,1,1.0
E01002724,A1,1,1,1.0
E01002770,A1,1,1,1.0
E01002795,A1,1,1,1.0
E01002930,A1,1,1,1.0
E01002960,A1,3,1,3.0
E01002968,A1,4,1,4.0
E01003049,A1,1,1,1.0
E01003064,A1,1,1,1.0
E01003102,A1,1,1,1.0
E01003129,A1,1,1,1.0
E01003135,A1,1,1,1.0
E01003148,A1,1,1,1.0
E01003182,A1,1,1,1.0
E01003187,A1,1,1,1.0
E01003200,A1,1,1,1.0
E01003205,A1,1,1,1.0
E01003235,A1,1,1,1.0
E01003257,A1,1,1,1.0
E01003300,A1,1,1,1.0
E01003303,A1,1,1,1.0
E01003307,A1,1,1,1.0
E01003375,A1,1,1,1.0
E01003388,A1,1,1,1.0
E01003444,A1,1,1,1.0
E01003525,A1,1,1,1.0
E01003556,A1,1,1,1.0
E01003564,A1,1,1,1.0
E01003705,A1,1,1,1.0
E01003743,A1,1,1,1.0
E01003811,A1,1,1,1.0
E01003816,A1,4,2,2.0
E01003872,A1,1,1,1.0
E01003878,A1,1,1,1.0
E01003885,A1,1,1,1.0
E01003898,A1,1,1,1.0
E01003903,A1,1,1,1.0
E01003939,A1,1,1,1.0
E01003975,A1,1,1,1.0
E01004038,A1,1,1,1.0
E01004059,A1,2,1,2.0
E01004075,A1,1,1,1.0
E01004078,A1,1,1,1.0
E01004096,A1,1,1,1.0
E01004138,A1,1,1,1.0
E01004179,A1,1,1,1.0
E01004234,A1,1,1,1.0
E01004330,A1,1,1,1.0
E01004400,A1,1,1,1.0
E01004444,A1,1,1,1.0
E01004509,A1,1,1,1.0
E01004572,A1,1,1,1.0
E01004573,A1,1,1,1.0
E01004576,A1,1,1,1.0
E01004630,A1,1,1,1.0
E01004736,A1,1,1,1.0
E01004749,A1,1,1,1.0
E01004763,A1,1,1,1.0
E01004780,A1,1,1,1.0
E01004814,A1,1,1,1.0
E01004941,A1,1,1,1.0
E01005103,A1,1,1,1.0
E01005240,A1,1,1,1.0
E01005462,A1,1,1,1.0
E01005477,A1,1,1,1.0
E01005517,A1,1,1,1.0
E01005624,A1,1,1,1.0
E01005716,A1,1,1,1.0
E01005766,A1,1,1,1.0
E01005785,A1,1,1,1.0
E01005797,A1,1,1,1.0
E01006038,A1,1,1,1.0
E01006041,A1,2,1,2.0
E01006053,A1,1,1,1.0
E01006059,A1,1,1,1.0
E01006107,A1,1,1,1.0
E01006114,A1,1,1,1.0
E01006335,A1,1,1,1.0
E01006379,A1,1,1,1.0
E01006399,A1,1,1,1.0
E01006536,A1,1,1,1.0
E01006627,A1,1,1,1.0
E01006758,A1,1,1,1.0
E01006869,A1,1,1,1.0
E01007064,A1,1,1,1.0
E01007129,A1,1,1,1.0
E01007229,A1,1,1,1.0
E01007274,A1,1,1,1.0
E01007308,A1,1,1,1.0
E01007313,A1,1,1,1.0
E01007340,A1,1,1,1.0
E01007359,A1,1,1,1.0
E01007477,A1,1,1,1.0
E01007615,A1,1,1,1.0
E01007626,A1,2,1,2.0
E01007783,A1,1,1,1.0
E01007831,A1,1,1,1.0
E01007841,A1,1,1,1.0
E01007849,A1,1,1,1.0
E01007853,A1,1,1,1.0
E01007906,A1,1,1,1.0
E01007983,A1,1,1,1.0
E01007989,A1,1,1,1.0
E01008019,A1,1,1,1.0
E01008046,A1,1,1,1.0
E01008049,A1,1,1,1.0
E01008050,A1,1,1,1.0
E01008085,A1,1,1,1.0
E01008129,A1,2,2,1.0
E01008161,A1,1,1,1.0
E01008262,A1,1,1,1.0
E01008421,A1,1,1,1.0
E01008461,A1,3,2,1.5
E01008513,A1,2,1,2.0
E01008667,A1,1,1,1.0
E01008746,A1,1,1,1.0
E01008775,A1,1,1,1.0
E01008786,A1,1,1,1.0
E01008814,A1,1,1,1.0
