period,LSOA,SHEF_A_CODE,report_count,user_count,average
2011,,A33,2,1,2.0
2011,,A41,1,1,1.0
2011,,A60,7,7,1.0
2011,E01000001,A1,1,1,1.0
2011,E01000005,A54,1,1,1.0
2011,E01000005,A73,1,1,1.0
2011,E01000005,A83,1,1,1.0
2011,E01000005,A86,1,1,1.0
2011,E01000007,A1,1,1,1.0
2011,E01000007,A15,1,1,1.0
2011,E01000007,A60,4,1,4.0
2011,E01000007,A71,1,1,1.0
2011,E01000009,A60,1,1,1.0
2011,E01000010,A22,1,1,1.0
2011,E01000010,A24,1,1,1.0
2011,E01000010,A29,1,1,1.0
2011,E01000010,A60,1,1,1.0
2011,E01000010,A80,1,1,1.0
2011,E01000012,A22,1,1,1.0
2011,E01000012,A60,1,1,1.0
2011,E01000018,A57,1,1,1.0
2011,E01000020,A41,1,1,1.0
2011,E01000020,A54,1,1,1.0
2011,E01000020,A60,1,1,1.0
2011,E01000021,A86,2,2,1.0
2011,E01000023,A71,1,1,1.0
2011,E01000040,A1,1,1,1.0
2011,E01000041,A60,1,1,1.0
2011,E01000042,A60,1,1,1.0
2011,E01000049,A60,1,1,1.0
2011,E01000050,A60,2,2,1.0
2011,E01000050,A71,1,1,1.0
2011,E01000055,A54,2,1,2.0
2011,E01000061,A56,1,1,1.0
2011,E01000061,A60,1,1,1.0
2011,E01000072,A22,1,1,1.0
2011,E01000077,A29,1,1,1.0
2011,E01000082,A71,2,1,2.0
2011,E01000093,A54,1,1,1.0
2011,E01000096,A29,1,1,1.0
2011,E01000096,A83,1,1,1.0
2011,E01000100,A54,1,1,1.0
2011,E01000100,A71,1,1,1.0
2011,E01000100,A8,1,1,1.0
2011,E01000104,A20,1,1,1.0
2011,E01000109,A6,1,1,1.0
2011,E01000111,A15,1,1,1.0
2011,E01000111,A22,1,1,1.0
2011,E01000115,A54,6,1,6.0
2011,E01000116,A71,1,1,1.0
2011,E01000117,A1,1,1,1.0
2011,E01000117,A29,1,1,1.0
2011,E01000118,A20,1,1,1.0
2011,E01000118,A41,1,1,1.0
2011,E01000118,A54,1,1,1.0
2011,E01000118,A81,1,1,1.0
2011,E01000119,A1,1,1,1.0
2011,E01000119,A57,1,1,1.0
2011,E01000119,A71,1,1,1.0
2011,E01000120,A54,1,1,1.0
2011,E01000120,A71,1,1,1.0
2011,E01000121,A1,1,1,1.0
2011,E01000122,A24,1,1,1.0
2011,E01000124,A41,1,1,1.0
2011,E01000126,A81,1,1,1.0
2011,E01000128,A22,1,1,1.0
2011,E01000128,A73,1,1,1.0
2011,E01000129,A41,1,1,1.0
2011,E01000129,A54,1,1,1.0
2011,E01000129,A60,3,2,1.5
2011,E01000129,A73,1,1,1.0
2011,E01000130,A29,1,1,1.0
2011,E01000132,A1,1,1,1.0
2011,E01000132,A22,3,1,3.0
2011,E01000132,A29,1,1,1.0
2011,E01000132,A54,2,2,1.0
2011,E01000132,A57,1,1,1.0
2011,E01000132,A73,1,1,1.0
2011,E01000132,A8,1,1,1.0
2011,E01000132,A81,3,1,3.0
2011,E01000133,A1,1,1,1.0
2011,E01000133,A22,3,2,1.5
2011,E01000133,A56,1,1,1.0
2011,E01000133,A79,1,1,1.0
2011,E01000134,A22,1,1,1.0
2011,E01000134,A81,1,1,1.0
2011,E01000135,A73,1,1,1.0
2011,E01000137,A80,1,1,1.0
2011,E01000139,A57,1,1,1.0
2011,E01000139,A60,1,1,1.0
2011,E01000140,A24,1,1,1.0
2011,E01000140,A80,1,1,1.0
2011,E01000141,A33,1,1,1.0
2011,E01000141,A54,1,1,1.0
2011,E01000141,A56,2,2,1.0
2011,E01000141,A57,1,1,1.0
2011,E01000141,A6,1,1,1.0
2011,E01000141,A73,1,1,1.0
2011,E01000141,A79,1,1,1.0
2011,E01000141,A81,1,1,1.0
2011,E01000144,A83,1,1,1.0
2011,E01000146,A57,1,1,1.0
2011,E01000146,A60,1,1,1.0
2011,E01000146,A73,1,1,1.0
2011,E01000146,A79,1,1,1.0
2011,E01000146,A81,1,1,1.0
2011,E01000147,A54,1,1,1.0
2011,E01000147,A57,1,1,1.0
2011,E01000147,A60,1,1,1.0
2011,E01000147,A71,2,1,2.0
2011,E01000148,A54,1,1,1.0
2011,E01000148,A71,2,2,1.0
2011,E01000152,A71,1,1,1.0
2011,E01000155,A71,2,1,2.0
2011,E01000156,A71,1,1,1.0
2011,E01000158,A22,1,1,1.0
2011,E01000158,A56,1,1,1.0
2011,E01000158,A60,1,1,1.0
2011,E01000159,A81,1,1,1.0
2011,E01000160,A20,2,2,1.0
2011,E01000160,A22,5,2,2.5
2011,E01000160,A29,1,1,1.0
2011,E01000160,A54,1,1,1.0
2011,E01000160,A57,1,1,1.0
2011,E01000160,A73,1,1,1.0
2011,E01000160,A79,2,2,1.0
2011,E01000160,A8,1,1,1.0
2011,E01000161,A29,1,1,1.0
2011,E01000161,A79,1,1,1.0
2011,E01000163,A29,2,1,2.0
2011,E01000164,A20,1,1,1.0
2011,E01000164,A57,1,1,1.0
2011,E01000164,A60,1,1,1.0
2011,E01000165,A71,1,1,1.0
2011,E01000167,A22,1,1,1.0
2011,E01000169,A60,1,1,1.0
2011,E01000169,A8,1,1,1.0
2011,E01000170,A81,1,1,1.0
2011,E01000171,A22,4,1,4.0
2011,E01000171,A29,1,1,1.0
2011,E01000171,A57,1,1,1.0
2011,E01000171,A71,1,1,1.0
2011,E01000171,A73,1,1,1.0
