period,LSOA,SHEF_A,report_count,user_count,average
2008-9,E01000135,Other,1,1,1.0
2008-9,E01000167,Potholes,1,1,1.0
2008-9,E01000171,Graffiti,1,1,1.0
2008-9,E01000180,Graffiti,1,1,1.0
2008-9,E01000184,Other,1,1,1.0
2008-9,E01000214,Potholes,1,1,1.0
2008-9,E01000227,Parking,1,1,1.0
2008-9,E01000232,Other,1,1,1.0
2008-9,E01000233,Graffiti,1,1,1.0
2008-9,E01000233,Highway Condition,1,1,1.0
2008-9,E01000233,Pavement /Footway Defects,2,2,1.0
2008-9,E01000233,Potholes,1,1,1.0
2008-9,E01000237,Street Lights,1,1,1.0
2008-9,E01000249,Other,1,1,1.0
2008-9,E01000258,Dog Fouling,1,1,1.0
2008-9,E01000259,Pavement /Footway Defects,1,1,1.0
2008-9,E01000280,Dog Fouling,1,1,1.0
2008-9,E01000282,Parking,1,1,1.0
2008-9,E01000376,Dog Fouling,1,1,1.0
2008-9,E01000426,Pavement /Footway Defects,1,1,1.0
2008-9,E01000467,Pavement /Footway Defects,1,1,1.0
2008-9,E01000480,Other,1,1,1.0
2008-9,E01000518,Fly-tipping,1,1,1.0
2008-9,E01000524,Dog Fouling,1,1,1.0
2008-9,E01000554,Other,1,1,1.0
2008-9,E01000645,Parking,1,1,1.0
2008-9,E01000653,Abandoned Vehicles,1,1,1.0
2008-9,E01000666,Other,1,1,1.0
2008-9,E01000670,Fallen/Dangerous Trees,1,1,1.0
2008-9,E01000706,Parking,1,1,1.0
2008-9,E01000775,Parking,1,1,1.0
2008-9,E01000786,Graffiti,1,1,1.0
2008-9,E01000828,Pavement /Footway Defects,1,1,1.0
2008-9,E01000853,Pavement /Footway Defects,1,1,1.0
2008-9,E01000856,Highway Condition,1,1,1.0
2008-9,E01000861,Graffiti,1,1,1.0
2008-9,E01000886,Highway Condition,1,1,1.0
2008-9,E01000895,Pavement /Footway Defects,1,1,1.0
2008-9,E01000910,Potholes,1,1,1.0
2008-9,E01000914,Highway Condition,1,1,1.0
2008-9,E01000916,Rubbish,1,1,1.0
2008-9,E01000966,Other,1,1,1.0
2008-9,E01000973,Pavement /Footway Defects,1,1,1.0
2008-9,E01000982,Dog Fouling,1,1,1.0
2008-9,E01001034,Dog Fouling,1,1,1.0
2008-9,E01001060,Pavement /Footway Defects,1,1,1.0
2008-9,E01001126,Fly-tipping,1,1,1.0
2008-9,E01001150,Fly-tipping,1,1,1.0
2008-9,E01001222,Pavement /Footway Defects,1,1,1.0
2008-9,E01001226,Pavement /Footway Defects,1,1,1.0
2008-9,E01001237,Graffiti,1,1,1.0
2008-9,E01001247,Potholes,1,1,1.0
2008-9,E01001252,Potholes,1,1,1.0
2008-9,E01001260,Pavement /Footway Defects,1,1,1.0
2008-9,E01001284,Pavement /Footway Defects,1,1,1.0
2008-9,E01001284,Rubbish,1,1,1.0
2008-9,E01001290,Rubbish,1,1,1.0
2008-9,E01001297,Potholes,1,1,1.0
2008-9,E01001301,Flyposting,1,1,1.0
2008-9,E01001322,Pavement /Footway Defects,1,1,1.0
2008-9,E01001376,Fallen/Dangerous Trees,1,1,1.0
2008-9,E01001393,Rubbish,1,1,1.0
2008-9,E01001452,Highway Condition,1,1,1.0
2008-9,E01001470,Potholes,1,1,1.0
2008-9,E01001481,Highway Condition,1,1,1.0
2008-9,E01001519,Abandoned Vehicles,1,1,1.0
2008-9,E01001521,Pavement /Footway Defects,1,1,1.0
2008-9,E01001562,Dog Fouling,1,1,1.0
2008-9,E01001570,Abandoned Vehicles,1,1,1.0
2008-9,E01001580,Other,1,1,1.0
2008-9,E01001584,Pavement /Footway Defects,1,1,1.0
2008-9,E01001587,Highway Condition,1,1,1.0
2008-9,E01001619,Fly-tipping,1,1,1.0
2008-9,E01001619,Highway Condition,1,1,1.0
2008-9,E01001651,Abandoned Vehicles,1,1,1.0
2008-9,E01001708,Highway Condition,1,1,1.0
2008-9,E01001720,Fly-tipping,1,1,1.0
2008-9,E01001720,Other,2,2,1.0
2008-9,E01001720,Pavement /Footway Defects,1,1,1.0
2008-9,E01001742,Parking,1,1,1.0
2008-9,E01001748,Pavement /Footway Defects,1,1,1.0
2008-9,E01001749,Rubbish,1,1,1.0
2008-9,E01001813,Potholes,1,1,1.0
2008-9,E01001899,Fly-tipping,1,1,1.0
2008-9,E01001914,Rubbish,1,1,1.0
2008-9,E01001916,Graffiti,1,1,1.0
2008-9,E01001923,Other,1,1,1.0
2008-9,E01001924,Fly-tipping,1,1,1.0
