period,LSOA,SHEF_A_CODE,report_count,user_count,average
2017-7,,A41,1,1,1.0
2017-7,,A54,1,1,1.0
2017-7,,A79,1,1,1.0
2017-7,95BB21S2,A81,1,1,1.0
2017-7,95FF13W1,A1,1,1,1.0
2017-7,95GG29S2,A56,1,1,1.0
2017-7,95GG50S1,A29,1,1,1.0
2017-7,95GG50S2,A20,1,1,1.0
2017-7,95GG50S2,A29,5,2,2.5
2017-7,95GG50S3,A29,1,1,1.0
2017-7,95HH17W1,A8,1,1,1.0
2017-7,95LL08S1,A86,1,1,1.0
2017-7,95MM01S3,A81,1,1,1.0
2017-7,95MM02S1,A57,1,1,1.0
2017-7,95MM29W1,A81,1,1,1.0
2017-7,95NN21W1,A41,1,1,1.0
2017-7,95NN21W1,A81,1,1,1.0
2017-7,95QQ14S1,A81,1,1,1.0
2017-7,95WW21S2,A33,1,1,1.0
2017-7,E01000005,A54,1,1,1.0
2017-7,E01000014,A81,1,1,1.0
2017-7,E01000029,A29,2,1,2.0
2017-7,E01000049,A29,1,1,1.0
2017-7,E01000053,A60,1,1,1.0
2017-7,E01000054,A73,1,1,1.0
2017-7,E01000074,A29,1,1,1.0
2017-7,E01000078,A29,1,1,1.0
2017-7,E01000083,A83,1,1,1.0
2017-7,E01000092,A41,1,1,1.0
2017-7,E01000092,A57,2,1,2.0
2017-7,E01000094,A12,1,1,1.0
2017-7,E01000095,A73,1,1,1.0
2017-7,E01000112,A29,1,1,1.0
2017-7,E01000115,A60,1,1,1.0
2017-7,E01000116,A1,1,1,1.0
2017-7,E01000116,A60,1,1,1.0
2017-7,E01000124,A48,1,1,1.0
2017-7,E01000124,A55,1,1,1.0
2017-7,E01000124,A8,1,1,1.0
2017-7,E01000126,A2,3,1,3.0
2017-7,E01000126,A33,1,1,1.0
2017-7,E01000126,A55,1,1,1.0
2017-7,E01000127,A29,1,1,1.0
2017-7,E01000128,A29,3,2,1.5
2017-7,E01000128,A32,1,1,1.0
2017-7,E01000128,A60,1,1,1.0
2017-7,E01000129,A60,1,1,1.0
2017-7,E01000130,A2,1,1,1.0
2017-7,E01000130,A60,2,2,1.0
2017-7,E01000131,A32,1,1,1.0
2017-7,E01000131,A57,1,1,1.0
2017-7,E01000132,A1,1,1,1.0
2017-7,E01000132,A29,5,1,5.0
2017-7,E01000132,A57,1,1,1.0
2017-7,E01000133,A29,1,1,1.0
2017-7,E01000136,A55,1,1,1.0
2017-7,E01000136,A57,1,1,1.0
2017-7,E01000137,A29,1,1,1.0
2017-7,E01000138,A32,1,1,1.0
2017-7,E01000140,A2,3,3,1.0
2017-7,E01000140,A47,1,1,1.0
2017-7,E01000142,A2,1,1,1.0
2017-7,E01000146,A60,3,1,3.0
2017-7,E01000147,A60,1,1,1.0
2017-7,E01000148,A2,1,1,1.0
2017-7,E01000150,A2,3,1,3.0
2017-7,E01000150,A29,6,2,3.0
2017-7,E01000150,A55,1,1,1.0
2017-7,E01000152,A2,1,1,1.0
2017-7,E01000153,A2,2,1,2.0
2017-7,E01000153,A29,2,1,2.0
2017-7,E01000155,A29,1,1,1.0
2017-7,E01000155,A72,1,1,1.0
2017-7,E01000157,A1,1,1,1.0
2017-7,E01000158,A29,1,1,1.0
2017-7,E01000160,A2,1,1,1.0
2017-7,E01000164,A1,5,2,2.5
2017-7,E01000165,A60,1,1,1.0
2017-7,E01000166,A1,1,1,1.0
2017-7,E01000173,A2,1,1,1.0
2017-7,E01000176,A32,1,1,1.0
2017-7,E01000177,A55,1,1,1.0
2017-7,E01000181,A1,1,1,1.0
2017-7,E01000182,A60,1,1,1.0
2017-7,E01000184,A2,1,1,1.0
2017-7,E01000188,A1,2,2,1.0
2017-7,E01000190,A2,1,1,1.0
2017-7,E01000190,A55,1,1,1.0
2017-7,E01000190,A57,2,2,1.0
2017-7,E01000194,A55,1,1,1.0
2017-7,E01000195,A1,1,1,1.0
2017-7,E01000196,A60,1,1,1.0
2017-7,E01000198,A2,1,1,1.0
2017-7,E01000198,A29,2,1,2.0
2017-7,E01000198,A32,1,1,1.0
2017-7,E01000199,A32,1,1,1.0
2017-7,E01000199,A60,1,1,1.0
2017-7,E01000202,A32,1,1,1.0
2017-7,E01000206,A60,1,1,1.0
2017-7,E01000208,A29,1,1,1.0
2017-7,E01000209,A57,1,1,1.0
2017-7,E01000210,A8,1,1,1.0
2017-7,E01000211,A48,1,1,1.0
2017-7,E01000211,A57,1,1,1.0
2017-7,E01000212,A32,1,1,1.0
2017-7,E01000214,A47,1,1,1.0
2017-7,E01000214,A60,1,1,1.0
2017-7,E01000218,A55,1,1,1.0
2017-7,E01000223,A1,1,1,1.0
2017-7,E01000223,A29,2,2,1.0
2017-7,E01000223,A55,1,1,1.0
2017-7,E01000224,A2,1,1,1.0
2017-7,E01000224,A29,3,2,1.5
2017-7,E01000226,A29,2,1,2.0
2017-7,E01000226,A60,2,2,1.0
2017-7,E01000228,A29,1,1,1.0
2017-7,E01000229,A32,1,1,1.0
2017-7,E01000233,A32,1,1,1.0
2017-7,E01000234,A33,2,1,2.0
2017-7,E01000236,A60,1,1,1.0
2017-7,E01000238,A2,1,1,1.0
2017-7,E01000238,A29,2,2,1.0
2017-7,E01000238,A57,1,1,1.0
2017-7,E01000243,A55,1,1,1.0
2017-7,E01000243,A57,1,1,1.0
2017-7,E01000244,A29,1,1,1.0
