period,LSOA,SHEF_A_CODE,report_count,user_count,average
2017,,A33,3,2,1.5
2017,,A41,2,2,1.0
2017,,A53,1,1,1.0
2017,,A54,2,2,1.0
2017,,A56,1,1,1.0
2017,,A57,3,2,1.5
2017,,A60,8,7,1.1428571428571428
2017,,A79,2,2,1.0
2017,,A81,2,2,1.0
2017,,A83,1,1,1.0
2017,95AA04W1,A41,1,1,1.0
2017,95AA09W1,A1,1,1,1.0
2017,95AA09W1,A54,1,1,1.0
2017,95AA17W1,A81,1,1,1.0
2017,95BB01S1,A60,2,2,1.0
2017,95BB01S2,A53,1,1,1.0
2017,95BB01S2,A57,1,1,1.0
2017,95BB01S2,A86,1,1,1.0
2017,95BB02W1,A81,1,1,1.0
2017,95BB09S1,A60,1,1,1.0
2017,95BB12S1,A81,1,1,1.0
2017,95BB12S2,A57,1,1,1.0
2017,95BB13S1,A41,1,1,1.0
2017,95BB14S1,A60,1,1,1.0
2017,95BB14S2,A81,2,1,2.0
2017,95BB15S1,A1,1,1,1.0
2017,95BB15S1,A41,3,1,3.0
2017,95BB16S1,A60,2,2,1.0
2017,95BB16S2,A60,1,1,1.0
2017,95BB17S1,A81,1,1,1.0
2017,95BB19S3,A60,1,1,1.0
2017,95BB20S2,A54,1,1,1.0
2017,95BB20S2,A81,1,1,1.0
2017,95BB21S2,A41,3,1,3.0
2017,95BB21S2,A81,5,2,2.5
2017,95CC03W1,A86,1,1,1.0
2017,95CC08W1,A73,1,1,1.0
2017,95CC08W1,A81,1,1,1.0
2017,95CC09S2,A60,1,1,1.0
2017,95CC19W1,A81,1,1,1.0
2017,95CC19W1,A83,1,1,1.0
2017,95DD02S1,A81,2,1,2.0
2017,95DD03W1,A81,1,1,1.0
2017,95EE05W1,A81,1,1,1.0
2017,95FF03W1,A1,1,1,1.0
2017,95FF03W1,A54,2,1,2.0
2017,95FF05W1,A81,1,1,1.0
2017,95FF13W1,A1,1,1,1.0
2017,95GG01S3,A81,1,1,1.0
2017,95GG03S3,A54,1,1,1.0
2017,95GG04S1,A57,1,1,1.0
2017,95GG05S3,A33,1,1,1.0
2017,95GG06S1,A81,1,1,1.0
2017,95GG06S3,A53,1,1,1.0
2017,95GG06S3,A79,1,1,1.0
2017,95GG09S1,A81,1,1,1.0
2017,95GG10S2,A1,1,1,1.0
2017,95GG11S2,A12,1,1,1.0
2017,95GG12S1,A57,1,1,1.0
2017,95GG12S1,A81,1,1,1.0
2017,95GG12S2,A56,1,1,1.0
2017,95GG12S2,A73,1,1,1.0
2017,95GG12S2,A79,1,1,1.0
2017,95GG12S4,A83,1,1,1.0
2017,95GG13S3,A54,1,1,1.0
2017,95GG14S1,A33,1,1,1.0
2017,95GG18S2,A83,2,1,2.0
2017,95GG21S1,A83,1,1,1.0
2017,95GG22S1,A29,1,1,1.0
2017,95GG22S2,A56,1,1,1.0
2017,95GG26S2,A54,1,1,1.0
2017,95GG29S1,A20,1,1,1.0
2017,95GG29S1,A54,1,1,1.0
2017,95GG29S2,A56,2,2,1.0
2017,95GG32S2,A81,1,1,1.0
2017,95GG37S1,A81,1,1,1.0
2017,95GG39S3,A73,3,2,1.5
2017,95GG40S2,A81,1,1,1.0
2017,95GG41S1,A57,1,1,1.0
2017,95GG41S2,A41,1,1,1.0
2017,95GG43S1,A56,1,1,1.0
2017,95GG44S1,A1,1,1,1.0
2017,95GG45S3,A81,1,1,1.0
2017,95GG47S1,A1,1,1,1.0
2017,95GG49S4,A81,1,1,1.0
2017,95GG50S1,A20,5,1,5.0
2017,95GG50S1,A29,8,1,8.0
2017,95GG50S1,A54,1,1,1.0
2017,95GG50S1,A79,1,1,1.0
2017,95GG50S2,A1,1,1,1.0
2017,95GG50S2,A20,8,1,8.0
2017,95GG50S2,A29,10,2,5.0
2017,95GG50S2,A79,1,1,1.0
2017,95GG50S3,A20,1,1,1.0
2017,95GG50S3,A29,6,1,6.0
2017,95HH03W1,A20,1,1,1.0
2017,95HH06S1,A20,1,1,1.0
2017,95HH07W1,A1,1,1,1.0
2017,95HH08W1,A60,1,1,1.0
2017,95HH08W1,A8,1,1,1.0
2017,95HH12W1,A81,1,1,1.0
2017,95HH13W1,A81,1,1,1.0
2017,95HH14W1,A81,1,1,1.0
2017,95HH17W1,A8,1,1,1.0
2017,95II01S2,A60,2,1,2.0
2017,95II02S3,A1,1,1,1.0
2017,95II03S2,A81,2,2,1.0
2017,95II04S1,A83,1,1,1.0
2017,95II09S2,A60,1,1,1.0
2017,95II09S2,A81,2,2,1.0
2017,95II10W1,A81,1,1,1.0
2017,95II11W1,A73,1,1,1.0
2017,95II11W1,A81,2,1,2.0
2017,95II12W1,A41,1,1,1.0
2017,95II13W1,A57,1,1,1.0
2017,95II13W1,A8,1,1,1.0
2017,95II18W1,A41,1,1,1.0
2017,95II19S1,A81,1,1,1.0
2017,95II21W1,A81,1,1,1.0
2017,95II22W1,A60,1,1,1.0
2017,95II22W1,A79,1,1,1.0
2017,95JJ09W1,A60,1,1,1.0
2017,95JJ09W1,A81,1,1,1.0
2017,95JJ13S1,A81,1,1,1.0
2017,95JJ17W1,A60,1,1,1.0
2017,95JJ17W1,A81,2,1,2.0
2017,95KK03W1,A41,1,1,1.0
2017,95KK06W1,A1,1,1,1.0
2017,95LL08S1,A86,1,1,1.0
2017,95LL10S2,A60,1,1,1.0
2017,95LL11S1,A79,1,1,1.0
2017,95LL13S2,A57,2,2,1.0
2017,95LL16S2,A60,1,1,1.0
2017,95LL21W1,A60,1,1,1.0
2017,95LL22W1,A1,1,1,1.0
2017,95MM01S3,A81,1,1,1.0
2017,95MM02S1,A57,1,1,1.0
2017,95MM10S1,A73,1,1,1.0
2017,95MM10S2,A73,1,1,1.0
2017,95MM12S1,A29,12,1,12.0
2017,95MM12S1,A41,4,1,4.0
2017,95MM12S1,A8,1,1,1.0
2017,95MM12S3,A81,1,1,1.0
2017,95MM13S1,A81,1,1,1.0
2017,95MM14S2,A29,1,1,1.0
