period,LSOA,SHEF_A,report_count,user_count,average
2012-3,E01000002,Road/Pavement Defects,5,1,5.0
2012-3,E01000007,Abandoned Vehicles,1,1,1.0
2012-3,E01000012,Road/Pavement Defects,1,1,1.0
2012-3,E01000040,Dumped Rubbish,1,1,1.0
2012-3,E01000046,Bin Collection,1,1,1.0
2012-3,E01000072,Abandoned Vehicles,1,1,1.0
2012-3,E01000087,Road/Pavement Defects,1,1,1.0
2012-3,E01000102,Road/Pavement Defects,1,1,1.0
2012-3,E01000126,Dumped Rubbish,1,1,1.0
2012-3,E01000141,Dumped Rubbish,2,2,1.0
2012-3,E01000141,Road/Pavement Defects,1,1,1.0
2012-3,E01000143,Street Lights,1,1,1.0
2012-3,E01000144,Road/Pavement Defects,1,1,1.0
2012-3,E01000146,Bin Collection,1,1,1.0
2012-3,E01000148,Abandoned Vehicles,2,2,1.0
2012-3,E01000155,Road/Pavement Defects,1,1,1.0
2012-3,E01000160,Untaxed Vehcile,1,1,1.0
2012-3,E01000161,Flyposting,1,1,1.0
2012-3,E01000162,Road/Pavement Defects,2,1,2.0
2012-3,E01000163,Untaxed Vehcile,1,1,1.0
2012-3,E01000164,Parking,1,1,1.0
2012-3,E01000164,Road/Pavement Defects,1,1,1.0
2012-3,E01000164,Street Furniture,1,1,1.0
2012-3,E01000164,Traffic Lights,1,1,1.0
2012-3,E01000167,Bin Collection,1,1,1.0
2012-3,E01000176,Dumped Rubbish,1,1,1.0
2012-3,E01000179,Road/Pavement Defects,1,1,1.0
2012-3,E01000191,Road/Pavement Defects,1,1,1.0
2012-3,E01000203,Street Cleaning,1,1,1.0
2012-3,E01000204,Road/Pavement Defects,1,1,1.0
2012-3,E01000206,Road/Pavement Defects,1,1,1.0
2012-3,E01000208,Dangerous Building/Structure,1,1,1.0
2012-3,E01000216,Street Lights,1,1,1.0
2012-3,E01000217,Street Lights,1,1,1.0
2012-3,E01000223,Road/Pavement Defects,1,1,1.0
2012-3,E01000228,Road/Pavement Defects,2,1,2.0
2012-3,E01000231,Road/Pavement Defects,1,1,1.0
2012-3,E01000235,Road/Pavement Defects,1,1,1.0
2012-3,E01000245,Road/Pavement Defects,1,1,1.0
2012-3,E01000246,Street Lights,1,1,1.0
2012-3,E01000251,Road/Pavement Defects,1,1,1.0
2012-3,E01000255,Road/Pavement Defects,1,1,1.0
2012-3,E01000256,Road/Pavement Defects,1,1,1.0
2012-3,E01000260,Abandoned Vehicles,1,1,1.0
2012-3,E01000267,Road/Pavement Defects,2,1,2.0
2012-3,E01000270,Road/Pavement Defects,1,1,1.0
2012-3,E01000272,Road/Pavement Defects,1,1,1.0
2012-3,E01000273,Flyposting,1,1,1.0
2012-3,E01000274,Road/Pavement Defects,2,1,2.0
2012-3,E01000274,Street Furniture,1,1,1.0
2012-3,E01000281,Road/Pavement Defects,1,1,1.0
2012-3,E01000284,Road/Pavement Defects,1,1,1.0
2012-3,E01000290,Flyposting,1,1,1.0
2012-3,E01000293,Road/Pavement Defects,1,1,1.0
2012-3,E01000296,Road/Pavement Defects,1,1,1.0
2012-3,E01000297,Road/Pavement Defects,1,1,1.0
2012-3,E01000302,Road/Pavement Defects,1,1,1.0
2012-3,E01000304,Blocked Drains,1,1,1.0
2012-3,E01000322,Road/Pavement Defects,1,1,1.0
2012-3,E01000379,Street Cleaning,2,1,2.0
2012-3,E01000402,Dumped Rubbish,1,1,1.0
2012-3,E01000444,Road/Pavement Defects,1,1,1.0
2012-3,E01000446,Abandoned Vehicles,1,1,1.0
2012-3,E01000460,Street Cleaning,1,1,1.0
2012-3,E01000472,Dumped Rubbish,1,1,1.0
2012-3,E01000472,Road/Pavement Defects,1,1,1.0
2012-3,E01000495,Road/Pavement Defects,1,1,1.0
2012-3,E01000503,Road/Pavement Defects,1,1,1.0
2012-3,E01000512,Street Lights,1,1,1.0
2012-3,E01000547,Street Furniture,1,1,1.0
2012-3,E01000553,Dumped Rubbish,6,1,6.0
2012-3,E01000553,Road/Pavement Defects,2,2,1.0
2012-3,E01000554,Dumped Rubbish,1,1,1.0
2012-3,E01000557,Graffiti,2,1,2.0
2012-3,E01000561,Street Cleaning,1,1,1.0
2012-3,E01000562,Street Cleaning,1,1,1.0
2012-3,E01000579,Graffiti,1,1,1.0
2012-3,E01000579,Road/Pavement Defects,1,1,1.0
2012-3,E01000589,Road/Pavement Defects,1,1,1.0
2012-3,E01000600,Dumped Rubbish,1,1,1.0
2012-3,E01000615,Blocked Drains,1,1,1.0
2012-3,E01000627,Skips,1,1,1.0
2012-3,E01000632,Dumped Rubbish,2,1,2.0
2012-3,E01000636,Road/Pavement Defects,1,1,1.0
2012-3,E01000645,Dumped Rubbish,1,1,1.0
2012-3,E01000673,Abandoned Vehicles,1,1,1.0
2012-3,E01000684,Litter/Litter Bin,1,1,1.0
2012-3,E01000685,Street Cleaning,1,1,1.0
2012-3,E01000712,Road/Pavement Defects,1,1,1.0
2012-3,E01000717,Parking,1,1,1.0
2012-3,E01000719,Dumped Rubbish,1,1,1.0
2012-3,E01000728,Dumped Rubbish,1,1,1.0
2012-3,E01000732,Dumped Rubbish,1,1,1.0
2012-3,E01000738,Dumped Rubbish,1,1,1.0
2012-3,E01000741,Abandoned Vehicles,1,1,1.0
2012-3,E01000741,Dumped Rubbish,1,1,1.0
2012-3,E01000741,Road/Pavement Defects,1,1,1.0
2012-3,E01000746,Street Lights,1,1,1.0
2012-3,E01000759,Road/Pavement Defects,1,1,1.0
2012-3,E01000768,Road/Pavement Defects,1,1,1.0
2012-3,E01000769,Road/Pavement Defects,1,1,1.0
2012-3,E01000773,Road/Pavement Defects,1,1,1.0
2012-3,E01000786,Dumped Rubbish,1,1,1.0
2012-3,E01000786,Road/Pavement Defects,1,1,1.0
2012-3,E01000794,Dumped Rubbish,1,1,1.0
2012-3,E01000804,Dumped Rubbish,1,1,1.0
2012-3,E01000806,Abandoned Vehicles,1,1,1.0
2012-3,E01000807,Blocked Drains,1,1,1.0
2012-3,E01000815,Dumped Rubbish,1,1,1.0
2012-3,E01000818,Street Lights,1,1,1.0
2012-3,E01000823,Dumped Rubbish,1,1,1.0
2012-3,E01000826,Road/Pavement Defects,1,1,1.0
2012-3,E01000851,Dumped Rubbish,1,1,1.0
2012-3,E01000854,Road/Pavement Defects,1,1,1.0
2012-3,E01000863,Street Cleaning,1,1,1.0
2012-3,E01000870,Graffiti,2,1,2.0
2012-3,E01000874,Dumped Rubbish,1,1,1.0
2012-3,E01000875,Dumped Rubbish,1,1,1.0
2012-3,E01000875,Street Lights,1,1,1.0
2012-3,E01000876,Dumped Rubbish,1,1,1.0
2012-3,E01000879,Bin Collection,1,1,1.0
2012-3,E01000893,Dumped Rubbish,1,1,1.0
2012-3,E01000903,Traffic Lights,1,1,1.0
2012-3,E01000909,Road/Pavement Defects,1,1,1.0
2012-3,E01000914,Road/Pavement Defects,2,2,1.0
2012-3,E01000915,Abandoned Vehicles,1,1,1.0
2012-3,E01000916,Abandoned Vehicles,1,1,1.0
2012-3,E01000917,Abandoned Vehicles,1,1,1.0
2012-3,E01000919,Road/Pavement Defects,2,1,2.0
2012-3,E01000930,Litter/Litter Bin,1,1,1.0
2012-3,E01000936,Road/Pavement Defects,1,1,1.0
2012-3,E01000948,Road/Pavement Defects,1,1,1.0
2012-3,E01000981,Abandoned Vehicles,1,1,1.0
2012-3,E01000982,Dumped Rubbish,1,1,1.0
2012-3,E01001001,Dumped Rubbish,1,1,1.0
2012-3,E01001007,Blocked Drains,1,1,1.0
2012-3,E01001022,Road/Pavement Defects,1,1,1.0
2012-3,E01001040,Street Lights,1,1,1.0
2012-3,E01001045,Traffic Lights,1,1,1.0
2012-3,E01001054,Road/Pavement Defects,1,1,1.0
2012-3,E01001078,Road/Pavement Defects,1,1,1.0
2012-3,E01001080,Road/Pavement Defects,1,1,1.0
2012-3,E01001082,Blocked Drains,1,1,1.0
2012-3,E01001086,Dangerous Building/Structure,1,1,1.0
2012-3,E01001086,Dumped Rubbish,2,1,2.0
2012-3,E01001087,Graffiti,1,1,1.0
2012-3,E01001111,Abandoned Vehicles,1,1,1.0
2012-3,E01001116,Abandoned Vehicles,1,1,1.0
2012-3,E01001139,Street Lights,1,1,1.0
2012-3,E01001141,Abandoned Vehicles,1,1,1.0
2012-3,E01001153,Dumped Rubbish,1,1,1.0
2012-3,E01001164,Dumped Rubbish,1,1,1.0
2012-3,E01001164,Graffiti,1,1,1.0
2012-3,E01001166,Abandoned Vehicles,1,1,1.0
2012-3,E01001166,Dumped Rubbish,2,1,2.0
2012-3,E01001170,Road/Pavement Defects,1,1,1.0
2012-3,E01001187,Dumped Rubbish,1,1,1.0
2012-3,E01001229,Road/Pavement Defects,1,1,1.0
2012-3,E01001244,Road/Pavement Defects,1,1,1.0
2012-3,E01001245,Road/Pavement Defects,1,1,1.0
2012-3,E01001248,Parking,1,1,1.0
2012-3,E01001277,Road/Pavement Defects,1,1,1.0
2012-3,E01001290,Street Lights,1,1,1.0
2012-3,E01001299,Dumped Rubbish,1,1,1.0
2012-3,E01001307,Road/Pavement Defects,1,1,1.0
2012-3,E01001320,Road/Pavement Defects,1,1,1.0
2012-3,E01001343,Road/Pavement Defects,1,1,1.0
2012-3,E01001355,Dumped Rubbish,1,1,1.0
2012-3,E01001368,Traffic Lights,1,1,1.0
2012-3,E01001384,Road/Pavement Defects,1,1,1.0
2012-3,E01001486,Abandoned Vehicles,1,1,1.0
2012-3,E01001486,Dumped Rubbish,1,1,1.0
2012-3,E01001486,Street Cleaning,1,1,1.0
2012-3,E01001501,Litter/Litter Bin,1,1,1.0
2012-3,E01001503,Road/Pavement Defects,1,1,1.0
2012-3,E01001511,Road/Pavement Defects,1,1,1.0
2012-3,E01001519,Road/Pavement Defects,1,1,1.0
2012-3,E01001519,Street Signs,1,1,1.0
2012-3,E01001532,Street Furniture,1,1,1.0
2012-3,E01001567,Road/Pavement Defects,1,1,1.0
2012-3,E01001581,Dumped Rubbish,1,1,1.0
2012-3,E01001583,Road/Pavement Defects,1,1,1.0
2012-3,E01001587,Litter/Litter Bin,1,1,1.0
2012-3,E01001590,Dumped Rubbish,1,1,1.0
2012-3,E01001592,Graffiti,1,1,1.0
2012-3,E01001592,Road/Pavement Defects,1,1,1.0
2012-3,E01001592,Street Furniture,1,1,1.0
2012-3,E01001594,Road/Pavement Defects,1,1,1.0
2012-3,E01001609,Road/Pavement Defects,1,1,1.0
2012-3,E01001640,Road/Pavement Defects,1,1,1.0
2012-3,E01001642,Blocked Drains,1,1,1.0
2012-3,E01001664,Litter/Litter Bin,1,1,1.0
2012-3,E01001665,Traffic Lights,1,1,1.0
2012-3,E01001668,Dumped Rubbish,1,1,1.0
2012-3,E01001687,Dead Animals,1,1,1.0
2012-3,E01001712,Litter/Litter Bin,1,1,1.0
2012-3,E01001730,Road/Pavement Defects,1,1,1.0
2012-3,E01001730,Street Furniture,1,1,1.0
2012-3,E01001733,Road/Pavement Defects,1,1,1.0
2012-3,E01001755,Dumped Rubbish,1,1,1.0
2012-3,E01001755,Street Cleaning,1,1,1.0
2012-3,E01001758,Road/Pavement Defects,1,1,1.0
2012-3,E01001758,Street Furniture,1,1,1.0
2012-3,E01001760,Street Furniture,1,1,1.0
2012-3,E01001774,Graffiti,1,1,1.0
2012-3,E01001804,Road/Pavement Defects,1,1,1.0
2012-3,E01001813,Road/Pavement Defects,1,1,1.0
2012-3,E01001815,Street Furniture,1,1,1.0
2012-3,E01001882,Dangerous Building/Structure,1,1,1.0
2012-3,E01001909,Blocked Drains,1,1,1.0
2012-3,E01001917,Road/Pavement Defects,1,1,1.0
2012-3,E01001932,Street Cleaning,1,1,1.0
2012-3,E01001964,Road/Pavement Defects,1,1,1.0
2012-3,E01001987,Road/Pavement Defects,1,1,1.0
2012-3,E01001989,Road/Pavement Defects,1,1,1.0
2012-3,E01001990,Blocked Drains,1,1,1.0
2012-3,E01001990,Skips,1,1,1.0
2012-3,E01001992,Road/Pavement Defects,1,1,1.0
2012-3,E01001999,Traffic Lights,1,1,1.0
2012-3,E01002003,Road/Pavement Defects,2,2,1.0
2012-3,E01002006,Road/Pavement Defects,1,1,1.0
2012-3,E01002008,Dumped Rubbish,1,1,1.0
2012-3,E01002008,Parking,1,1,1.0
2012-3,E01002009,Graffiti,2,1,2.0
2012-3,E01002011,Road/Pavement Defects,1,1,1.0
2012-3,E01002014,Dangerous Building/Structure,1,1,1.0
2012-3,E01002045,Dumped Rubbish,1,1,1.0
2012-3,E01002045,Street Signs,1,1,1.0
2012-3,E01002050,Dumped Rubbish,1,1,1.0
2012-3,E01002051,Dumped Rubbish,1,1,1.0
2012-3,E01002062,Road/Pavement Defects,1,1,1.0
2012-3,E01002063,Road/Pavement Defects,1,1,1.0
2012-3,E01002075,Road/Pavement Defects,1,1,1.0
2012-3,E01002109,Road/Pavement Defects,1,1,1.0
2012-3,E01002114,Road/Pavement Defects,1,1,1.0
2012-3,E01002122,Road/Pavement Defects,1,1,1.0
2012-3,E01002123,Road/Pavement Defects,1,1,1.0
2012-3,E01002127,Road/Pavement Defects,1,1,1.0
2012-3,E01002137,Road/Pavement Defects,1,1,1.0
2012-3,E01002156,Road/Pavement Defects,1,1,1.0
2012-3,E01002159,Street Cleaning,1,1,1.0
2012-3,E01002164,Abandoned Vehicles,1,1,1.0
2012-3,E01002176,Road/Pavement Defects,1,1,1.0
2012-3,E01002181,Street Cleaning,1,1,1.0
2012-3,E01002193,Bin Collection,1,1,1.0
2012-3,E01002193,Street Furniture,1,1,1.0
2012-3,E01002199,Road/Pavement Defects,1,1,1.0
2012-3,E01002202,Parking,1,1,1.0
2012-3,E01002225,Dumped Rubbish,1,1,1.0
2012-3,E01002281,Street Cleaning,1,1,1.0
2012-3,E01002303,Dumped Rubbish,1,1,1.0
2012-3,E01002336,Road/Pavement Defects,1,1,1.0
2012-3,E01002340,Street Lights,1,1,1.0
2012-3,E01002344,Dumped Rubbish,1,1,1.0
2012-3,E01002351,Road/Pavement Defects,1,1,1.0
2012-3,E01002417,Road/Pavement Defects,2,1,2.0
2012-3,E01002437,Road/Pavement Defects,1,1,1.0
2012-3,E01002441,Road/Pavement Defects,1,1,1.0
2012-3,E01002446,Dead Animals,1,1,1.0
2012-3,E01002448,Street Cleaning,1,1,1.0
2012-3,E01002462,Road/Pavement Defects,1,1,1.0
2012-3,E01002466,Road/Pavement Defects,2,1,2.0
2012-3,E01002469,Road/Pavement Defects,1,1,1.0
2012-3,E01002479,Abandoned Vehicles,1,1,1.0
2012-3,E01002479,Street Lights,1,1,1.0
2012-3,E01002487,Untaxed Vehcile,1,1,1.0
2012-3,E01002495,Road/Pavement Defects,1,1,1.0
2012-3,E01002501,Road/Pavement Defects,1,1,1.0
2012-3,E01002506,Dumped Rubbish,2,1,2.0
2012-3,E01002507,Graffiti,1,1,1.0
2012-3,E01002516,Road/Pavement Defects,1,1,1.0
2012-3,E01002521,Dumped Rubbish,1,1,1.0
2012-3,E01002539,Road/Pavement Defects,1,1,1.0
2012-3,E01002543,Abandoned Vehicles,1,1,1.0
2012-3,E01002548,Street Cleaning,1,1,1.0
2012-3,E01002564,Road/Pavement Defects,1,1,1.0
2012-3,E01002564,Untaxed Vehcile,1,1,1.0
2012-3,E01002566,Street Lights,1,1,1.0
2012-3,E01002568,Street Lights,1,1,1.0
2012-3,E01002569,Dumped Rubbish,1,1,1.0
2012-3,E01002579,Street Lights,1,1,1.0
2012-3,E01002581,Road/Pavement Defects,1,1,1.0
2012-3,E01002581,Street Signs,1,1,1.0
2012-3,E01002590,Parking,1,1,1.0
2012-3,E01002605,Road/Pavement Defects,1,1,1.0
2012-3,E01002607,Dead Animals,1,1,1.0
2012-3,E01002607,Litter/Litter Bin,1,1,1.0
2012-3,E01002607,Road/Pavement Defects,4,2,2.0
2012-3,E01002611,Dangerous Building/Structure,1,1,1.0
2012-3,E01002611,Street Cleaning,1,1,1.0
2012-3,E01002611,Street Signs,1,1,1.0
2012-3,E01002612,Street Cleaning,1,1,1.0
2012-3,E01002639,Dangerous Building/Structure,1,1,1.0
2012-3,E01002661,Street Cleaning,1,1,1.0
2012-3,E01002668,Dumped Rubbish,1,1,1.0
2012-3,E01002669,Dumped Rubbish,1,1,1.0
2012-3,E01002670,Road/Pavement Defects,1,1,1.0
2012-3,E01002681,Dumped Rubbish,1,1,1.0
