period,LSOA,SHEF_A_CODE,report_count,user_count,average
2018-6,,A20,1,1,1.0
2018-6,,A29,1,1,1.0
2018-6,,A73,1,1,1.0
2018-6,95BB01S1,A41,1,1,1.0
2018-6,95BB15S1,A41,1,1,1.0
2018-6,95BB19S3,A60,1,1,1.0
2018-6,95GG03S3,A79,1,1,1.0
2018-6,95GG12S3,A57,1,1,1.0
2018-6,95GG13S2,A81,1,1,1.0
2018-6,95GG14S2,A81,1,1,1.0
2018-6,95GG29S1,A41,1,1,1.0
2018-6,95GG29S1,A83,1,1,1.0
2018-6,95GG33S1,A57,1,1,1.0
2018-6,95GG47S3,A56,1,1,1.0
2018-6,95GG50S2,A29,1,1,1.0
2018-6,95II21W1,A79,1,1,1.0
2018-6,95MM02S1,A81,1,1,1.0
2018-6,95NN19S2,A82,1,1,1.0
2018-6,95PP10W1,A41,3,1,3.0
2018-6,95PP21W1,A41,1,1,1.0
2018-6,95QQ13W1,A60,1,1,1.0
2018-6,95SS05S1,A57,1,1,1.0
2018-6,95SS15S2,A81,1,1,1.0
2018-6,95WW06S1,A53,1,1,1.0
2018-6,95WW06S1,A60,2,2,1.0
2018-6,95XX22W1,A60,1,1,1.0
2018-6,E01000003,A54,1,1,1.0
2018-6,E01000005,A33,2,1,2.0
2018-6,E01000015,A29,1,1,1.0
2018-6,E01000015,A57,1,1,1.0
2018-6,E01000015,A79,1,1,1.0
2018-6,E01000029,A57,2,1,2.0
2018-6,E01000034,A41,1,1,1.0
2018-6,E01000037,A41,1,1,1.0
2018-6,E01000039,A24,1,1,1.0
2018-6,E01000042,A1,1,1,1.0
2018-6,E01000042,A24,1,1,1.0
2018-6,E01000061,A79,1,1,1.0
2018-6,E01000066,A24,1,1,1.0
2018-6,E01000068,A1,1,1,1.0
2018-6,E01000074,A73,1,1,1.0
2018-6,E01000074,A81,1,1,1.0
2018-6,E01000082,A53,1,1,1.0
2018-6,E01000115,A57,1,1,1.0
2018-6,E01000115,A60,1,1,1.0
2018-6,E01000116,A32,1,1,1.0
2018-6,E01000118,A60,1,1,1.0
2018-6,E01000120,A1,1,1,1.0
2018-6,E01000122,A60,1,1,1.0
2018-6,E01000125,A29,4,2,2.0
2018-6,E01000125,A55,2,1,2.0
2018-6,E01000127,A29,15,2,7.5
2018-6,E01000128,A29,2,2,1.0
2018-6,E01000128,A60,1,1,1.0
2018-6,E01000129,A29,2,2,1.0
2018-6,E01000129,A32,1,1,1.0
2018-6,E01000130,A29,3,2,1.5
2018-6,E01000132,A1,1,1,1.0
2018-6,E01000132,A2,1,1,1.0
2018-6,E01000132,A28,1,1,1.0
2018-6,E01000132,A29,13,1,13.0
2018-6,E01000132,A55,1,1,1.0
2018-6,E01000133,A29,6,2,3.0
2018-6,E01000133,A32,1,1,1.0
2018-6,E01000134,A2,1,1,1.0
2018-6,E01000134,A29,3,1,3.0
2018-6,E01000136,A32,1,1,1.0
2018-6,E01000136,A83,1,1,1.0
2018-6,E01000140,A2,2,2,1.0
2018-6,E01000140,A29,2,2,1.0
2018-6,E01000146,A60,3,1,3.0
2018-6,E01000147,A2,1,1,1.0
2018-6,E01000150,A55,1,1,1.0
2018-6,E01000152,A2,1,1,1.0
2018-6,E01000155,A32,2,1,2.0
2018-6,E01000156,A29,3,2,1.5
2018-6,E01000158,A47,1,1,1.0
2018-6,E01000159,A20,1,1,1.0
2018-6,E01000159,A32,2,1,2.0
2018-6,E01000160,A2,1,1,1.0
2018-6,E01000160,A29,1,1,1.0
2018-6,E01000160,A8,1,1,1.0
2018-6,E01000161,A2,1,1,1.0
2018-6,E01000162,A32,1,1,1.0
2018-6,E01000162,A60,2,1,2.0
2018-6,E01000163,A1,1,1,1.0
2018-6,E01000167,A29,1,1,1.0
2018-6,E01000167,A32,2,1,2.0
2018-6,E01000168,A29,1,1,1.0
2018-6,E01000170,A8,1,1,1.0
2018-6,E01000173,A2,1,1,1.0
2018-6,E01000175,A29,1,1,1.0
2018-6,E01000176,A1,1,1,1.0
2018-6,E01000176,A29,2,2,1.0
2018-6,E01000177,A55,3,3,1.0
2018-6,E01000183,A12,1,1,1.0
2018-6,E01000185,A32,1,1,1.0
2018-6,E01000186,A55,1,1,1.0
2018-6,E01000186,A83,1,1,1.0
2018-6,E01000188,A2,1,1,1.0
2018-6,E01000188,A29,1,1,1.0
2018-6,E01000188,A47,1,1,1.0
2018-6,E01000188,A55,1,1,1.0
2018-6,E01000188,A8,1,1,1.0
2018-6,E01000191,A2,2,1,2.0
2018-6,E01000192,A47,1,1,1.0
2018-6,E01000193,A29,1,1,1.0
2018-6,E01000194,A2,1,1,1.0
2018-6,E01000197,A32,1,1,1.0
2018-6,E01000199,A29,1,1,1.0
