period,LSOA,SHEF_A,report_count,user_count,average
2008-2,E01000001,Traffic Lights,1,1,1.0
2008-2,E01000002,Street Lights,1,1,1.0
2008-2,E01000040,Abandoned Vehicles,1,1,1.0
2008-2,E01000207,Pavement /Footway Defects,2,1,2.0
2008-2,E01000210,Highway Condition,1,1,1.0
2008-2,E01000236,Other,1,1,1.0
2008-2,E01000238,Abandoned Vehicles,1,1,1.0
2008-2,E01000238,Rubbish,1,1,1.0
2008-2,E01000246,Abandoned Vehicles,1,1,1.0
2008-2,E01000248,Dog Fouling,1,1,1.0
2008-2,E01000286,Pavement /Footway Defects,1,1,1.0
2008-2,E01000310,Fly-tipping,1,1,1.0
2008-2,E01000408,Fly-tipping,1,1,1.0
2008-2,E01000690,Dog Fouling,1,1,1.0
2008-2,E01000695,Pavement /Footway Defects,1,1,1.0
2008-2,E01000699,Rubbish,1,1,1.0
2008-2,E01000751,Graffiti,1,1,1.0
2008-2,E01000756,Graffiti,2,1,2.0
2008-2,E01000775,Fly-tipping,1,1,1.0
2008-2,E01000802,Dog Fouling,1,1,1.0
2008-2,E01000863,Traffic Lights,1,1,1.0
2008-2,E01000914,Street Signs,1,1,1.0
2008-2,E01000969,Zebra Crossing,1,1,1.0
2008-2,E01000985,Other,1,1,1.0
2008-2,E01001027,Potholes,1,1,1.0
2008-2,E01001162,Open Spaces/Parks,1,1,1.0
2008-2,E01001211,Potholes,1,1,1.0
2008-2,E01001237,Graffiti,1,1,1.0
2008-2,E01001245,Pavement /Footway Defects,1,1,1.0
2008-2,E01001252,Street Lights,1,1,1.0
2008-2,E01001253,Fly-tipping,2,1,2.0
2008-2,E01001277,Traffic Lights,1,1,1.0
2008-2,E01001302,Other,1,1,1.0
2008-2,E01001311,Street Lights,1,1,1.0
2008-2,E01001321,Highway Condition,1,1,1.0
2008-2,E01001321,Pavement /Footway Defects,1,1,1.0
2008-2,E01001326,Dog Fouling,1,1,1.0
2008-2,E01001381,Fly-tipping,1,1,1.0
2008-2,E01001381,Potholes,1,1,1.0
2008-2,E01001394,Potholes,1,1,1.0
2008-2,E01001403,Other,1,1,1.0
2008-2,E01001404,Open Spaces/Parks,1,1,1.0
2008-2,E01001465,Potholes,1,1,1.0
2008-2,E01001501,Potholes,1,1,1.0
2008-2,E01001506,Other,2,1,2.0
2008-2,E01001506,Potholes,1,1,1.0
2008-2,E01001530,Highway Condition,1,1,1.0
2008-2,E01001568,Potholes,1,1,1.0
2008-2,E01001570,Other,1,1,1.0
2008-2,E01001686,Graffiti,1,1,1.0
2008-2,E01001716,Potholes,1,1,1.0
2008-2,E01001731,Street Name Plates,1,1,1.0
2008-2,E01001742,Fly-tipping,1,1,1.0
2008-2,E01001824,Street Name Plates,1,1,1.0
2008-2,E01001845,Potholes,1,1,1.0
2008-2,E01001886,Street Lights,1,1,1.0
2008-2,E01001894,Street Cleaning,1,1,1.0
2008-2,E01001903,Street Name Plates,1,1,1.0
2008-2,E01001933,Dog Fouling,1,1,1.0
2008-2,E01001966,Abandoned Vehicles,1,1,1.0
2008-2,E01002000,Street Signs,1,1,1.0
2008-2,E01002002,Pavement /Footway Defects,1,1,1.0
2008-2,E01002003,Potholes,1,1,1.0
2008-2,E01002013,Other,1,1,1.0
2008-2,E01002018,Rubbish,1,1,1.0
2008-2,E01002019,Pavement /Footway Defects,1,1,1.0
2008-2,E01002019,Rubbish,1,1,1.0
2008-2,E01002030,Fly-tipping,1,1,1.0
2008-2,E01002037,Abandoned Vehicles,1,1,1.0
2008-2,E01002047,Potholes,1,1,1.0
2008-2,E01002048,Fly-tipping,1,1,1.0
2008-2,E01002059,Graffiti,1,1,1.0
