period,LSOA,SHEF_A,report_count,user_count,average
2014,95AA01S1,Street Lights,1,1,1.0
2014,95AA09W1,Other,1,1,1.0
2014,95AA11S2,Highway Condition,1,1,1.0
2014,95AA12W1,Street Lights,1,1,1.0
2014,95AA13S2,Street Lights,1,1,1.0
2014,95AA15S2,Pavement /Footway Defects,1,1,1.0
2014,95BB01S2,Highway Condition,1,1,1.0
2014,95BB01S2,Other,1,1,1.0
2014,95BB07S1,Highway Condition,1,1,1.0
2014,95BB10S2,Potholes,1,1,1.0
2014,95BB11S2,Street Lights,3,1,3.0
2014,95BB19S3,Dog Fouling,1,1,1.0
2014,95BB19S3,Pavement /Footway Defects,1,1,1.0
2014,95BB21S2,Street Lights,1,1,1.0
2014,95DD02S1,Street Lights,1,1,1.0
2014,95DD09W1,Potholes,1,1,1.0
2014,95DD14S1,Highway Condition,1,1,1.0
2014,95DD14S1,Street Signs,1,1,1.0
2014,95DD19S1,Street Lights,1,1,1.0
2014,95EE01W1,Highway Condition,1,1,1.0
2014,95EE08W1,Fallen/Dangerous Trees,1,1,1.0
2014,95FF01S2,Other,1,1,1.0
2014,95GG01S2,Pavement /Footway Defects,1,1,1.0
2014,95GG05S1,Street Lights,1,1,1.0
2014,95GG06S2,Dog Fouling,1,1,1.0
2014,95GG08S2,Pavement /Footway Defects,1,1,1.0
2014,95GG09S1,Graffiti,1,1,1.0
2014,95GG09S3,Pavement /Footway Defects,1,1,1.0
2014,95GG12S1,Graffiti,1,1,1.0
2014,95GG12S3,Fly-tipping,1,1,1.0
2014,95GG13S2,Street Lights,1,1,1.0
2014,95GG13S3,Pavement /Footway Defects,1,1,1.0
2014,95GG15S2,Graffiti,1,1,1.0
2014,95GG20S1,Street Lights,1,1,1.0
2014,95GG22S2,Street Lights,1,1,1.0
2014,95GG25S1,Street Lights,1,1,1.0
2014,95GG37S3,Parking,1,1,1.0
2014,95GG38S1,Other,2,2,1.0
2014,95GG38S1,Street Name Plates,1,1,1.0
2014,95GG41S3,Street Lights,1,1,1.0
2014,95GG51S3,Dog Fouling,1,1,1.0
2014,95HH04S2,Street Cleaning,1,1,1.0
