period,LSOA,SHEF_A,report_count,user_count,average
2015-5,95BB12S2,Potholes,1,1,1.0
2015-5,95BB17S2,Potholes,1,1,1.0
2015-5,95CC18W1,Open Spaces/Parks,1,1,1.0
2015-5,95GG09S3,Graffiti,1,1,1.0
2015-5,95GG11S3,Street Lights,1,1,1.0
2015-5,95GG36S2,Pavement /Footway Defects,1,1,1.0
2015-5,95II03S1,Street Name Plates,1,1,1.0
2015-5,95II16W1,Parking,1,1,1.0
2015-5,95NN12W1,Street Lights,1,1,1.0
2015-5,95PP16W1,Street Lights,1,1,1.0
2015-5,95SS23S2,Street Lights,1,1,1.0
2015-5,95VV01S2,Graffiti,1,1,1.0
2015-5,95VV19S2,Street Lights,1,1,1.0
2015-5,95YY20W1,Potholes,1,1,1.0
2015-5,E01000001,Street Signs,1,1,1.0
2015-5,E01000002,Fly-tipping,1,1,1.0
2015-5,E01000002,Street Cleaning,1,1,1.0
2015-5,E01000006,Fly-tipping,1,1,1.0
2015-5,E01000007,Potholes,1,1,1.0
2015-5,E01000010,Fly-tipping,2,2,1.0
2015-5,E01000010,Potholes,2,1,2.0
2015-5,E01000040,Fly-tipping,3,1,3.0
2015-5,E01000040,Highway Condition,1,1,1.0
2015-5,E01000040,Rubbish,1,1,1.0
2015-5,E01000044,Street Lights,2,1,2.0
2015-5,E01000052,Fly-tipping,1,1,1.0
2015-5,E01000070,Other,1,1,1.0
2015-5,E01000071,Other,1,1,1.0
2015-5,E01000071,Potholes,1,1,1.0
2015-5,E01000082,Open Spaces/Parks,1,1,1.0
2015-5,E01000090,Potholes,1,1,1.0
2015-5,E01000092,Highway Condition,1,1,1.0
2015-5,E01000095,Rubbish,1,1,1.0
2015-5,E01000099,Abandoned Vehicles,1,1,1.0
2015-5,E01000100,Rubbish,4,1,4.0
2015-5,E01000109,Street Lights,1,1,1.0
2015-5,E01000114,Rubbish,1,1,1.0
2015-5,E01000115,Potholes,1,1,1.0
2015-5,E01000117,Accumulated Litter,1,1,1.0
2015-5,E01000121,General Highways Enquiries,1,1,1.0
2015-5,E01000123,Overgrown Vegetation,1,1,1.0
2015-5,E01000124,Abandoned Vehicles,1,1,1.0
2015-5,E01000124,Fly-tipping,1,1,1.0
2015-5,E01000124,Pavement /Footway Defects,1,1,1.0
2015-5,E01000127,Graffiti,1,1,1.0
2015-5,E01000127,Pavement /Footway Defects,1,1,1.0
2015-5,E01000128,Abandoned Vehicles,3,1,3.0
2015-5,E01000132,Abandoned Vehicles,1,1,1.0
2015-5,E01000132,Fly-tipping,11,3,3.6666666666666665
2015-5,E01000134,Fly-tipping,2,2,1.0
2015-5,E01000135,Blocked Drains,1,1,1.0
2015-5,E01000138,Fly-tipping,1,1,1.0
2015-5,E01000138,General Highways Enquiries,1,1,1.0
2015-5,E01000138,Potholes,1,1,1.0
2015-5,E01000140,General Highways Enquiries,1,1,1.0
2015-5,E01000141,Accumulated Litter,2,2,1.0
2015-5,E01000141,Fly-tipping,1,1,1.0
2015-5,E01000141,General Highways Enquiries,4,3,1.3333333333333333
2015-5,E01000145,Accumulated Litter,1,1,1.0
2015-5,E01000146,Pavement /Footway Defects,2,1,2.0
2015-5,E01000150,Fly-tipping,4,2,2.0
2015-5,E01000151,General Highways Enquiries,1,1,1.0
2015-5,E01000158,Fly-tipping,2,2,1.0
2015-5,E01000158,Manhole Covers,1,1,1.0
2015-5,E01000159,Abandoned Vehicles,1,1,1.0
2015-5,E01000159,Fly-tipping,1,1,1.0
2015-5,E01000159,Manhole Covers,1,1,1.0
2015-5,E01000159,Street Lights,2,1,2.0
2015-5,E01000161,Abandoned Vehicles,1,1,1.0
2015-5,E01000161,Potholes,1,1,1.0
2015-5,E01000162,Abandoned Vehicles,1,1,1.0
2015-5,E01000162,General Highways Enquiries,1,1,1.0
2015-5,E01000162,Street Lights,1,1,1.0
2015-5,E01000163,Accumulated Litter,1,1,1.0
2015-5,E01000163,Overgrown Vegetation,1,1,1.0
2015-5,E01000164,Potholes,1,1,1.0
2015-5,E01000165,Abandoned Vehicles,1,1,1.0
2015-5,E01000169,Overgrown Vegetation,1,1,1.0
2015-5,E01000175,Street Lights,2,2,1.0
2015-5,E01000176,Potholes,1,1,1.0
2015-5,E01000177,Fly-tipping,1,1,1.0
2015-5,E01000180,Pavement /Footway Defects,2,2,1.0
2015-5,E01000181,Street Lights,1,1,1.0
2015-5,E01000183,Abandoned Vehicles,1,1,1.0
2015-5,E01000183,Fly-tipping,1,1,1.0
2015-5,E01000183,Pavement /Footway Defects,1,1,1.0
2015-5,E01000184,General Highways Enquiries,1,1,1.0
2015-5,E01000184,Manhole Covers,1,1,1.0
2015-5,E01000184,Street Signs,1,1,1.0
2015-5,E01000186,Accumulated Litter,1,1,1.0
2015-5,E01000188,Potholes,1,1,1.0
2015-5,E01000191,General Highways Enquiries,1,1,1.0
2015-5,E01000192,Fly-tipping,1,1,1.0
2015-5,E01000192,Pavement /Footway Defects,1,1,1.0
2015-5,E01000197,Potholes,1,1,1.0
2015-5,E01000198,Abandoned Vehicles,1,1,1.0
2015-5,E01000199,Potholes,3,3,1.0
2015-5,E01000203,Roadworks,1,1,1.0
2015-5,E01000205,Blocked Drains,1,1,1.0
2015-5,E01000205,General Highways Enquiries,1,1,1.0
2015-5,E01000206,Street Lights,2,1,2.0
2015-5,E01000210,Pavement /Footway Defects,1,1,1.0
2015-5,E01000211,Accumulated Litter,6,3,2.0
2015-5,E01000211,Blocked Drains,7,2,3.5
2015-5,E01000211,Flyposting,1,1,1.0
2015-5,E01000211,General Highways Enquiries,3,1,3.0
2015-5,E01000211,Manhole Covers,1,1,1.0
2015-5,E01000211,Overgrown Vegetation,1,1,1.0
2015-5,E01000211,Pavement /Footway Defects,3,1,3.0
2015-5,E01000211,Street Signs,1,1,1.0
2015-5,E01000212,Pavement /Footway Defects,1,1,1.0
2015-5,E01000213,General Highways Enquiries,1,1,1.0
2015-5,E01000216,Accumulated Litter,1,1,1.0
2015-5,E01000218,General Highways Enquiries,1,1,1.0
2015-5,E01000220,Blocked Drains,1,1,1.0
2015-5,E01000221,Accumulated Litter,1,1,1.0
2015-5,E01000221,Potholes,1,1,1.0
2015-5,E01000222,Fly-tipping,1,1,1.0
2015-5,E01000222,Pavement /Footway Defects,1,1,1.0
2015-5,E01000223,Accumulated Litter,1,1,1.0
2015-5,E01000223,Fly-tipping,1,1,1.0
2015-5,E01000224,Fly-tipping,1,1,1.0
2015-5,E01000224,Manhole Covers,1,1,1.0
2015-5,E01000228,General Highways Enquiries,1,1,1.0
2015-5,E01000228,Potholes,1,1,1.0
2015-5,E01000233,Accumulated Litter,1,1,1.0
2015-5,E01000235,Abandoned Vehicles,1,1,1.0
2015-5,E01000236,Fly-tipping,2,1,2.0
2015-5,E01000238,Accumulated Litter,2,2,1.0
2015-5,E01000238,Street Signs,1,1,1.0
2015-5,E01000241,Pavement /Footway Defects,3,2,1.5
2015-5,E01000242,Abandoned Vehicles,2,2,1.0
2015-5,E01000244,Accumulated Litter,1,1,1.0
2015-5,E01000245,Potholes,1,1,1.0
2015-5,E01000246,Abandoned Vehicles,1,1,1.0
2015-5,E01000247,Fly-tipping,1,1,1.0
2015-5,E01000248,Overgrown Vegetation,1,1,1.0
2015-5,E01000249,Fly-tipping,1,1,1.0
