period,LSOA,SHEF_A,report_count,user_count,average
2011-5,E01000005,Rubbish,1,1,1.0
2011-5,E01000020,Highway Condition,1,1,1.0
2011-5,E01000020,Potholes,1,1,1.0
2011-5,E01000061,Potholes,1,1,1.0
2011-5,E01000096,Fly-tipping,1,1,1.0
2011-5,E01000096,Street Signs,1,1,1.0
2011-5,E01000115,Other,2,1,2.0
2011-5,E01000132,Other,1,1,1.0
2011-5,E01000135,Rubbish,1,1,1.0
2011-5,E01000146,Pavement /Footway Defects,1,1,1.0
2011-5,E01000147,Other,1,1,1.0
2011-5,E01000148,Other,1,1,1.0
2011-5,E01000171,Pavement /Footway Defects,1,1,1.0
2011-5,E01000171,Rubbish,1,1,1.0
2011-5,E01000174,Street Cleaning,1,1,1.0
2011-5,E01000183,Fly-tipping,1,1,1.0
2011-5,E01000188,Potholes,1,1,1.0
2011-5,E01000190,Potholes,4,1,4.0
2011-5,E01000192,Potholes,2,1,2.0
2011-5,E01000193,Potholes,1,1,1.0
2011-5,E01000198,Highway Condition,1,1,1.0
2011-5,E01000203,Pavement /Footway Defects,1,1,1.0
2011-5,E01000205,Potholes,1,1,1.0
2011-5,E01000209,Pavement /Footway Defects,1,1,1.0
2011-5,E01000211,Parking,1,1,1.0
2011-5,E01000211,Rubbish,1,1,1.0
2011-5,E01000216,Other,1,1,1.0
2011-5,E01000221,Fly-tipping,1,1,1.0
2011-5,E01000221,Highway Condition,1,1,1.0
2011-5,E01000223,Parking,1,1,1.0
2011-5,E01000228,Highway Condition,1,1,1.0
2011-5,E01000228,Street Lights,1,1,1.0
2011-5,E01000231,Potholes,2,2,1.0
2011-5,E01000238,Other,1,1,1.0
2011-5,E01000242,Street Lights,1,1,1.0
2011-5,E01000246,Rubbish,1,1,1.0
2011-5,E01000247,Abandoned Vehicles,2,1,2.0
2011-5,E01000247,Potholes,1,1,1.0
2011-5,E01000251,Potholes,1,1,1.0
2011-5,E01000251,Rubbish,1,1,1.0
2011-5,E01000258,Potholes,1,1,1.0
2011-5,E01000261,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01000261,Highway Condition,1,1,1.0
2011-5,E01000267,Pavement /Footway Defects,1,1,1.0
2011-5,E01000269,Fly-tipping,1,1,1.0
2011-5,E01000270,Fly-tipping,1,1,1.0
2011-5,E01000270,Pavement /Footway Defects,1,1,1.0
2011-5,E01000270,Street Signs,1,1,1.0
2011-5,E01000273,Street Name Plates,1,1,1.0
2011-5,E01000279,Potholes,1,1,1.0
2011-5,E01000282,Dog Fouling,1,1,1.0
2011-5,E01000282,Highway Condition,1,1,1.0
2011-5,E01000319,Pavement /Footway Defects,1,1,1.0
2011-5,E01000335,Fly-tipping,1,1,1.0
2011-5,E01000335,Graffiti,1,1,1.0
2011-5,E01000345,Potholes,1,1,1.0
2011-5,E01000346,Other,1,1,1.0
2011-5,E01000351,Open Spaces/Parks,1,1,1.0
2011-5,E01000370,Other,1,1,1.0
2011-5,E01000378,Bus Stops Damage,1,1,1.0
2011-5,E01000379,Dog Fouling,2,1,2.0
2011-5,E01000379,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01000388,Parking,1,1,1.0
2011-5,E01000415,Traffic Lights,1,1,1.0
2011-5,E01000419,Street Signs,1,1,1.0
2011-5,E01000443,Dog Fouling,1,1,1.0
2011-5,E01000443,Potholes,1,1,1.0
2011-5,E01000443,Rubbish,1,1,1.0
2011-5,E01000445,Potholes,1,1,1.0
2011-5,E01000448,Highway Condition,1,1,1.0
2011-5,E01000449,Potholes,1,1,1.0
2011-5,E01000478,Other,1,1,1.0
2011-5,E01000481,Dog Fouling,1,1,1.0
2011-5,E01000499,Abandoned Vehicles,2,1,2.0
2011-5,E01000499,Rubbish,1,1,1.0
2011-5,E01000512,Street Lights,1,1,1.0
2011-5,E01000533,Other,1,1,1.0
2011-5,E01000540,Potholes,1,1,1.0
2011-5,E01000547,Fly-tipping,1,1,1.0
2011-5,E01000547,Street Cleaning,1,1,1.0
2011-5,E01000553,Fly-tipping,1,1,1.0
2011-5,E01000553,Flyposting,1,1,1.0
2011-5,E01000553,Graffiti,5,2,2.5
2011-5,E01000553,Highway Condition,1,1,1.0
2011-5,E01000553,Pavement /Footway Defects,1,1,1.0
2011-5,E01000553,Street Cleaning,1,1,1.0
2011-5,E01000554,Flyposting,1,1,1.0
2011-5,E01000554,Graffiti,1,1,1.0
2011-5,E01000555,Fly-tipping,1,1,1.0
2011-5,E01000555,Graffiti,3,1,3.0
2011-5,E01000556,Other,1,1,1.0
2011-5,E01000556,Pavement /Footway Defects,1,1,1.0
2011-5,E01000556,Street Name Plates,1,1,1.0
2011-5,E01000557,Street Cleaning,3,1,3.0
2011-5,E01000568,Potholes,1,1,1.0
2011-5,E01000579,Rubbish,1,1,1.0
2011-5,E01000584,Rubbish,1,1,1.0
2011-5,E01000585,Dog Fouling,1,1,1.0
2011-5,E01000585,Graffiti,2,1,2.0
2011-5,E01000585,Rubbish,4,1,4.0
2011-5,E01000586,Fly-tipping,1,1,1.0
2011-5,E01000586,Graffiti,7,1,7.0
2011-5,E01000586,Other,1,1,1.0
2011-5,E01000622,Rubbish,1,1,1.0
2011-5,E01000642,Graffiti,2,1,2.0
2011-5,E01000679,Abandoned Vehicles,1,1,1.0
2011-5,E01000696,Potholes,1,1,1.0
2011-5,E01000719,Graffiti,1,1,1.0
2011-5,E01000730,Other,1,1,1.0
2011-5,E01000733,Other,1,1,1.0
2011-5,E01000740,Graffiti,1,1,1.0
2011-5,E01000741,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01000741,Pavement /Footway Defects,1,1,1.0
2011-5,E01000742,Potholes,1,1,1.0
2011-5,E01000746,Highway Condition,1,1,1.0
2011-5,E01000787,Highway Condition,1,1,1.0
2011-5,E01000793,Parking,1,1,1.0
2011-5,E01000793,Pavement /Footway Defects,2,1,2.0
2011-5,E01000794,Fly-tipping,1,1,1.0
2011-5,E01000794,Highway Condition,3,3,1.0
2011-5,E01000794,Other,1,1,1.0
2011-5,E01000794,Parking,1,1,1.0
2011-5,E01000794,Rubbish,1,1,1.0
2011-5,E01000794,Street Lights,1,1,1.0
2011-5,E01000802,Other,1,1,1.0
2011-5,E01000806,Rubbish,1,1,1.0
2011-5,E01000820,Other,1,1,1.0
2011-5,E01000835,Pavement /Footway Defects,1,1,1.0
2011-5,E01000841,Potholes,1,1,1.0
2011-5,E01000870,Fly-tipping,2,1,2.0
2011-5,E01000913,Potholes,1,1,1.0
2011-5,E01000916,Pavement /Footway Defects,1,1,1.0
2011-5,E01000922,Highway Condition,1,1,1.0
2011-5,E01000922,Street Furniture,1,1,1.0
2011-5,E01000928,Dog Fouling,1,1,1.0
2011-5,E01000970,Utility Works,1,1,1.0
2011-5,E01000974,Other,1,1,1.0
2011-5,E01001010,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01001015,Street Signs,1,1,1.0
2011-5,E01001021,Street Signs,1,1,1.0
2011-5,E01001023,Street Signs,1,1,1.0
2011-5,E01001037,Highway Condition,1,1,1.0
2011-5,E01001059,Fly-tipping,1,1,1.0
2011-5,E01001062,Street Lights,1,1,1.0
2011-5,E01001086,Fly-tipping,4,2,2.0
2011-5,E01001086,Open Spaces/Parks,1,1,1.0
2011-5,E01001086,Other,1,1,1.0
2011-5,E01001087,Fly-tipping,1,1,1.0
2011-5,E01001108,Pavement /Footway Defects,1,1,1.0
2011-5,E01001113,Fly-tipping,1,1,1.0
2011-5,E01001124,Highway Condition,1,1,1.0
2011-5,E01001124,Potholes,1,1,1.0
2011-5,E01001125,Potholes,1,1,1.0
2011-5,E01001128,Street Lights,1,1,1.0
2011-5,E01001135,Highway Condition,1,1,1.0
2011-5,E01001138,Fly-tipping,1,1,1.0
2011-5,E01001153,Fly-tipping,3,1,3.0
2011-5,E01001156,Fly-tipping,1,1,1.0
2011-5,E01001163,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01001163,Pavement /Footway Defects,1,1,1.0
2011-5,E01001168,Potholes,1,1,1.0
2011-5,E01001172,Fly-tipping,2,1,2.0
2011-5,E01001202,Other,1,1,1.0
2011-5,E01001208,Bus Stops Damage,1,1,1.0
2011-5,E01001229,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01001229,Fly-tipping,1,1,1.0
2011-5,E01001238,Street Lights,1,1,1.0
2011-5,E01001244,Fallen/Dangerous Trees,1,1,1.0
2011-5,E01001252,Other,1,1,1.0
2011-5,E01001253,Rubbish,1,1,1.0
2011-5,E01001299,Other,1,1,1.0
2011-5,E01001303,Fly-tipping,1,1,1.0
2011-5,E01001305,Abandoned Vehicles,1,1,1.0
2011-5,E01001310,Highway Condition,1,1,1.0
2011-5,E01001311,Fly-tipping,1,1,1.0
2011-5,E01001353,Dog Fouling,1,1,1.0
2011-5,E01001358,Potholes,1,1,1.0
2011-5,E01001365,Abandoned Vehicles,1,1,1.0
2011-5,E01001381,Fly-tipping,1,1,1.0
2011-5,E01001381,Other,1,1,1.0
2011-5,E01001412,Other,1,1,1.0
2011-5,E01001412,Potholes,2,1,2.0
2011-5,E01001414,Graffiti,1,1,1.0
2011-5,E01001437,Fly-tipping,1,1,1.0
2011-5,E01001465,Pavement /Footway Defects,1,1,1.0
2011-5,E01001469,Graffiti,1,1,1.0
2011-5,E01001475,Other,1,1,1.0
2011-5,E01001498,Fly-tipping,1,1,1.0
2011-5,E01001498,Rubbish,1,1,1.0
2011-5,E01001503,Highway Condition,1,1,1.0
2011-5,E01001530,Abandoned Vehicles,1,1,1.0
