period,LSOA,SHEF_A_CODE,report_count,user_count,average
2014,,A20,1,1,1.0
2014,,A29,1,1,1.0
2014,,A41,1,1,1.0
2014,,A53,1,1,1.0
2014,,A54,2,2,1.0
2014,,A56,1,1,1.0
2014,,A57,1,1,1.0
2014,,A63,1,1,1.0
2014,,A73,1,1,1.0
2014,,A81,1,1,1.0
2014,95AA01S1,A81,1,1,1.0
2014,95AA09W1,A54,1,1,1.0
2014,95AA11S2,A41,1,1,1.0
2014,95AA12W1,A81,1,1,1.0
2014,95AA13S2,A81,1,1,1.0
2014,95AA15S2,A57,1,1,1.0
2014,95BB01S2,A41,1,1,1.0
2014,95BB01S2,A54,1,1,1.0
2014,95BB07S1,A41,1,1,1.0
2014,95BB10S2,A60,1,1,1.0
2014,95BB11S2,A81,3,1,3.0
2014,95BB19S3,A20,1,1,1.0
2014,95BB19S3,A57,1,1,1.0
2014,95BB21S2,A81,1,1,1.0
2014,95DD02S1,A81,1,1,1.0
2014,95DD09W1,A60,1,1,1.0
2014,95DD14S1,A41,1,1,1.0
2014,95DD14S1,A83,1,1,1.0
2014,95DD19S1,A81,1,1,1.0
2014,95EE01W1,A41,1,1,1.0
2014,95EE08W1,A24,1,1,1.0
2014,95FF01S2,A54,1,1,1.0
2014,95GG01S2,A57,1,1,1.0
2014,95GG05S1,A81,1,1,1.0
2014,95GG06S2,A20,1,1,1.0
2014,95GG08S2,A57,1,1,1.0
2014,95GG09S1,A33,1,1,1.0
2014,95GG09S3,A57,1,1,1.0
2014,95GG12S1,A33,1,1,1.0
2014,95GG12S3,A29,1,1,1.0
2014,95GG13S2,A81,1,1,1.0
2014,95GG13S3,A57,1,1,1.0
2014,95GG15S2,A33,1,1,1.0
2014,95GG20S1,A81,1,1,1.0
2014,95GG22S2,A81,1,1,1.0
2014,95GG25S1,A81,1,1,1.0
2014,95GG37S3,A56,1,1,1.0
2014,95GG38S1,A54,2,2,1.0
2014,95GG38S1,A82,1,1,1.0
2014,95GG41S3,A81,1,1,1.0
2014,95GG51S3,A20,1,1,1.0
2014,95HH04S2,A79,1,1,1.0
2014,95HH04S2,A81,1,1,1.0
2014,95HH06S2,A81,2,2,1.0
2014,95HH08W1,A41,1,1,1.0
2014,95HH13W1,A81,1,1,1.0
2014,95HH14W1,A60,1,1,1.0
2014,95HH17W1,A54,1,1,1.0
2014,95HH17W1,A60,1,1,1.0
2014,95II04S1,A41,2,1,2.0
2014,95II04S2,A81,1,1,1.0
2014,95II06S2,A81,1,1,1.0
2014,95II08W1,A82,1,1,1.0
2014,95II11W1,A73,1,1,1.0
2014,95II11W1,A81,2,2,1.0
2014,95II14W1,A81,1,1,1.0
2014,95II15S1,A81,1,1,1.0
2014,95II16W1,A81,1,1,1.0
2014,95II17W1,A81,2,2,1.0
2014,95II20W1,A81,1,1,1.0
2014,95JJ02W1,A60,1,1,1.0
2014,95JJ04S1,A29,1,1,1.0
2014,95JJ14W1,A29,1,1,1.0
2014,95JJ20S1,A41,1,1,1.0
2014,95KK02W1,A60,1,1,1.0
2014,95LL05S1,A81,1,1,1.0
2014,95LL16S2,A24,1,1,1.0
2014,95LL16S2,A81,4,3,1.3333333333333333
2014,95MM15S2,A81,1,1,1.0
2014,95MM18S1,A57,1,1,1.0
2014,95MM18S1,A81,1,1,1.0
2014,95MM18S2,A54,1,1,1.0
2014,95NN15W1,A56,1,1,1.0
2014,95NN19S2,A60,1,1,1.0
2014,95NN20W1,A60,2,1,2.0
2014,95NN20W1,A83,1,1,1.0
2014,95PP04W1,A73,2,1,2.0
2014,95PP07W1,A60,1,1,1.0
2014,95PP10W1,A41,1,1,1.0
2014,95PP18W1,A60,1,1,1.0
2014,95PP19W1,A29,1,1,1.0
2014,95PP21W1,A60,1,1,1.0
2014,95QQ11W1,A81,1,1,1.0
2014,95QQ14S1,A54,1,1,1.0
2014,95SS01S1,A81,1,1,1.0
2014,95SS01S2,A60,1,1,1.0
2014,95SS02S2,A1,1,1,1.0
2014,95SS02S2,A81,1,1,1.0
2014,95SS04S2,A57,1,1,1.0
2014,95SS05S2,A60,1,1,1.0
2014,95SS08S1,A60,3,1,3.0
2014,95SS15S2,A41,1,1,1.0
2014,95SS20W1,A57,1,1,1.0
2014,95SS20W1,A81,1,1,1.0
2014,95SS21S2,A41,1,1,1.0
2014,95SS23S2,A81,1,1,1.0
2014,95SS29S1,A33,1,1,1.0
2014,95TT12W1,A41,1,1,1.0
2014,95TT13S2,A56,1,1,1.0
2014,95TT16W1,A81,1,1,1.0
2014,95VV01S1,A33,1,1,1.0
2014,95VV05S2,A41,1,1,1.0
2014,95VV05S2,A81,1,1,1.0
2014,95VV24S1,A41,1,1,1.0
2014,95VV24S2,A41,1,1,1.0
2014,95WW01S2,A81,1,1,1.0
2014,95WW02S2,A29,1,1,1.0
2014,95WW02S2,A81,1,1,1.0
