period,LSOA,SHEF_A_CODE,report_count,user_count,average
2007-6,,A1,1,1,1.0
2007-6,,A54,1,1,1.0
2007-6,E01000234,A29,1,1,1.0
2007-6,E01000280,A41,1,1,1.0
2007-6,E01000493,A20,1,1,1.0
2007-6,E01000493,A56,1,1,1.0
2007-6,E01000505,A1,1,1,1.0
2007-6,E01000546,A54,1,1,1.0
2007-6,E01000548,A1,1,1,1.0
2007-6,E01000585,A29,1,1,1.0
2007-6,E01000637,A29,1,1,1.0
2007-6,E01000654,A1,1,1,1.0
2007-6,E01000675,A54,1,1,1.0
2007-6,E01000676,A73,2,2,1.0
2007-6,E01000820,A1,1,1,1.0
2007-6,E01000850,A54,1,1,1.0
2007-6,E01000850,A57,1,1,1.0
2007-6,E01000878,A60,1,1,1.0
2007-6,E01000936,A60,1,1,1.0
2007-6,E01000940,A54,1,1,1.0
2007-6,E01000971,A24,1,1,1.0
2007-6,E01001029,A41,1,1,1.0
2007-6,E01001042,A81,1,1,1.0
2007-6,E01001097,A1,1,1,1.0
2007-6,E01001146,A73,1,1,1.0
2007-6,E01001156,A12,1,1,1.0
2007-6,E01001203,A73,1,1,1.0
2007-6,E01001278,A33,1,1,1.0
2007-6,E01001306,A1,1,1,1.0
2007-6,E01001310,A81,1,1,1.0
2007-6,E01001321,A24,1,1,1.0
2007-6,E01001321,A54,2,1,2.0
2007-6,E01001321,A73,1,1,1.0
2007-6,E01001323,A29,1,1,1.0
2007-6,E01001323,A33,2,1,2.0
2007-6,E01001323,A41,1,1,1.0
2007-6,E01001323,A54,1,1,1.0
2007-6,E01001323,A82,1,1,1.0
2007-6,E01001326,A54,1,1,1.0
2007-6,E01001389,A41,1,1,1.0
2007-6,E01001502,A81,1,1,1.0
2007-6,E01001544,A24,1,1,1.0
2007-6,E01001635,A33,1,1,1.0
2007-6,E01001635,A54,1,1,1.0
2007-6,E01001635,A56,1,1,1.0
2007-6,E01001661,A20,1,1,1.0
2007-6,E01001661,A33,1,1,1.0
2007-6,E01001661,A56,1,1,1.0
2007-6,E01001669,A1,1,1,1.0
2007-6,E01001675,A41,1,1,1.0
2007-6,E01001710,A33,1,1,1.0
2007-6,E01001710,A53,1,1,1.0
2007-6,E01001713,A20,1,1,1.0
2007-6,E01001713,A53,1,1,1.0
2007-6,E01001713,A60,1,1,1.0
2007-6,E01001713,A79,1,1,1.0
2007-6,E01001803,A33,1,1,1.0
2007-6,E01001830,A73,1,1,1.0
2007-6,E01001831,A54,1,1,1.0
2007-6,E01001854,A73,1,1,1.0
2007-6,E01001856,A54,1,1,1.0
2007-6,E01001874,A54,1,1,1.0
2007-6,E01001896,A73,1,1,1.0
2007-6,E01001898,A20,1,1,1.0
2007-6,E01001898,A28,1,1,1.0
2007-6,E01001899,A33,1,1,1.0
2007-6,E01001955,A53,1,1,1.0
2007-6,E01001957,A41,1,1,1.0
2007-6,E01001966,A33,1,1,1.0
2007-6,E01001988,A1,1,1,1.0
2007-6,E01002019,A33,1,1,1.0
2007-6,E01002019,A54,1,1,1.0
2007-6,E01002019,A56,1,1,1.0
2007-6,E01002021,A12,1,1,1.0
2007-6,E01002029,A54,1,1,1.0
2007-6,E01002042,A33,1,1,1.0
2007-6,E01002043,A29,1,1,1.0
2007-6,E01002045,A73,1,1,1.0
2007-6,E01002069,A29,1,1,1.0
2007-6,E01002080,A57,1,1,1.0
2007-6,E01002111,A1,1,1,1.0
2007-6,E01002134,A41,1,1,1.0
2007-6,E01002153,A53,1,1,1.0
2007-6,E01002179,A24,1,1,1.0
2007-6,E01002183,A54,1,1,1.0
2007-6,E01002202,A1,1,1,1.0
2007-6,E01002370,A54,1,1,1.0
2007-6,E01002395,A29,1,1,1.0
2007-6,E01002395,A33,1,1,1.0
2007-6,E01002456,A20,1,1,1.0
2007-6,E01002456,A57,1,1,1.0
2007-6,E01002490,A1,1,1,1.0
2007-6,E01002529,A33,1,1,1.0
2007-6,E01002580,A24,1,1,1.0
2007-6,E01002610,A54,1,1,1.0
2007-6,E01002613,A54,1,1,1.0
2007-6,E01002633,A1,1,1,1.0
2007-6,E01002634,A79,1,1,1.0
2007-6,E01002645,A54,1,1,1.0
2007-6,E01002678,A24,2,1,2.0
2007-6,E01002680,A86,1,1,1.0
2007-6,E01002700,A54,1,1,1.0
2007-6,E01002708,A29,7,2,3.5
2007-6,E01002708,A33,1,1,1.0
2007-6,E01002708,A41,2,1,2.0
2007-6,E01002708,A53,6,1,6.0
2007-6,E01002708,A54,1,1,1.0
2007-6,E01002709,A29,4,1,4.0
2007-6,E01002709,A57,1,1,1.0
2007-6,E01002710,A29,3,1,3.0
2007-6,E01002710,A33,1,1,1.0
2007-6,E01002710,A60,1,1,1.0
2007-6,E01002712,A33,1,1,1.0
2007-6,E01002714,A29,2,1,2.0
2007-6,E01002714,A33,2,1,2.0
2007-6,E01002715,A29,3,1,3.0
2007-6,E01002715,A57,1,1,1.0
2007-6,E01002723,A60,1,1,1.0
2007-6,E01002919,A60,1,1,1.0
2007-6,E01003038,A86,1,1,1.0
2007-6,E01003076,A54,1,1,1.0
2007-6,E01003098,A73,1,1,1.0
2007-6,E01003125,A54,1,1,1.0
2007-6,E01003158,A57,1,1,1.0
2007-6,E01003171,A33,1,1,1.0
2007-6,E01003198,A54,1,1,1.0
2007-6,E01003213,A73,2,1,2.0
2007-6,E01003213,A81,1,1,1.0
2007-6,E01003215,A29,1,1,1.0
2007-6,E01003233,A1,1,1,1.0
2007-6,E01003260,A1,1,1,1.0
2007-6,E01003277,A29,2,1,2.0
2007-6,E01003334,A79,1,1,1.0
2007-6,E01003357,A33,1,1,1.0
2007-6,E01003408,A73,1,1,1.0
2007-6,E01003410,A29,1,1,1.0
2007-6,E01003534,A73,1,1,1.0
2007-6,E01003558,A57,1,1,1.0
2007-6,E01003635,A29,1,1,1.0
2007-6,E01003716,A54,1,1,1.0
2007-6,E01003728,A60,1,1,1.0
2007-6,E01003779,A54,2,1,2.0
2007-6,E01003783,A29,1,1,1.0
2007-6,E01003796,A73,1,1,1.0
2007-6,E01003889,A81,2,1,2.0
2007-6,E01003892,A73,1,1,1.0
2007-6,E01003908,A81,1,1,1.0
2007-6,E01003909,A29,1,1,1.0
2007-6,E01003939,A57,3,1,3.0
2007-6,E01003964,A29,2,1,2.0
2007-6,E01003964,A60,1,1,1.0
2007-6,E01003964,A73,1,1,1.0
2007-6,E01003964,A79,1,1,1.0
2007-6,E01003980,A60,1,1,1.0
2007-6,E01004066,A54,1,1,1.0
2007-6,E01004072,A33,1,1,1.0
2007-6,E01004259,A33,1,1,1.0
2007-6,E01004363,A1,1,1,1.0
2007-6,E01004392,A54,1,1,1.0
2007-6,E01004413,A33,1,1,1.0
2007-6,E01004446,A73,1,1,1.0
2007-6,E01004494,A1,1,1,1.0
2007-6,E01004506,A24,2,1,2.0
2007-6,E01004518,A20,1,1,1.0
2007-6,E01004605,A79,1,1,1.0
2007-6,E01004614,A33,1,1,1.0
2007-6,E01004621,A41,1,1,1.0
2007-6,E01004624,A1,1,1,1.0
2007-6,E01004638,A24,1,1,1.0
2007-6,E01004638,A29,1,1,1.0
2007-6,E01004643,A29,1,1,1.0
2007-6,E01004644,A73,2,1,2.0
2007-6,E01004708,A54,1,1,1.0
2007-6,E01004708,A86,1,1,1.0
2007-6,E01004749,A86,1,1,1.0
2007-6,E01004776,A20,1,1,1.0
2007-6,E01004816,A54,1,1,1.0
2007-6,E01004860,A1,1,1,1.0
2007-6,E01004860,A41,1,1,1.0
2007-6,E01005181,A29,1,1,1.0
2007-6,E01005600,A73,2,1,2.0
2007-6,E01005695,A20,1,1,1.0
2007-6,E01005696,A86,1,1,1.0
2007-6,E01005698,A41,1,1,1.0
2007-6,E01005702,A54,1,1,1.0
2007-6,E01005757,A1,1,1,1.0
2007-6,E01005794,A24,1,1,1.0
2007-6,E01005843,A81,1,1,1.0
2007-6,E01006063,A57,2,1,2.0
2007-6,E01006245,A81,1,1,1.0
2007-6,E01006369,A81,1,1,1.0
2007-6,E01006375,A20,1,1,1.0
2007-6,E01006379,A54,1,1,1.0
2007-6,E01006514,A81,1,1,1.0
2007-6,E01006521,A79,1,1,1.0
2007-6,E01006535,A60,1,1,1.0
2007-6,E01006821,A54,1,1,1.0
2007-6,E01006950,A20,1,1,1.0
2007-6,E01007079,A33,1,1,1.0
2007-6,E01007129,A57,1,1,1.0
2007-6,E01007305,A81,1,1,1.0
2007-6,E01007446,A54,1,1,1.0
2007-6,E01007698,A82,1,1,1.0
2007-6,E01007727,A81,2,1,2.0
2007-6,E01007780,A82,1,1,1.0
2007-6,E01007810,A82,1,1,1.0
2007-6,E01007819,A53,2,1,2.0
2007-6,E01007819,A82,1,1,1.0
2007-6,E01007820,A33,1,1,1.0
2007-6,E01007821,A24,1,1,1.0
2007-6,E01007853,A1,1,1,1.0
2007-6,E01007862,A20,1,1,1.0
2007-6,E01007962,A29,1,1,1.0
2007-6,E01008118,A57,1,1,1.0
2007-6,E01008152,A60,1,1,1.0
2007-6,E01008305,A29,1,1,1.0
2007-6,E01008391,A24,1,1,1.0
2007-6,E01008391,A73,1,1,1.0
2007-6,E01008391,A79,1,1,1.0
2007-6,E01008397,A73,1,1,1.0
2007-6,E01008781,A54,1,1,1.0
2007-6,E01008961,A1,1,1,1.0
2007-6,E01008980,A54,1,1,1.0
2007-6,E01008980,A57,1,1,1.0
2007-6,E01008980,A79,1,1,1.0
2007-6,E01008980,A82,1,1,1.0
2007-6,E01009032,A33,1,1,1.0
2007-6,E01009049,A29,1,1,1.0
2007-6,E01009069,A54,1,1,1.0
2007-6,E01009095,A29,1,1,1.0
2007-6,E01009095,A33,1,1,1.0
2007-6,E01009187,A73,1,1,1.0
2007-6,E01009213,A54,1,1,1.0
2007-6,E01009239,A56,1,1,1.0
2007-6,E01009446,A20,1,1,1.0
2007-6,E01009621,A29,1,1,1.0
2007-6,E01009642,A28,1,1,1.0
2007-6,E01009739,A56,1,1,1.0
2007-6,E01009780,A41,1,1,1.0
2007-6,E01009861,A33,1,1,1.0
2007-6,E01010121,A33,1,1,1.0
2007-6,E01010167,A54,1,1,1.0
2007-6,E01010186,A24,1,1,1.0
2007-6,E01010360,A54,1,1,1.0
2007-6,E01010363,A12,1,1,1.0
2007-6,E01010742,A54,1,1,1.0
2007-6,E01010803,A73,1,1,1.0
2007-6,E01010884,A24,1,1,1.0
2007-6,E01010884,A57,2,1,2.0
2007-6,E01010984,A24,1,1,1.0
2007-6,E01011003,A73,1,1,1.0
2007-6,E01011179,A20,1,1,1.0
2007-6,E01011231,A20,1,1,1.0
2007-6,E01011250,A29,1,1,1.0
2007-6,E01011350,A60,1,1,1.0
2007-6,E01011355,A33,1,1,1.0
2007-6,E01011355,A57,1,1,1.0
2007-6,E01011383,A60,1,1,1.0
2007-6,E01011448,A33,1,1,1.0
2007-6,E01011450,A73,1,1,1.0
2007-6,E01011506,A41,1,1,1.0
2007-6,E01011507,A20,1,1,1.0
2007-6,E01011507,A54,2,1,2.0
2007-6,E01011507,A56,2,1,2.0
2007-6,E01011507,A57,1,1,1.0
2007-6,E01011510,A60,1,1,1.0
2007-6,E01011561,A1,1,1,1.0
2007-6,E01011662,A54,1,1,1.0
2007-6,E01011665,A54,1,1,1.0
2007-6,E01011688,A41,1,1,1.0
2007-6,E01011693,A29,1,1,1.0
2007-6,E01011710,A20,1,1,1.0
2007-6,E01011812,A54,1,1,1.0
2007-6,E01011951,A20,1,1,1.0
2007-6,E01012049,A81,1,1,1.0
2007-6,E01012154,A60,1,1,1.0
2007-6,E01012157,A20,1,1,1.0
2007-6,E01012282,A41,1,1,1.0
2007-6,E01012385,A41,1,1,1.0
2007-6,E01012402,A20,1,1,1.0
2007-6,E01012432,A57,1,1,1.0
2007-6,E01012436,A57,1,1,1.0
2007-6,E01012785,A54,1,1,1.0
2007-6,E01012811,A33,1,1,1.0
2007-6,E01013112,A54,1,1,1.0
2007-6,E01013405,A81,1,1,1.0
2007-6,E01013479,A86,1,1,1.0
2007-6,E01013670,A57,2,1,2.0
2007-6,E01013681,A33,1,1,1.0
2007-6,E01013684,A1,1,1,1.0
2007-6,E01013746,A1,1,1,1.0
2007-6,E01013832,A54,1,1,1.0
2007-6,E01013851,A24,1,1,1.0
2007-6,E01013851,A29,1,1,1.0
2007-6,E01013851,A57,1,1,1.0
2007-6,E01013851,A79,1,1,1.0
2007-6,E01013865,A24,1,1,1.0
2007-6,E01013930,A33,1,1,1.0
2007-6,E01014018,A20,1,1,1.0
2007-6,E01014105,A60,1,1,1.0
2007-6,E01014129,A57,1,1,1.0
2007-6,E01014151,A1,1,1,1.0
2007-6,E01014161,A33,1,1,1.0
2007-6,E01014258,A57,1,1,1.0
2007-6,E01014259,A57,1,1,1.0
2007-6,E01014275,A29,1,1,1.0
2007-6,E01014318,A54,1,1,1.0
2007-6,E01014370,A54,1,1,1.0
2007-6,E01014371,A1,1,1,1.0
2007-6,E01014429,A79,1,1,1.0
2007-6,E01014455,A56,1,1,1.0
2007-6,E01014482,A41,1,1,1.0
2007-6,E01014510,A81,1,1,1.0
2007-6,E01014542,A41,1,1,1.0
2007-6,E01014563,A57,1,1,1.0
2007-6,E01014634,A1,1,1,1.0
2007-6,E01014661,A57,1,1,1.0
2007-6,E01014670,A73,1,1,1.0
2007-6,E01014796,A41,1,1,1.0
2007-6,E01015053,A29,2,1,2.0
2007-6,E01015094,A79,1,1,1.0
2007-6,E01015134,A20,1,1,1.0
2007-6,E01015149,A54,1,1,1.0
2007-6,E01015150,A57,1,1,1.0
2007-6,E01015236,A24,1,1,1.0
2007-6,E01015270,A1,1,1,1.0
2007-6,E01015341,A29,1,1,1.0
2007-6,E01015488,A1,1,1,1.0
2007-6,E01015497,A20,1,1,1.0
2007-6,E01015499,A29,1,1,1.0
2007-6,E01015526,A20,1,1,1.0
2007-6,E01015564,A41,1,1,1.0
2007-6,E01015568,A24,1,1,1.0
2007-6,E01015597,A24,1,1,1.0
2007-6,E01015628,A33,1,1,1.0
2007-6,E01015667,A57,1,1,1.0
2007-6,E01015668,A41,1,1,1.0
2007-6,E01015757,A41,1,1,1.0
2007-6,E01015839,A54,2,1,2.0
2007-6,E01015850,A54,1,1,1.0
2007-6,E01015978,A54,1,1,1.0
2007-6,E01016003,A1,1,1,1.0
2007-6,E01016027,A33,1,1,1.0
2007-6,E01016323,A20,1,1,1.0
2007-6,E01016368,A1,1,1,1.0
2007-6,E01016373,A20,1,1,1.0
2007-6,E01016417,A29,1,1,1.0
2007-6,E01016476,A73,1,1,1.0
2007-6,E01016511,A57,1,1,1.0
2007-6,E01016530,A20,1,1,1.0
2007-6,E01016570,A57,1,1,1.0
2007-6,E01016600,A41,1,1,1.0
2007-6,E01016610,A54,1,1,1.0
2007-6,E01016691,A24,1,1,1.0
2007-6,E01016699,A54,1,1,1.0
2007-6,E01016840,A73,1,1,1.0
2007-6,E01016850,A33,3,1,3.0
2007-6,E01016850,A54,3,2,1.5
2007-6,E01016850,A64,1,1,1.0
2007-6,E01016925,A1,1,1,1.0
2007-6,E01016980,A54,1,1,1.0
2007-6,E01016983,A1,1,1,1.0
2007-6,E01017032,A57,1,1,1.0
2007-6,E01017068,A20,1,1,1.0
2007-6,E01017101,A73,1,1,1.0
2007-6,E01017124,A54,1,1,1.0
2007-6,E01017168,A24,1,1,1.0
2007-6,E01017171,A41,1,1,1.0
2007-6,E01017436,A41,1,1,1.0
2007-6,E01017486,A60,1,1,1.0
2007-6,E01017520,A20,1,1,1.0
2007-6,E01017580,A53,1,1,1.0
2007-6,E01017583,A1,1,1,1.0
2007-6,E01017583,A57,1,1,1.0
2007-6,E01017629,A33,1,1,1.0
2007-6,E01017705,A54,1,1,1.0
2007-6,E01017714,A41,1,1,1.0
2007-6,E01017714,A60,1,1,1.0
2007-6,E01017741,A57,1,1,1.0
2007-6,E01017817,A60,1,1,1.0
2007-6,E01017839,A54,1,1,1.0
2007-6,E01017943,A33,1,1,1.0
2007-6,E01017962,A41,1,1,1.0
2007-6,E01017964,A81,1,1,1.0
2007-6,E01017969,A54,1,1,1.0
2007-6,E01017971,A54,1,1,1.0
2007-6,E01017971,A81,1,1,1.0
2007-6,E01017972,A60,1,1,1.0
2007-6,E01017990,A33,2,1,2.0
2007-6,E01017995,A12,1,1,1.0
2007-6,E01018006,A60,1,1,1.0
2007-6,E01018101,A57,1,1,1.0
2007-6,E01018225,A1,1,1,1.0
2007-6,E01018250,A33,1,1,1.0
2007-6,E01018272,A82,2,2,1.0
2007-6,E01018273,A41,1,1,1.0
2007-6,E01018273,A57,1,1,1.0
2007-6,E01018274,A28,1,1,1.0
2007-6,E01018274,A41,1,1,1.0
2007-6,E01018274,A53,1,1,1.0
2007-6,E01018274,A83,1,1,1.0
2007-6,E01018299,A81,1,1,1.0
2007-6,E01018300,A24,1,1,1.0
2007-6,E01018300,A57,1,1,1.0
2007-6,E01018326,A33,2,1,2.0
2007-6,E01018368,A1,1,1,1.0
2007-6,E01018444,A29,1,1,1.0
2007-6,E01018464,A54,1,1,1.0
2007-6,E01018572,A53,1,1,1.0
2007-6,E01018574,A41,1,1,1.0
2007-6,E01018574,A57,1,1,1.0
2007-6,E01018580,A60,1,1,1.0
2007-6,E01018935,A20,1,1,1.0
2007-6,E01019205,A24,1,1,1.0
2007-6,E01019214,A20,2,2,1.0
2007-6,E01019416,A57,2,1,2.0
2007-6,E01019492,A33,1,1,1.0
2007-6,E01019602,A60,1,1,1.0
2007-6,E01019618,A41,1,1,1.0
2007-6,E01019691,A33,1,1,1.0
2007-6,E01019804,A54,1,1,1.0
2007-6,E01019850,A57,1,1,1.0
2007-6,E01019999,A41,1,1,1.0
2007-6,E01020046,A41,1,1,1.0
2007-6,E01020186,A20,1,1,1.0
2007-6,E01020213,A60,1,1,1.0
2007-6,E01020267,A1,1,1,1.0
2007-6,E01020315,A53,1,1,1.0
2007-6,E01020720,A56,1,1,1.0
2007-6,E01020867,A54,1,1,1.0
2007-6,E01020899,A29,1,1,1.0
2007-6,E01020910,A73,2,1,2.0
2007-6,E01020933,A53,1,1,1.0
2007-6,E01020936,A60,1,1,1.0
2007-6,E01020985,A29,1,1,1.0
2007-6,E01021054,A54,1,1,1.0
2007-6,E01021061,A73,1,1,1.0
2007-6,E01021077,A57,1,1,1.0
2007-6,E01021145,A41,1,1,1.0
2007-6,E01021254,A60,1,1,1.0
2007-6,E01021283,A54,1,1,1.0
2007-6,E01021353,A86,1,1,1.0
2007-6,E01021556,A1,1,1,1.0
2007-6,E01021575,A54,2,2,1.0
2007-6,E01021658,A1,1,1,1.0
2007-6,E01021738,A20,1,1,1.0
2007-6,E01021817,A73,1,1,1.0
2007-6,E01022081,A54,1,1,1.0
2007-6,E01022102,A33,1,1,1.0
2007-6,E01022103,A53,1,1,1.0
2007-6,E01022103,A81,1,1,1.0
2007-6,E01022104,A41,1,1,1.0
2007-6,E01022104,A53,1,1,1.0
2007-6,E01022111,A53,1,1,1.0
2007-6,E01022111,A54,1,1,1.0
2007-6,E01022112,A57,1,1,1.0
2007-6,E01022127,A57,1,1,1.0
2007-6,E01022127,A79,1,1,1.0
2007-6,E01022139,A53,1,1,1.0
2007-6,E01022141,A54,1,1,1.0
2007-6,E01022141,A57,1,1,1.0
2007-6,E01022141,A60,1,1,1.0
2007-6,E01022142,A81,2,1,2.0
2007-6,E01022156,A54,1,1,1.0
2007-6,E01022166,A29,1,1,1.0
2007-6,E01022168,A20,1,1,1.0
2007-6,E01022168,A53,1,1,1.0
2007-6,E01022171,A33,2,1,2.0
2007-6,E01022298,A41,1,1,1.0
2007-6,E01022409,A54,1,1,1.0
2007-6,E01022409,A57,1,1,1.0
2007-6,E01022463,A60,1,1,1.0
2007-6,E01022463,A79,1,1,1.0
2007-6,E01022631,A1,2,1,2.0
2007-6,E01022631,A29,1,1,1.0
2007-6,E01022699,A33,1,1,1.0
2007-6,E01022810,A1,1,1,1.0
2007-6,E01022824,A53,1,1,1.0
2007-6,E01022888,A41,1,1,1.0
2007-6,E01022939,A20,1,1,1.0
2007-6,E01023007,A41,1,1,1.0
2007-6,E01023190,A56,1,1,1.0
2007-6,E01023239,A54,1,1,1.0
2007-6,E01023291,A73,1,1,1.0
2007-6,E01023390,A54,1,1,1.0
2007-6,E01023419,A29,1,1,1.0
2007-6,E01023525,A60,1,1,1.0
2007-6,E01023577,A54,1,1,1.0
2007-6,E01023577,A57,1,1,1.0
2007-6,E01023581,A54,1,1,1.0
2007-6,E01023590,A1,1,1,1.0
2007-6,E01023613,A54,1,1,1.0
2007-6,E01023633,A60,1,1,1.0
2007-6,E01023770,A33,1,1,1.0
2007-6,E01023789,A1,1,1,1.0
2007-6,E01023956,A1,1,1,1.0
2007-6,E01024063,A29,1,1,1.0
2007-6,E01024069,A29,1,1,1.0
2007-6,E01024128,A57,1,1,1.0
2007-6,E01024135,A54,1,1,1.0
2007-6,E01024223,A81,1,1,1.0
2007-6,E01024363,A73,1,1,1.0
2007-6,E01024545,A60,1,1,1.0
2007-6,E01024646,A57,1,1,1.0
2007-6,E01024648,A54,1,1,1.0
2007-6,E01024661,A81,1,1,1.0
2007-6,E01024667,A54,1,1,1.0
2007-6,E01024671,A29,1,1,1.0
2007-6,E01024781,A57,1,1,1.0
2007-6,E01024865,A57,1,1,1.0
2007-6,E01024956,A57,1,1,1.0
2007-6,E01025042,A56,1,1,1.0
2007-6,E01025042,A81,1,1,1.0
2007-6,E01025050,A41,1,1,1.0
2007-6,E01025070,A29,1,1,1.0
2007-6,E01025070,A54,1,1,1.0
2007-6,E01025083,A41,1,1,1.0
2007-6,E01025083,A60,1,1,1.0
2007-6,E01025128,A79,1,1,1.0
2007-6,E01025179,A57,1,1,1.0
2007-6,E01025347,A1,1,1,1.0
2007-6,E01025460,A54,1,1,1.0
2007-6,E01025718,A56,1,1,1.0
2007-6,E01025774,A33,1,1,1.0
2007-6,E01025887,A1,1,1,1.0
2007-6,E01026066,A82,1,1,1.0
2007-6,E01026071,A60,1,1,1.0
2007-6,E01026100,A54,2,1,2.0
2007-6,E01026199,A41,1,1,1.0
2007-6,E01026236,A1,1,1,1.0
2007-6,E01026576,A24,1,1,1.0
2007-6,E01026598,A29,1,1,1.0
2007-6,E01026611,A54,1,1,1.0
2007-6,E01026611,A57,1,1,1.0
2007-6,E01026622,A83,2,2,1.0
2007-6,E01026623,A29,1,1,1.0
2007-6,E01026624,A29,1,1,1.0
2007-6,E01026624,A73,1,1,1.0
2007-6,E01026624,A83,1,1,1.0
2007-6,E01026625,A29,1,1,1.0
2007-6,E01026638,A81,1,1,1.0
2007-6,E01026742,A83,1,1,1.0
2007-6,E01026743,A82,1,1,1.0
2007-6,E01026743,A83,1,1,1.0
2007-6,E01026746,A29,1,1,1.0
2007-6,E01026747,A53,1,1,1.0
2007-6,E01026749,A41,1,1,1.0
2007-6,E01026760,A41,1,1,1.0
2007-6,E01026763,A54,1,1,1.0
2007-6,E01026780,A53,1,1,1.0
2007-6,E01026781,A1,1,1,1.0
2007-6,E01026782,A54,1,1,1.0
2007-6,E01026787,A29,1,1,1.0
2007-6,E01026792,A24,1,1,1.0
2007-6,E01026793,A54,1,1,1.0
2007-6,E01026812,A57,1,1,1.0
2007-6,E01026824,A54,1,1,1.0
2007-6,E01026827,A1,1,1,1.0
2007-6,E01026883,A41,1,1,1.0
2007-6,E01026883,A60,1,1,1.0
2007-6,E01026891,A82,1,1,1.0
2007-6,E01026937,A56,1,1,1.0
2007-6,E01026975,A1,1,1,1.0
2007-6,E01026999,A41,1,1,1.0
2007-6,E01026999,A83,2,1,2.0
2007-6,E01027017,A60,1,1,1.0
2007-6,E01027089,A81,1,1,1.0
2007-6,E01027230,A73,1,1,1.0
2007-6,E01027258,A24,1,1,1.0
2007-6,E01027402,A29,1,1,1.0
2007-6,E01027403,A29,1,1,1.0
2007-6,E01027412,A29,1,1,1.0
2007-6,E01027446,A53,1,1,1.0
2007-6,E01027535,A54,1,1,1.0
2007-6,E01027613,A41,1,1,1.0
2007-6,E01027747,A20,1,1,1.0
2007-6,E01027747,A29,1,1,1.0
2007-6,E01027747,A60,1,1,1.0
2007-6,E01027857,A20,1,1,1.0
2007-6,E01027922,A57,1,1,1.0
2007-6,E01027982,A83,1,1,1.0
2007-6,E01028091,A57,1,1,1.0
2007-6,E01028233,A33,3,1,3.0
2007-6,E01028233,A41,1,1,1.0
2007-6,E01028233,A53,1,1,1.0
2007-6,E01028233,A54,3,2,1.5
2007-6,E01028233,A79,1,1,1.0
2007-6,E01028236,A24,1,1,1.0
2007-6,E01028274,A1,1,1,1.0
2007-6,E01028327,A41,1,1,1.0
2007-6,E01028328,A54,1,1,1.0
2007-6,E01028346,A81,1,1,1.0
2007-6,E01028377,A53,1,1,1.0
2007-6,E01028522,A1,1,1,1.0
2007-6,E01028553,A83,1,1,1.0
2007-6,E01028583,A57,1,1,1.0
2007-6,E01028584,A86,1,1,1.0
2007-6,E01028607,A54,1,1,1.0
2007-6,E01028657,A57,1,1,1.0
2007-6,E01028717,A1,1,1,1.0
2007-6,E01028717,A41,1,1,1.0
2007-6,E01028717,A57,1,1,1.0
2007-6,E01028718,A57,1,1,1.0
2007-6,E01028719,A60,1,1,1.0
2007-6,E01028787,A57,1,1,1.0
2007-6,E01028918,A20,1,1,1.0
2007-6,E01028997,A79,2,1,2.0
2007-6,E01029161,A81,1,1,1.0
2007-6,E01029242,A82,1,1,1.0
2007-6,E01029245,A1,1,1,1.0
2007-6,E01029259,A60,1,1,1.0
2007-6,E01029291,A53,1,1,1.0
2007-6,E01029375,A82,1,1,1.0
2007-6,E01029441,A54,1,1,1.0
2007-6,E01029546,A53,1,1,1.0
2007-6,E01029572,A73,1,1,1.0
2007-6,E01029588,A57,1,1,1.0
2007-6,E01029604,A60,1,1,1.0
2007-6,E01029715,A57,1,1,1.0
2007-6,E01029863,A41,1,1,1.0
2007-6,E01029976,A60,1,1,1.0
2007-6,E01030003,A79,1,1,1.0
2007-6,E01030033,A60,1,1,1.0
2007-6,E01030035,A60,1,1,1.0
2007-6,E01030036,A60,1,1,1.0
2007-6,E01030048,A60,1,1,1.0
2007-6,E01030057,A60,1,1,1.0
2007-6,E01030120,A41,1,1,1.0
2007-6,E01030231,A79,1,1,1.0
