period,LSOA,SHEF_A_CODE,report_count,user_count,average
2011-3,E01000020,A54,1,1,1.0
2011-3,E01000049,A60,1,1,1.0
2011-3,E01000050,A60,1,1,1.0
2011-3,E01000055,A54,1,1,1.0
2011-3,E01000100,A54,1,1,1.0
2011-3,E01000116,A57,2,2,1.0
2011-3,E01000116,A60,1,1,1.0
2011-3,E01000118,A41,1,1,1.0
2011-3,E01000118,A54,1,1,1.0
2011-3,E01000118,A57,1,1,1.0
2011-3,E01000118,A81,1,1,1.0
2011-3,E01000120,A54,1,1,1.0
2011-3,E01000123,A54,1,1,1.0
2011-3,E01000124,A41,1,1,1.0
2011-3,E01000126,A41,1,1,1.0
2011-3,E01000126,A54,1,1,1.0
2011-3,E01000129,A60,2,2,1.0
2011-3,E01000131,A56,1,1,1.0
2011-3,E01000134,A54,1,1,1.0
2011-3,E01000136,A60,2,2,1.0
2011-3,E01000138,A60,1,1,1.0
2011-3,E01000138,A83,1,1,1.0
2011-3,E01000139,A24,1,1,1.0
2011-3,E01000139,A60,2,2,1.0
2011-3,E01000140,A54,1,1,1.0
2011-3,E01000140,A83,1,1,1.0
2011-3,E01000141,A54,1,1,1.0
2011-3,E01000141,A73,2,2,1.0
2011-3,E01000142,A41,1,1,1.0
2011-3,E01000142,A60,1,1,1.0
2011-3,E01000147,A60,1,1,1.0
2011-3,E01000148,A54,1,1,1.0
2011-3,E01000150,A57,3,2,1.5
2011-3,E01000158,A60,2,2,1.0
2011-3,E01000160,A54,1,1,1.0
2011-3,E01000161,A79,1,1,1.0
2011-3,E01000166,A60,1,1,1.0
2011-3,E01000167,A60,1,1,1.0
2011-3,E01000169,A81,1,1,1.0
2011-3,E01000170,A20,1,1,1.0
2011-3,E01000170,A41,1,1,1.0
2011-3,E01000170,A81,1,1,1.0
2011-3,E01000171,A86,1,1,1.0
2011-3,E01000173,A29,1,1,1.0
2011-3,E01000173,A56,1,1,1.0
2011-3,E01000173,A79,2,2,1.0
