lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
95GG08S3,A1,2,1,2.0
95GG49S2,A1,1,1,1.0
95HH08W1,A1,1,1,1.0
95II08W1,A1,1,1,1.0
95JJ09W1,A1,1,1,1.0
95MM12S1,A1,2,1,2.0
95SS07S3,A1,1,1,1.0
95SS27W1,A1,1,1,1.0
E01000010,A1,1,1,1.0
E01000030,A1,2,1,2.0
E01000032,A1,1,1,1.0
E01000035,A1,1,1,1.0
E01000043,A1,1,1,1.0
E01000046,A1,2,1,2.0
E01000073,A1,1,1,1.0
E01000087,A1,1,1,1.0
E01000090,A1,1,1,1.0
E01000094,A1,2,1,2.0
E01000098,A1,2,1,2.0
E01000103,A1,1,1,1.0
E01000112,A1,1,1,1.0
E01000115,A1,1,1,1.0
E01000120,A1,2,2,1.0
E01000122,A1,3,2,1.5
E01000123,A1,1,1,1.0
E01000127,A1,2,2,1.0
E01000128,A1,7,2,3.5
E01000132,A1,4,2,2.0
E01000133,A1,2,1,2.0
E01000137,A1,2,2,1.0
E01000138,A1,1,1,1.0
E01000143,A1,1,1,1.0
E01000144,A1,1,1,1.0
E01000148,A1,2,2,1.0
E01000150,A1,1,1,1.0
E01000152,A1,2,2,1.0
E01000153,A1,2,2,1.0
E01000155,A1,1,1,1.0
E01000157,A1,9,4,2.25
E01000158,A1,1,1,1.0
E01000159,A1,1,1,1.0
E01000160,A1,1,1,1.0
E01000163,A1,3,1,3.0
E01000164,A1,11,3,3.6666666666666665
E01000167,A1,2,1,2.0
E01000169,A1,3,2,1.5
E01000171,A1,2,2,1.0
E01000172,A1,1,1,1.0
E01000188,A1,1,1,1.0
E01000194,A1,1,1,1.0
E01000195,A1,1,1,1.0
E01000197,A1,2,2,1.0
E01000198,A1,2,2,1.0
E01000200,A1,1,1,1.0
E01000201,A1,1,1,1.0
E01000203,A1,1,1,1.0
E01000205,A1,2,1,2.0
E01000206,A1,8,4,2.0
E01000207,A1,1,1,1.0
E01000208,A1,2,1,2.0
E01000211,A1,2,2,1.0
E01000212,A1,1,1,1.0
E01000215,A1,2,1,2.0
E01000223,A1,3,2,1.5
E01000227,A1,1,1,1.0
