period,LSOA,SHEF_B,report_count,user_count,average
2012-8,95AA01S1,Street Lights,1,1,1.0
2012-8,95GG01S2,Dog Fouling,1,1,1.0
2012-8,95II03S2,Street Lights,1,1,1.0
2012-8,95TT16W1,Street Lights,1,1,1.0
2012-8,95XX10S2,Street Lights,1,1,1.0
2012-8,E01000035,Road Surface Defects,1,1,1.0
2012-8,E01000044,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000044,Road Surface Defects,1,1,1.0
2012-8,E01000092,Abandoned Vehicles,1,1,1.0
2012-8,E01000094,Abandoned Vehicles,1,1,1.0
2012-8,E01000095,Drainage,1,1,1.0
2012-8,E01000126,Rubbish,2,2,1.0
2012-8,E01000130,Abandoned Vehicles,1,1,1.0
2012-8,E01000130,Drainage,1,1,1.0
2012-8,E01000135,Highways Enquiries,1,1,1.0
2012-8,E01000152,Highways Enquiries,1,1,1.0
2012-8,E01000152,Pavement /Footway Defects,1,1,1.0
2012-8,E01000157,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000161,Rubbish,2,2,1.0
2012-8,E01000162,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000163,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000179,Drainage,1,1,1.0
2012-8,E01000185,Road Safety,1,1,1.0
2012-8,E01000185,Rubbish,1,1,1.0
2012-8,E01000196,Drainage,1,1,1.0
2012-8,E01000197,Rubbish,1,1,1.0
2012-8,E01000202,Highways Enquiries,1,1,1.0
2012-8,E01000204,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000228,Rubbish,1,1,1.0
2012-8,E01000238,Highways Enquiries,1,1,1.0
2012-8,E01000238,Rubbish,1,1,1.0
2012-8,E01000241,Road Surface Defects,1,1,1.0
2012-8,E01000242,Dog Fouling,1,1,1.0
2012-8,E01000243,Road Surface Defects,1,1,1.0
2012-8,E01000246,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000246,Street Lights,1,1,1.0
2012-8,E01000248,Pavement /Footway Defects,1,1,1.0
2012-8,E01000249,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000253,Highways Enquiries,1,1,1.0
2012-8,E01000262,Drainage,1,1,1.0
2012-8,E01000264,Rubbish,1,1,1.0
2012-8,E01000269,Pavement /Footway Defects,1,1,1.0
2012-8,E01000278,Highways Enquiries,1,1,1.0
2012-8,E01000278,Rubbish,1,1,1.0
2012-8,E01000281,Pavement /Footway Defects,1,1,1.0
2012-8,E01000297,Road Surface Defects,1,1,1.0
2012-8,E01000304,Road Surface Defects,1,1,1.0
2012-8,E01000310,Incivilities,1,1,1.0
2012-8,E01000320,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000320,Pavement /Footway Defects,1,1,1.0
2012-8,E01000323,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000338,Road Surface Defects,1,1,1.0
2012-8,E01000342,Dangerous Building/Structure,1,1,1.0
2012-8,E01000364,Road Surface Defects,1,1,1.0
2012-8,E01000384,Road Safety,1,1,1.0
2012-8,E01000403,Street Lights,1,1,1.0
2012-8,E01000404,Abandoned Vehicles,1,1,1.0
2012-8,E01000420,Road Surface Defects,1,1,1.0
2012-8,E01000451,Rubbish,1,1,1.0
2012-8,E01000471,Abandoned Vehicles,1,1,1.0
2012-8,E01000494,Road Surface Defects,1,1,1.0
2012-8,E01000497,Incivilities,2,1,2.0
2012-8,E01000499,Road Surface Defects,1,1,1.0
2012-8,E01000499,Rubbish,1,1,1.0
2012-8,E01000501,Abandoned Vehicles,1,1,1.0
2012-8,E01000503,Abandoned Vehicles,1,1,1.0
2012-8,E01000503,Rubbish,1,1,1.0
2012-8,E01000528,Rubbish,2,1,2.0
2012-8,E01000550,Road Surface Defects,1,1,1.0
2012-8,E01000553,Rubbish,9,3,3.0
2012-8,E01000554,Incivilities,2,2,1.0
2012-8,E01000555,Rubbish,1,1,1.0
2012-8,E01000556,Incivilities,2,2,1.0
2012-8,E01000557,Incivilities,1,1,1.0
2012-8,E01000557,Rubbish,1,1,1.0
2012-8,E01000587,Rubbish,1,1,1.0
2012-8,E01000591,Street Lights,1,1,1.0
2012-8,E01000600,Road Surface Defects,1,1,1.0
2012-8,E01000638,Road Surface Defects,1,1,1.0
2012-8,E01000641,Rubbish,1,1,1.0
2012-8,E01000644,Road Surface Defects,1,1,1.0
2012-8,E01000654,Right of Way,1,1,1.0
2012-8,E01000662,Right of Way,1,1,1.0
2012-8,E01000663,Right of Way,1,1,1.0
2012-8,E01000666,Incivilities,1,1,1.0
2012-8,E01000670,Pavement /Footway Defects,1,1,1.0
2012-8,E01000676,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000679,Drainage,1,1,1.0
2012-8,E01000679,Right of Way,1,1,1.0
2012-8,E01000693,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000694,Incivilities,1,1,1.0
2012-8,E01000710,Drainage,1,1,1.0
2012-8,E01000710,Rubbish,1,1,1.0
2012-8,E01000713,Abandoned Vehicles,1,1,1.0
2012-8,E01000719,Street Lights,1,1,1.0
2012-8,E01000725,Right of Way,1,1,1.0
2012-8,E01000725,Rubbish,4,2,2.0
2012-8,E01000728,Pavement /Footway Defects,1,1,1.0
2012-8,E01000728,Rubbish,1,1,1.0
2012-8,E01000735,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000737,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000740,Road Safety,2,1,2.0
2012-8,E01000740,Rubbish,3,1,3.0
2012-8,E01000740,Street Lights,1,1,1.0
2012-8,E01000741,Environmental Health,1,1,1.0
2012-8,E01000741,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000743,Rubbish,1,1,1.0
2012-8,E01000746,Incivilities,1,1,1.0
2012-8,E01000746,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000746,Pavement /Footway Defects,1,1,1.0
2012-8,E01000746,Road Safety,2,1,2.0
2012-8,E01000746,Road Surface Defects,1,1,1.0
2012-8,E01000746,Street Lights,1,1,1.0
2012-8,E01000759,Right of Way,1,1,1.0
2012-8,E01000775,Right of Way,1,1,1.0
2012-8,E01000792,Rubbish,1,1,1.0
2012-8,E01000795,Right of Way,1,1,1.0
2012-8,E01000799,Rubbish,1,1,1.0
2012-8,E01000801,Rubbish,1,1,1.0
2012-8,E01000804,Right of Way,1,1,1.0
2012-8,E01000809,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000820,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-8,E01000820,Right of Way,2,2,1.0
2012-8,E01000826,Abandoned Vehicles,1,1,1.0
2012-8,E01000827,Street Lights,1,1,1.0
2012-8,E01000840,Pavement /Footway Defects,1,1,1.0
2012-8,E01000850,Road Safety,1,1,1.0
2012-8,E01000854,Road Surface Defects,1,1,1.0
2012-8,E01000863,Incivilities,1,1,1.0
2012-8,E01000869,Road Surface Defects,1,1,1.0
2012-8,E01000871,Rubbish,1,1,1.0
2012-8,E01000874,Road Surface Defects,1,1,1.0
2012-8,E01000914,Road Surface Defects,2,2,1.0
2012-8,E01000919,Incivilities,5,1,5.0
2012-8,E01000920,Rubbish,1,1,1.0
2012-8,E01000921,Incivilities,1,1,1.0
2012-8,E01000928,Incivilities,1,1,1.0
2012-8,E01000937,Street Lights,2,1,2.0
2012-8,E01000938,Parking,1,1,1.0
2012-8,E01000945,Road Surface Defects,1,1,1.0
2012-8,E01000961,Incivilities,1,1,1.0
2012-8,E01000968,Street Furniture,1,1,1.0
2012-8,E01000972,Rubbish,1,1,1.0
