period,LSOA,SHEF_B,report_count,user_count,average
2013-12,95GG21S1,Street Lights,1,1,1.0
2013-12,95GG30S1,Street Lights,1,1,1.0
2013-12,95II19S1,Road Safety,1,1,1.0
2013-12,95II19S1,Street Lights,1,1,1.0
2013-12,95LL16S2,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,95LL16S2,Pavement /Footway Defects,1,1,1.0
2013-12,95MM19S2,Street Lights,1,1,1.0
2013-12,95MM25S4,Highways Enquiries,1,1,1.0
2013-12,95WW22S2,Other,1,1,1.0
2013-12,E01000005,Drainage,1,1,1.0
2013-12,E01000008,Road Surface Defects,1,1,1.0
2013-12,E01000040,Rubbish,1,1,1.0
2013-12,E01000050,Rubbish,1,1,1.0
2013-12,E01000051,Road Surface Defects,1,1,1.0
2013-12,E01000078,Road Surface Defects,1,1,1.0
2013-12,E01000095,Road Surface Defects,1,1,1.0
2013-12,E01000105,Rubbish,1,1,1.0
2013-12,E01000111,Abandoned Vehicles,1,1,1.0
2013-12,E01000114,Road Surface Defects,1,1,1.0
2013-12,E01000115,Road Surface Defects,1,1,1.0
2013-12,E01000126,Highways Enquiries,1,1,1.0
2013-12,E01000135,Street Lights,1,1,1.0
2013-12,E01000137,Street Lights,1,1,1.0
2013-12,E01000139,Rubbish,1,1,1.0
2013-12,E01000139,Street Lights,1,1,1.0
2013-12,E01000141,Incivilities,1,1,1.0
2013-12,E01000142,Rubbish,2,1,2.0
2013-12,E01000143,Incivilities,1,1,1.0
2013-12,E01000145,Rubbish,1,1,1.0
2013-12,E01000147,Road Surface Defects,1,1,1.0
2013-12,E01000148,Highways Enquiries,1,1,1.0
2013-12,E01000150,Highways Enquiries,1,1,1.0
2013-12,E01000153,Rubbish,2,1,2.0
2013-12,E01000159,Pavement /Footway Defects,1,1,1.0
2013-12,E01000166,Drainage,1,1,1.0
2013-12,E01000174,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,E01000174,Rubbish,1,1,1.0
2013-12,E01000177,Rubbish,1,1,1.0
2013-12,E01000179,Rubbish,1,1,1.0
2013-12,E01000180,Street Lights,1,1,1.0
2013-12,E01000181,Dog Fouling,1,1,1.0
2013-12,E01000181,Rubbish,1,1,1.0
2013-12,E01000185,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,E01000188,Rubbish,1,1,1.0
2013-12,E01000193,Highways Enquiries,1,1,1.0
2013-12,E01000194,Rubbish,1,1,1.0
2013-12,E01000199,Road Surface Defects,1,1,1.0
2013-12,E01000203,Rubbish,1,1,1.0
2013-12,E01000204,Road Surface Defects,1,1,1.0
2013-12,E01000205,Highways Enquiries,2,1,2.0
2013-12,E01000211,Rubbish,1,1,1.0
2013-12,E01000212,Rubbish,1,1,1.0
2013-12,E01000219,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,E01000219,Rubbish,2,2,1.0
2013-12,E01000219,Street Lights,3,1,3.0
2013-12,E01000221,Incivilities,1,1,1.0
2013-12,E01000221,Road Safety,1,1,1.0
2013-12,E01000221,Road Surface Defects,1,1,1.0
2013-12,E01000221,Rubbish,3,2,1.5
2013-12,E01000221,Street Lights,1,1,1.0
2013-12,E01000223,Rubbish,2,1,2.0
2013-12,E01000224,Rubbish,1,1,1.0
2013-12,E01000228,Highways Enquiries,1,1,1.0
2013-12,E01000228,Rubbish,2,1,2.0
2013-12,E01000232,Rubbish,1,1,1.0
2013-12,E01000237,Incivilities,1,1,1.0
2013-12,E01000237,Road Surface Defects,3,1,3.0
2013-12,E01000237,Street Lights,1,1,1.0
2013-12,E01000242,Rubbish,1,1,1.0
2013-12,E01000246,Pavement /Footway Defects,1,1,1.0
2013-12,E01000247,Pavement /Footway Defects,1,1,1.0
2013-12,E01000250,Road Surface Defects,1,1,1.0
2013-12,E01000250,Rubbish,1,1,1.0
2013-12,E01000252,Rubbish,1,1,1.0
2013-12,E01000253,Road Surface Defects,1,1,1.0
2013-12,E01000257,Rubbish,1,1,1.0
2013-12,E01000260,Incivilities,2,1,2.0
2013-12,E01000261,Road Surface Defects,1,1,1.0
2013-12,E01000262,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,E01000266,Road Surface Defects,1,1,1.0
2013-12,E01000267,Street Lights,1,1,1.0
2013-12,E01000269,Highways Enquiries,2,1,2.0
2013-12,E01000270,Highways Enquiries,1,1,1.0
2013-12,E01000281,Pavement /Footway Defects,1,1,1.0
2013-12,E01000284,Road Surface Defects,1,1,1.0
2013-12,E01000287,Incivilities,1,1,1.0
2013-12,E01000297,Rubbish,1,1,1.0
2013-12,E01000301,Highways Enquiries,1,1,1.0
2013-12,E01000305,Pavement /Footway Defects,3,1,3.0
2013-12,E01000305,Road Surface Defects,3,1,3.0
2013-12,E01000306,Incivilities,3,1,3.0
2013-12,E01000306,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-12,E01000306,Pavement /Footway Defects,7,1,7.0
2013-12,E01000306,Road Safety,1,1,1.0
2013-12,E01000306,Road Surface Defects,6,1,6.0
2013-12,E01000307,Incivilities,1,1,1.0
2013-12,E01000307,Road Safety,1,1,1.0
2013-12,E01000307,Road Surface Defects,8,2,4.0
2013-12,E01000307,Street Lights,2,1,2.0
2013-12,E01000309,Incivilities,1,1,1.0
2013-12,E01000309,Pavement /Footway Defects,2,1,2.0
2013-12,E01000309,Rubbish,1,1,1.0
2013-12,E01000309,Street Lights,1,1,1.0
2013-12,E01000310,Incivilities,1,1,1.0
2013-12,E01000310,Road Surface Defects,1,1,1.0
2013-12,E01000310,Street Lights,6,1,6.0
2013-12,E01000314,Pavement /Footway Defects,4,1,4.0
2013-12,E01000314,Road Safety,3,1,3.0
2013-12,E01000314,Road Surface Defects,1,1,1.0
2013-12,E01000314,Street Lights,2,1,2.0
2013-12,E01000317,Road Surface Defects,1,1,1.0
2013-12,E01000324,Rubbish,1,1,1.0
2013-12,E01000339,Road Surface Defects,1,1,1.0
2013-12,E01000371,Parking,1,1,1.0
2013-12,E01000374,Road Surface Defects,1,1,1.0
2013-12,E01000375,Highways Enquiries,1,1,1.0
2013-12,E01000375,Road Surface Defects,1,1,1.0
2013-12,E01000404,Road Surface Defects,2,1,2.0
2013-12,E01000445,Road Surface Defects,1,1,1.0
2013-12,E01000480,Road Surface Defects,1,1,1.0
2013-12,E01000485,Rubbish,1,1,1.0
