period,LSOA,SHEF_B,report_count,user_count,average
2014-5,95BB10S2,Road Surface Defects,1,1,1.0
2014-5,95GG05S1,Street Lights,1,1,1.0
2014-5,95GG37S3,Parking,1,1,1.0
2014-5,95HH06S2,Street Lights,1,1,1.0
2014-5,95II11W1,Rubbish,1,1,1.0
2014-5,E01000040,Rubbish,1,1,1.0
2014-5,E01000042,Road Surface Defects,1,1,1.0
2014-5,E01000075,Road Surface Defects,1,1,1.0
2014-5,E01000111,Rubbish,1,1,1.0
2014-5,E01000115,Pavement /Footway Defects,1,1,1.0
2014-5,E01000117,Road Surface Defects,1,1,1.0
2014-5,E01000118,Road Surface Defects,1,1,1.0
2014-5,E01000124,Pavement /Footway Defects,1,1,1.0
2014-5,E01000126,Rubbish,2,1,2.0
2014-5,E01000133,Road Safety,1,1,1.0
2014-5,E01000136,Highways Enquiries,1,1,1.0
2014-5,E01000141,Highways Enquiries,1,1,1.0
2014-5,E01000141,Street Lights,2,1,2.0
2014-5,E01000144,Rubbish,1,1,1.0
2014-5,E01000148,Street Lights,1,1,1.0
2014-5,E01000153,Highways Enquiries,1,1,1.0
2014-5,E01000159,Rubbish,1,1,1.0
2014-5,E01000161,Drainage,1,1,1.0
2014-5,E01000162,Pavement /Footway Defects,1,1,1.0
2014-5,E01000169,Road Surface Defects,1,1,1.0
2014-5,E01000170,Road Surface Defects,1,1,1.0
2014-5,E01000177,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000177,Rubbish,1,1,1.0
2014-5,E01000182,Pavement /Footway Defects,1,1,1.0
2014-5,E01000183,Drainage,2,1,2.0
2014-5,E01000183,Street Lights,1,1,1.0
2014-5,E01000184,Highways Enquiries,1,1,1.0
2014-5,E01000187,Pavement /Footway Defects,1,1,1.0
2014-5,E01000190,Highways Enquiries,1,1,1.0
2014-5,E01000197,Grounds Maintenance,1,1,1.0
2014-5,E01000197,Highways Enquiries,3,3,1.0
2014-5,E01000197,Road Surface Defects,1,1,1.0
2014-5,E01000197,Rubbish,2,2,1.0
2014-5,E01000200,Street Lights,1,1,1.0
2014-5,E01000203,Pavement /Footway Defects,1,1,1.0
2014-5,E01000204,Highways Enquiries,1,1,1.0
2014-5,E01000204,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000204,Rubbish,1,1,1.0
2014-5,E01000205,Road Surface Defects,1,1,1.0
2014-5,E01000207,Highways Enquiries,1,1,1.0
2014-5,E01000208,Drainage,1,1,1.0
2014-5,E01000210,Road Surface Defects,1,1,1.0
2014-5,E01000211,Bin Replacement,1,1,1.0
2014-5,E01000211,Rubbish,1,1,1.0
2014-5,E01000212,Road Safety,1,1,1.0
2014-5,E01000215,Road Surface Defects,1,1,1.0
2014-5,E01000216,Rubbish,1,1,1.0
2014-5,E01000221,Rubbish,2,1,2.0
2014-5,E01000221,Street Lights,2,1,2.0
2014-5,E01000222,Highways Enquiries,1,1,1.0
2014-5,E01000222,Rubbish,4,2,2.0
2014-5,E01000223,Rubbish,3,2,1.5
2014-5,E01000223,Street Lights,8,1,8.0
2014-5,E01000226,Highways Enquiries,1,1,1.0
2014-5,E01000226,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000233,Rubbish,1,1,1.0
2014-5,E01000235,Road Surface Defects,1,1,1.0
2014-5,E01000236,Road Surface Defects,1,1,1.0
2014-5,E01000237,Highways Enquiries,1,1,1.0
2014-5,E01000241,Rubbish,1,1,1.0
2014-5,E01000244,Road Surface Defects,1,1,1.0
2014-5,E01000248,Highways Enquiries,1,1,1.0
2014-5,E01000248,Road Surface Defects,1,1,1.0
2014-5,E01000248,Rubbish,1,1,1.0
2014-5,E01000249,Rubbish,1,1,1.0
2014-5,E01000250,Highways Enquiries,2,2,1.0
2014-5,E01000251,Road Surface Defects,1,1,1.0
2014-5,E01000253,Highways Enquiries,1,1,1.0
2014-5,E01000253,Rubbish,1,1,1.0
2014-5,E01000253,Street Lights,2,1,2.0
2014-5,E01000254,Highways Enquiries,1,1,1.0
2014-5,E01000257,Rubbish,1,1,1.0
2014-5,E01000258,Pavement /Footway Defects,1,1,1.0
2014-5,E01000263,Highways Enquiries,1,1,1.0
2014-5,E01000264,Road Surface Defects,1,1,1.0
2014-5,E01000265,Road Surface Defects,1,1,1.0
2014-5,E01000266,Road Surface Defects,2,1,2.0
2014-5,E01000268,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000270,Road Surface Defects,1,1,1.0
2014-5,E01000278,Highways Enquiries,1,1,1.0
2014-5,E01000281,Road Surface Defects,1,1,1.0
2014-5,E01000284,Highways Enquiries,1,1,1.0
2014-5,E01000290,Rubbish,1,1,1.0
2014-5,E01000290,Street Lights,1,1,1.0
2014-5,E01000300,Highways Enquiries,1,1,1.0
2014-5,E01000300,Pavement /Footway Defects,1,1,1.0
2014-5,E01000301,Drainage,1,1,1.0
2014-5,E01000305,Highways Enquiries,1,1,1.0
2014-5,E01000306,Road Safety,1,1,1.0
2014-5,E01000307,Highways Enquiries,1,1,1.0
2014-5,E01000307,Road Surface Defects,1,1,1.0
2014-5,E01000307,Street Lights,5,2,2.5
2014-5,E01000308,Highways Enquiries,1,1,1.0
2014-5,E01000310,Road Surface Defects,1,1,1.0
2014-5,E01000314,Street Lights,1,1,1.0
2014-5,E01000316,Drainage,1,1,1.0
2014-5,E01000316,Rubbish,1,1,1.0
2014-5,E01000320,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000322,Road Surface Defects,1,1,1.0
2014-5,E01000339,Road Surface Defects,1,1,1.0
2014-5,E01000380,Road Safety,1,1,1.0
2014-5,E01000428,Incivilities,1,1,1.0
2014-5,E01000480,Rubbish,1,1,1.0
2014-5,E01000484,Abandoned Vehicles,1,1,1.0
2014-5,E01000487,Abandoned Vehicles,1,1,1.0
2014-5,E01000497,Street Lights,9,1,9.0
2014-5,E01000503,Road Surface Defects,1,1,1.0
2014-5,E01000511,Road Surface Defects,1,1,1.0
2014-5,E01000518,Drainage,1,1,1.0
2014-5,E01000561,Abandoned Vehicles,1,1,1.0
2014-5,E01000568,Rubbish,1,1,1.0
2014-5,E01000572,Rubbish,1,1,1.0
2014-5,E01000573,Road Surface Defects,2,1,2.0
2014-5,E01000573,Rubbish,2,1,2.0
2014-5,E01000581,Road Surface Defects,1,1,1.0
2014-5,E01000586,Road Surface Defects,1,1,1.0
2014-5,E01000611,Rubbish,1,1,1.0
2014-5,E01000624,Rubbish,1,1,1.0
2014-5,E01000645,Street Lights,1,1,1.0
2014-5,E01000646,Right of Way,2,2,1.0
2014-5,E01000646,Rubbish,1,1,1.0
2014-5,E01000646,Street Lights,1,1,1.0
2014-5,E01000647,Rubbish,1,1,1.0
2014-5,E01000648,Drainage,1,1,1.0
2014-5,E01000648,Road Safety,1,1,1.0
2014-5,E01000648,Street Lights,1,1,1.0
2014-5,E01000649,Drainage,1,1,1.0
2014-5,E01000650,Rubbish,1,1,1.0
2014-5,E01000650,Street Lights,1,1,1.0
2014-5,E01000651,Road Safety,1,1,1.0
2014-5,E01000651,Road Surface Defects,1,1,1.0
2014-5,E01000652,Street Lights,1,1,1.0
2014-5,E01000653,Street Lights,1,1,1.0
2014-5,E01000658,Drainage,1,1,1.0
2014-5,E01000661,Drainage,1,1,1.0
2014-5,E01000662,Road Surface Defects,2,2,1.0
2014-5,E01000662,Street Lights,1,1,1.0
2014-5,E01000663,Open Spaces/Parks,1,1,1.0
2014-5,E01000666,Right of Way,1,1,1.0
2014-5,E01000668,Street Lights,1,1,1.0
2014-5,E01000670,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000670,Road Surface Defects,1,1,1.0
2014-5,E01000671,Street Lights,1,1,1.0
2014-5,E01000672,Road Surface Defects,4,1,4.0
2014-5,E01000672,Rubbish,1,1,1.0
2014-5,E01000673,Road Surface Defects,1,1,1.0
2014-5,E01000674,Drainage,1,1,1.0
2014-5,E01000675,Pavement /Footway Defects,1,1,1.0
2014-5,E01000675,Road Safety,1,1,1.0
2014-5,E01000675,Street Lights,1,1,1.0
2014-5,E01000676,Drainage,4,3,1.3333333333333333
2014-5,E01000676,Road Safety,1,1,1.0
2014-5,E01000676,Rubbish,3,2,1.5
2014-5,E01000676,Street Lights,1,1,1.0
2014-5,E01000677,Rubbish,1,1,1.0
2014-5,E01000679,Road Surface Defects,1,1,1.0
2014-5,E01000683,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000684,Road Surface Defects,1,1,1.0
2014-5,E01000685,Abandoned Vehicles,1,1,1.0
2014-5,E01000685,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000686,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000687,Environmental Health,1,1,1.0
2014-5,E01000694,Road Surface Defects,1,1,1.0
2014-5,E01000695,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-5,E01000696,Road Surface Defects,2,2,1.0
2014-5,E01000697,Pavement /Footway Defects,1,1,1.0
2014-5,E01000697,Road Surface Defects,1,1,1.0
2014-5,E01000697,Rubbish,2,2,1.0
2014-5,E01000698,Drainage,3,2,1.5
2014-5,E01000698,Rubbish,1,1,1.0
2014-5,E01000698,Street Lights,1,1,1.0
