period,LSOA,SHEF_B,report_count,user_count,average
2016,95AA11S1,Road Safety,1,1,1.0
2016,95AA14W1,Highways Enquiries,1,1,1.0
2016,95BB03S1,Rubbish,1,1,1.0
2016,95BB03S2,Rubbish,1,1,1.0
2016,95BB05S2,Road Surface Defects,1,1,1.0
2016,95BB07S1,Road Safety,1,1,1.0
2016,95BB10S1,Pavement /Footway Defects,1,1,1.0
2016,95BB11S2,Street Lights,1,1,1.0
2016,95BB12S2,Street Lights,1,1,1.0
2016,95BB15S1,Dog Fouling,1,1,1.0
2016,95BB15S1,Highways Enquiries,3,1,3.0
2016,95BB15S1,Other,1,1,1.0
2016,95BB15S1,Parking,1,1,1.0
2016,95BB16S1,Road Surface Defects,1,1,1.0
2016,95BB18S1,Other,1,1,1.0
2016,95BB18S2,Pavement /Footway Defects,1,1,1.0
2016,95BB19S3,Street Furniture,1,1,1.0
2016,95BB21S2,Street Lights,4,1,4.0
2016,95BB22S1,Parking,1,1,1.0
2016,95BB22S1,Street Lights,1,1,1.0
2016,95BB23S1,Parking,1,1,1.0
2016,95CC03W1,Rubbish,1,1,1.0
2016,95CC06S1,Street Lights,1,1,1.0
2016,95CC13W1,Road Surface Defects,1,1,1.0
2016,95CC18W1,Other,1,1,1.0
2016,95CC18W1,Rubbish,1,1,1.0
2016,95CC20S1,Street Lights,1,1,1.0
2016,95DD08W1,Street Lights,1,1,1.0
2016,95DD14S1,Highways Enquiries,1,1,1.0
2016,95DD21W1,Street Lights,1,1,1.0
2016,95FF01S2,Abandoned Vehicles,1,1,1.0
2016,95FF17W1,Other,1,1,1.0
2016,95GG03S3,Pavement /Footway Defects,1,1,1.0
2016,95GG04S1,Pavement /Footway Defects,1,1,1.0
2016,95GG06S2,Dog Fouling,1,1,1.0
2016,95GG06S2,Incivilities,1,1,1.0
2016,95GG06S2,Pavement /Footway Defects,1,1,1.0
2016,95GG06S3,Incivilities,1,1,1.0
2016,95GG06S3,Pavement /Footway Defects,3,1,3.0
2016,95GG06S3,Road Surface Defects,1,1,1.0
2016,95GG06S3,Street Lights,2,1,2.0
2016,95GG09S1,Incivilities,2,1,2.0
2016,95GG10S2,Abandoned Vehicles,1,1,1.0
2016,95GG10S2,Other,1,1,1.0
2016,95GG11S1,Other,1,1,1.0
2016,95GG11S1,Street Furniture,1,1,1.0
2016,95GG12S1,Rubbish,1,1,1.0
2016,95GG12S2,Highways Enquiries,1,1,1.0
2016,95GG12S2,Parking,1,1,1.0
2016,95GG12S2,Pavement /Footway Defects,1,1,1.0
2016,95GG12S2,Rubbish,2,1,2.0
2016,95GG12S3,Road Surface Defects,1,1,1.0
2016,95GG12S3,Rubbish,7,2,3.5
2016,95GG12S4,Road Safety,1,1,1.0
2016,95GG13S3,Other,1,1,1.0
2016,95GG14S2,Pavement /Footway Defects,1,1,1.0
2016,95GG15S1,Street Lights,1,1,1.0
2016,95GG15S3,Pavement /Footway Defects,1,1,1.0
2016,95GG16S2,Street Lights,1,1,1.0
2016,95GG16S3,Street Lights,1,1,1.0
2016,95GG17S3,Road Surface Defects,1,1,1.0
2016,95GG18S2,Street Lights,2,2,1.0
2016,95GG19S2,Street Lights,1,1,1.0
2016,95GG20S2,Street Lights,1,1,1.0
2016,95GG21S1,Road Safety,1,1,1.0
2016,95GG21S3,Road Safety,1,1,1.0
2016,95GG22S1,Rubbish,1,1,1.0
2016,95GG22S3,Street Lights,1,1,1.0
2016,95GG25S1,Other,1,1,1.0
2016,95GG29S2,Abandoned Vehicles,1,1,1.0
2016,95GG31S1,Street Lights,1,1,1.0
2016,95GG34S3,Pavement /Footway Defects,1,1,1.0
2016,95GG35S1,Abandoned Vehicles,1,1,1.0
2016,95GG36S1,Street Lights,1,1,1.0
2016,95GG37S1,Road Surface Defects,1,1,1.0
2016,95GG41S2,Road Safety,1,1,1.0
2016,95GG42S4,Road Surface Defects,1,1,1.0
2016,95GG43S1,Overgrown/Fallen Veg/Trees,1,1,1.0
2016,95GG44S1,Other,1,1,1.0
2016,95GG44S2,Other,1,1,1.0
2016,95GG45S1,Road Surface Defects,1,1,1.0
2016,95GG46S1,Road Safety,1,1,1.0
2016,95GG47S1,Abandoned Vehicles,1,1,1.0
2016,95GG49S2,Street Lights,1,1,1.0
2016,95GG49S3,Other,1,1,1.0
2016,95HH03W1,Drainage,1,1,1.0
2016,95HH04S2,Street Lights,1,1,1.0
2016,95HH06S1,Abandoned Vehicles,1,1,1.0
2016,95HH06S1,Road Surface Defects,1,1,1.0
2016,95HH06S2,Dog Fouling,1,1,1.0
2016,95HH06S2,Street Lights,1,1,1.0
2016,95HH08W1,Highways Enquiries,1,1,1.0
2016,95HH08W1,Street Lights,1,1,1.0
2016,95HH09W1,Street Lights,1,1,1.0
2016,95HH12W1,Dog Fouling,1,1,1.0
2016,95HH13W1,Street Lights,1,1,1.0
2016,95HH14W1,Road Surface Defects,1,1,1.0
2016,95HH15W1,Abandoned Vehicles,1,1,1.0
2016,95HH15W1,Street Lights,1,1,1.0
2016,95HH17W1,Street Lights,1,1,1.0
2016,95II01S2,Road Surface Defects,1,1,1.0
2016,95II04S1,Road Safety,1,1,1.0
2016,95II04S1,Road Surface Defects,1,1,1.0
2016,95II04S1,Street Lights,1,1,1.0
2016,95II13W1,Street Lights,2,2,1.0
2016,95II18W1,Pavement /Footway Defects,1,1,1.0
2016,95II19S1,Road Surface Defects,1,1,1.0
2016,95II19S1,Street Lights,1,1,1.0
2016,95JJ08S1,Road Surface Defects,1,1,1.0
2016,95JJ09W1,Road Surface Defects,1,1,1.0
2016,95JJ17W1,Road Surface Defects,1,1,1.0
2016,95JJ17W1,Street Lights,1,1,1.0
2016,95KK03W1,Road Surface Defects,2,1,2.0
2016,95KK07W1,Highways Enquiries,1,1,1.0
2016,95LL02S2,Pavement /Footway Defects,1,1,1.0
2016,95LL02S2,Road Safety,1,1,1.0
2016,95LL04W1,Drainage,1,1,1.0
2016,95LL04W1,Other,1,1,1.0
2016,95LL04W1,Street Lights,1,1,1.0
2016,95LL09S1,Highways Enquiries,1,1,1.0
2016,95LL15S2,Street Lights,1,1,1.0
2016,95LL16S2,Street Lights,1,1,1.0
2016,95LL19S1,Road Safety,1,1,1.0
2016,95LL19S2,Other,1,1,1.0
2016,95LL23W1,Street Lights,2,1,2.0
2016,95LL25S2,Road Surface Defects,2,2,1.0
2016,95LL26S1,Rubbish,1,1,1.0
2016,95LL26S1,Street Lights,1,1,1.0
2016,95MM01S2,Highways Enquiries,1,1,1.0
2016,95MM12S1,Rubbish,2,1,2.0
2016,95MM13S2,Street Lights,1,1,1.0
2016,95MM13S4,Street Lights,1,1,1.0
2016,95MM18S2,Rubbish,1,1,1.0
2016,95MM25S2,Rubbish,1,1,1.0
2016,95MM27S1,Dog Fouling,1,1,1.0
2016,95MM28W1,Street Lights,1,1,1.0
2016,95NN03S1,Pavement /Footway Defects,1,1,1.0
2016,95NN03S2,Street Lights,1,1,1.0
2016,95NN13W1,Highways Enquiries,1,1,1.0
2016,95NN13W1,Street Lights,1,1,1.0
2016,95NN21W1,Street Lights,1,1,1.0
2016,95NN22W1,Road Surface Defects,1,1,1.0
2016,95OO07W1,Road Surface Defects,1,1,1.0
2016,95PP04W1,Highways Enquiries,1,1,1.0
2016,95PP10W1,Highways Enquiries,1,1,1.0
2016,95PP10W1,Road Safety,1,1,1.0
2016,95PP11W1,Street Lights,1,1,1.0
2016,95PP15W1,Road Surface Defects,1,1,1.0
2016,95PP17W1,Highways Enquiries,1,1,1.0
2016,95PP18W1,Rubbish,1,1,1.0
2016,95PP19W1,Road Surface Defects,1,1,1.0
2016,95PP21W1,Highways Enquiries,5,1,5.0
2016,95PP21W1,Incivilities,1,1,1.0
2016,95PP23W1,Road Surface Defects,2,2,1.0
2016,95QQ02W1,Street Lights,1,1,1.0
2016,95QQ07W1,Road Surface Defects,1,1,1.0
2016,95QQ09W1,Street Lights,1,1,1.0
2016,95SS01S1,Highways Enquiries,1,1,1.0
2016,95SS02S2,Rubbish,1,1,1.0
2016,95SS03S1,Road Surface Defects,1,1,1.0
2016,95SS05S1,Road Surface Defects,1,1,1.0
2016,95SS05S2,Street Lights,2,2,1.0
2016,95SS07S3,Abandoned Vehicles,1,1,1.0
2016,95SS08S1,Road Surface Defects,1,1,1.0
2016,95SS08S2,Rubbish,1,1,1.0
2016,95SS09S1,Street Lights,1,1,1.0
2016,95SS11S2,Road Surface Defects,2,2,1.0
2016,95SS15S1,Dog Fouling,1,1,1.0
2016,95SS15S1,Road Surface Defects,1,1,1.0
2016,95SS15S1,Rubbish,1,1,1.0
2016,95SS15S1,Street Lights,1,1,1.0
2016,95SS15S2,Road Surface Defects,4,3,1.3333333333333333
2016,95SS17S1,Pavement /Footway Defects,1,1,1.0
2016,95SS17S1,Rubbish,1,1,1.0
2016,95SS17S1,Street Lights,1,1,1.0
2016,95SS18S2,Pavement /Footway Defects,1,1,1.0
2016,95SS21S1,Dog Fouling,1,1,1.0
2016,95SS21S1,Rubbish,1,1,1.0
2016,95SS21S2,Highways Enquiries,1,1,1.0
2016,95SS21S2,Street Lights,1,1,1.0
2016,95SS22S2,Street Lights,1,1,1.0
2016,95SS23S1,Rubbish,1,1,1.0
2016,95SS23S2,Drainage,1,1,1.0
2016,95SS25W1,Street Lights,1,1,1.0
2016,95SS27W1,Road Surface Defects,1,1,1.0
2016,95SS28W1,Street Lights,2,2,1.0
2016,95SS29S1,Rubbish,1,1,1.0
2016,95TT01W1,Road Surface Defects,1,1,1.0
2016,95TT06W1,Road Surface Defects,1,1,1.0
2016,95VV01S2,Street Lights,1,1,1.0
2016,95VV05S2,Abandoned Vehicles,1,1,1.0
2016,95VV05S2,Street Lights,1,1,1.0
2016,95VV11S1,Street Lights,1,1,1.0
2016,95WW11S1,Road Surface Defects,1,1,1.0
2016,95WW13S2,Road Surface Defects,1,1,1.0
2016,95WW15S2,Road Safety,1,1,1.0
2016,95WW16S2,Rubbish,1,1,1.0
