period,LSOA,SHEF_B,report_count,user_count,average
2010-7,E01000032,Other,1,1,1.0
2010-7,E01000043,Road Surface Defects,1,1,1.0
2010-7,E01000044,Road Surface Defects,1,1,1.0
2010-7,E01000072,Rubbish,1,1,1.0
2010-7,E01000120,Other,1,1,1.0
2010-7,E01000126,Rubbish,2,1,2.0
2010-7,E01000129,Rubbish,1,1,1.0
2010-7,E01000131,Rubbish,1,1,1.0
2010-7,E01000136,Highways Enquiries,1,1,1.0
2010-7,E01000136,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E01000141,Bus Stops Damage,1,1,1.0
2010-7,E01000141,Incivilities,1,1,1.0
2010-7,E01000167,Highways Enquiries,1,1,1.0
2010-7,E01000170,Highways Enquiries,1,1,1.0
2010-7,E01000173,Abandoned Vehicles,1,1,1.0
2010-7,E01000173,Other,1,1,1.0
2010-7,E01000174,Highways Enquiries,2,1,2.0
2010-7,E01000174,Rubbish,1,1,1.0
2010-7,E01000177,Pavement /Footway Defects,1,1,1.0
2010-7,E01000181,Road Surface Defects,1,1,1.0
2010-7,E01000192,Pavement /Footway Defects,1,1,1.0
2010-7,E01000193,Rubbish,1,1,1.0
2010-7,E01000204,Road Surface Defects,1,1,1.0
2010-7,E01000230,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E01000237,Pavement /Footway Defects,1,1,1.0
2010-7,E01000270,Other,1,1,1.0
2010-7,E01000279,Street Lights,1,1,1.0
2010-7,E01000282,Other,1,1,1.0
2010-7,E01000282,Road Surface Defects,1,1,1.0
2010-7,E01000297,Road Surface Defects,1,1,1.0
2010-7,E01000299,Pavement /Footway Defects,1,1,1.0
2010-7,E01000301,Pavement /Footway Defects,1,1,1.0
2010-7,E01000310,Rubbish,1,1,1.0
2010-7,E01000313,Rubbish,1,1,1.0
2010-7,E01000314,Rubbish,1,1,1.0
2010-7,E01000317,Pavement /Footway Defects,1,1,1.0
2010-7,E01000324,Highways Enquiries,1,1,1.0
2010-7,E01000335,Rubbish,1,1,1.0
2010-7,E01000370,Road Surface Defects,2,1,2.0
2010-7,E01000373,Dog Fouling,1,1,1.0
2010-7,E01000464,Other,1,1,1.0
2010-7,E01000489,Other,1,1,1.0
2010-7,E01000497,Other,1,1,1.0
2010-7,E01000497,Rubbish,1,1,1.0
2010-7,E01000501,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E01000504,Rubbish,3,1,3.0
2010-7,E01000506,Rubbish,1,1,1.0
2010-7,E01000509,Pavement /Footway Defects,1,1,1.0
2010-7,E01000511,Road Safety,1,1,1.0
2010-7,E01000517,Street Lights,1,1,1.0
2010-7,E01000531,Rubbish,1,1,1.0
2010-7,E01000532,Pavement /Footway Defects,1,1,1.0
2010-7,E01000553,Incivilities,2,2,1.0
2010-7,E01000553,Other,1,1,1.0
2010-7,E01000553,Pavement /Footway Defects,1,1,1.0
2010-7,E01000553,Rubbish,2,1,2.0
2010-7,E01000553,Street Lights,1,1,1.0
2010-7,E01000554,Incivilities,1,1,1.0
2010-7,E01000554,Open Spaces/Parks,1,1,1.0
2010-7,E01000554,Rubbish,8,2,4.0
2010-7,E01000555,Rubbish,1,1,1.0
2010-7,E01000556,Incivilities,2,2,1.0
2010-7,E01000556,Other,1,1,1.0
2010-7,E01000576,Pavement /Footway Defects,1,1,1.0
2010-7,E01000582,Highways Enquiries,1,1,1.0
2010-7,E01000584,Road Safety,1,1,1.0
2010-7,E01000585,Rubbish,1,1,1.0
2010-7,E01000586,Other,1,1,1.0
2010-7,E01000607,Pavement /Footway Defects,1,1,1.0
2010-7,E01000618,Pavement /Footway Defects,1,1,1.0
2010-7,E01000643,Rubbish,1,1,1.0
2010-7,E01000645,Highways Enquiries,1,1,1.0
2010-7,E01000690,Rubbish,1,1,1.0
2010-7,E01000697,Parking,1,1,1.0
2010-7,E01000697,Pavement /Footway Defects,1,1,1.0
2010-7,E01000705,Rubbish,1,1,1.0
2010-7,E01000711,Other,1,1,1.0
2010-7,E01000738,Parking,1,1,1.0
2010-7,E01000741,Pavement /Footway Defects,1,1,1.0
2010-7,E01000752,Pavement /Footway Defects,1,1,1.0
2010-7,E01000775,Rubbish,1,1,1.0
2010-7,E01000790,Road Surface Defects,1,1,1.0
2010-7,E01000825,Street Lights,1,1,1.0
2010-7,E01000854,Rubbish,1,1,1.0
2010-7,E01000859,Abandoned Vehicles,1,1,1.0
2010-7,E01000869,Other,1,1,1.0
2010-7,E01000884,Road Surface Defects,1,1,1.0
2010-7,E01000948,Road Surface Defects,1,1,1.0
2010-7,E01000957,Rubbish,1,1,1.0
2010-7,E01000958,Road Surface Defects,1,1,1.0
2010-7,E01001006,Rubbish,1,1,1.0
2010-7,E01001017,Road Surface Defects,1,1,1.0
2010-7,E01001034,Street Lights,1,1,1.0
2010-7,E01001036,Road Safety,1,1,1.0
2010-7,E01001036,Road Surface Defects,1,1,1.0
2010-7,E01001040,Other,1,1,1.0
2010-7,E01001065,Highways Enquiries,1,1,1.0
2010-7,E01001090,Road Safety,1,1,1.0
2010-7,E01001125,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E01001182,Rubbish,1,1,1.0
2010-7,E01001199,Highways Enquiries,1,1,1.0
2010-7,E01001201,Rubbish,1,1,1.0
2010-7,E01001206,Street Lights,1,1,1.0
2010-7,E01001208,Pavement /Footway Defects,1,1,1.0
2010-7,E01001215,Parking,1,1,1.0
2010-7,E01001221,Pavement /Footway Defects,2,2,1.0
2010-7,E01001226,Pavement /Footway Defects,1,1,1.0
2010-7,E01001232,Other,1,1,1.0
2010-7,E01001253,Abandoned Vehicles,1,1,1.0
2010-7,E01001253,Other,1,1,1.0
2010-7,E01001275,Highways Enquiries,1,1,1.0
2010-7,E01001280,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E01001295,Other,1,1,1.0
2010-7,E01001333,Highways Enquiries,1,1,1.0
2010-7,E01001336,Other,1,1,1.0
2010-7,E01001337,Rubbish,1,1,1.0
2010-7,E01001338,Other,1,1,1.0
2010-7,E01001343,Abandoned Vehicles,1,1,1.0
2010-7,E01001347,Pavement /Footway Defects,1,1,1.0
2010-7,E01001361,Highways Enquiries,1,1,1.0
2010-7,E01001362,Highways Enquiries,1,1,1.0
