period,LSOA,SHEF_B,report_count,user_count,average
2018-6,95BB01S1,Highways Enquiries,1,1,1.0
2018-6,95BB15S1,Highways Enquiries,1,1,1.0
2018-6,95BB19S3,Road Surface Defects,1,1,1.0
2018-6,95GG03S3,Rubbish,1,1,1.0
2018-6,95GG12S3,Pavement /Footway Defects,1,1,1.0
2018-6,95GG13S2,Street Lights,1,1,1.0
2018-6,95GG14S2,Street Lights,1,1,1.0
2018-6,95GG29S1,Highways Enquiries,1,1,1.0
2018-6,95GG29S1,Road Safety,1,1,1.0
2018-6,95GG33S1,Pavement /Footway Defects,1,1,1.0
2018-6,95GG47S3,Parking,1,1,1.0
2018-6,95GG50S2,Rubbish,1,1,1.0
2018-6,95II21W1,Rubbish,1,1,1.0
2018-6,95MM02S1,Street Lights,1,1,1.0
2018-6,95NN19S2,Street Furniture,1,1,1.0
2018-6,95PP10W1,Highways Enquiries,3,1,3.0
2018-6,95PP21W1,Highways Enquiries,1,1,1.0
2018-6,95QQ13W1,Road Surface Defects,1,1,1.0
2018-6,95SS05S1,Pavement /Footway Defects,1,1,1.0
2018-6,95SS15S2,Street Lights,1,1,1.0
2018-6,95WW06S1,Open Spaces/Parks,1,1,1.0
2018-6,95WW06S1,Road Surface Defects,2,2,1.0
2018-6,95XX22W1,Road Surface Defects,1,1,1.0
2018-6,E01000003,Other,1,1,1.0
2018-6,E01000005,Incivilities,2,1,2.0
2018-6,E01000015,Pavement /Footway Defects,1,1,1.0
2018-6,E01000015,Rubbish,2,1,2.0
2018-6,E01000029,Pavement /Footway Defects,2,1,2.0
2018-6,E01000034,Highways Enquiries,1,1,1.0
2018-6,E01000037,Highways Enquiries,1,1,1.0
2018-6,E01000039,Overgrown/Fallen Veg/Trees,1,1,1.0
2018-6,E01000042,Abandoned Vehicles,1,1,1.0
2018-6,E01000042,Overgrown/Fallen Veg/Trees,1,1,1.0
2018-6,E01000061,Rubbish,1,1,1.0
2018-6,E01000066,Overgrown/Fallen Veg/Trees,1,1,1.0
2018-6,E01000068,Abandoned Vehicles,1,1,1.0
2018-6,E01000074,Rubbish,1,1,1.0
2018-6,E01000074,Street Lights,1,1,1.0
2018-6,E01000082,Open Spaces/Parks,1,1,1.0
2018-6,E01000115,Pavement /Footway Defects,1,1,1.0
2018-6,E01000115,Road Surface Defects,1,1,1.0
2018-6,E01000116,Highways Enquiries,1,1,1.0
2018-6,E01000118,Road Surface Defects,1,1,1.0
2018-6,E01000120,Abandoned Vehicles,1,1,1.0
2018-6,E01000122,Road Surface Defects,1,1,1.0
2018-6,E01000125,Overgrown/Fallen Veg/Trees,2,1,2.0
2018-6,E01000125,Rubbish,4,2,2.0
2018-6,E01000127,Rubbish,15,2,7.5
2018-6,E01000128,Road Surface Defects,1,1,1.0
2018-6,E01000128,Rubbish,2,2,1.0
2018-6,E01000129,Highways Enquiries,1,1,1.0
2018-6,E01000129,Rubbish,2,2,1.0
2018-6,E01000130,Rubbish,3,2,1.5
2018-6,E01000132,Abandoned Vehicles,1,1,1.0
2018-6,E01000132,Overgrown/Fallen Veg/Trees,1,1,1.0
2018-6,E01000132,Rubbish,15,1,15.0
2018-6,E01000133,Highways Enquiries,1,1,1.0
2018-6,E01000133,Rubbish,6,2,3.0
2018-6,E01000134,Rubbish,4,2,2.0
2018-6,E01000136,Highways Enquiries,1,1,1.0
2018-6,E01000136,Road Safety,1,1,1.0
2018-6,E01000140,Rubbish,4,3,1.3333333333333333
2018-6,E01000146,Road Surface Defects,3,1,3.0
