period,LSOA,SHEF_B_CODE,report_count,user_count,average
2014-6,,B13,1,1,1.0
2014-6,95AA09W1,B16,1,1,1.0
2014-6,95BB01S2,B13,1,1,1.0
2014-6,95BB19S3,B6,1,1,1.0
2014-6,95EE08W1,B17,1,1,1.0
2014-6,95GG12S1,B14,1,1,1.0
2014-6,95HH08W1,B13,1,1,1.0
2014-6,95HH13W1,B28,1,1,1.0
2014-6,95LL16S2,B17,1,1,1.0
2014-6,95LL16S2,B28,2,1,2.0
2014-6,95MM18S2,B16,1,1,1.0
2014-6,95QQ14S1,B16,1,1,1.0
2014-6,95SS20W1,B19,1,1,1.0
2014-6,95SS21S2,B13,1,1,1.0
2014-6,95XX05W1,B19,1,1,1.0
2014-6,E01000003,B26,1,1,1.0
2014-6,E01000027,B5,1,1,1.0
2014-6,E01000030,B25,1,1,1.0
2014-6,E01000040,B26,1,1,1.0
2014-6,E01000050,B26,1,1,1.0
2014-6,E01000065,B25,1,1,1.0
2014-6,E01000075,B26,1,1,1.0
2014-6,E01000076,B26,1,1,1.0
2014-6,E01000092,B25,1,1,1.0
2014-6,E01000095,B25,2,2,1.0
2014-6,E01000096,B7,1,1,1.0
2014-6,E01000115,B13,1,1,1.0
2014-6,E01000117,B25,1,1,1.0
2014-6,E01000121,B26,1,1,1.0
2014-6,E01000122,B17,1,1,1.0
2014-6,E01000122,B19,1,1,1.0
2014-6,E01000123,B13,1,1,1.0
2014-6,E01000124,B13,1,1,1.0
2014-6,E01000125,B26,2,1,2.0
2014-6,E01000126,B17,1,1,1.0
2014-6,E01000126,B26,4,2,2.0
2014-6,E01000130,B7,1,1,1.0
2014-6,E01000137,B26,1,1,1.0
2014-6,E01000137,B7,1,1,1.0
2014-6,E01000138,B14,1,1,1.0
2014-6,E01000138,B19,1,1,1.0
2014-6,E01000140,B25,1,1,1.0
2014-6,E01000141,B26,1,1,1.0
2014-6,E01000144,B19,1,1,1.0
2014-6,E01000146,B25,1,1,1.0
2014-6,E01000147,B25,1,1,1.0
2014-6,E01000150,B26,1,1,1.0
2014-6,E01000154,B28,1,1,1.0
2014-6,E01000155,B26,5,1,5.0
2014-6,E01000158,B28,1,1,1.0
2014-6,E01000160,B26,1,1,1.0
2014-6,E01000160,B28,1,1,1.0
2014-6,E01000160,B6,1,1,1.0
2014-6,E01000169,B25,1,1,1.0
2014-6,E01000169,B7,2,1,2.0
2014-6,E01000170,B13,1,1,1.0
2014-6,E01000170,B26,1,1,1.0
2014-6,E01000171,B14,2,1,2.0
2014-6,E01000173,B1,1,1,1.0
2014-6,E01000174,B13,1,1,1.0
