period,LSOA,SHEF_B,report_count,user_count,average
2013-1,95AA11S1,Street Lights,1,1,1.0
2013-1,95DD03W1,Street Lights,1,1,1.0
2013-1,95GG04S2,Street Lights,1,1,1.0
2013-1,95GG22S2,Street Lights,1,1,1.0
2013-1,95GG33S1,Road Surface Defects,1,1,1.0
2013-1,95GG34S2,Street Lights,1,1,1.0
2013-1,95GG36S1,Street Lights,1,1,1.0
2013-1,95GG48S2,Street Lights,1,1,1.0
2013-1,95HH04S2,Street Lights,1,1,1.0
2013-1,95HH06S1,Street Lights,1,1,1.0
2013-1,95II04S1,Road Safety,1,1,1.0
2013-1,95II04S1,Street Furniture,1,1,1.0
2013-1,95II04S1,Street Lights,1,1,1.0
2013-1,95II19S1,Street Lights,1,1,1.0
2013-1,95NN14S1,Road Surface Defects,1,1,1.0
2013-1,95SS07S1,Street Lights,1,1,1.0
2013-1,95SS07S3,Other,1,1,1.0
2013-1,95SS23S2,Dog Fouling,1,1,1.0
2013-1,95SS23S2,Rubbish,1,1,1.0
2013-1,95VV02W1,Abandoned Vehicles,1,1,1.0
2013-1,95VV12S1,Pavement /Footway Defects,1,1,1.0
2013-1,95WW01S1,Street Lights,1,1,1.0
2013-1,95WW06S1,Other,2,1,2.0
2013-1,95WW06S1,Road Surface Defects,1,1,1.0
2013-1,95WW13S2,Street Lights,1,1,1.0
2013-1,95XX01S3,Street Lights,1,1,1.0
2013-1,95XX15W1,Other,1,1,1.0
2013-1,E01000002,Road Surface Defects,1,1,1.0
2013-1,E01000002,Rubbish,1,1,1.0
2013-1,E01000009,Road Surface Defects,1,1,1.0
2013-1,E01000030,Street Lights,1,1,1.0
2013-1,E01000043,Road Surface Defects,1,1,1.0
2013-1,E01000072,Road Surface Defects,2,2,1.0
2013-1,E01000125,Road Surface Defects,1,1,1.0
2013-1,E01000126,Highways Enquiries,1,1,1.0
2013-1,E01000129,Road Surface Defects,1,1,1.0
2013-1,E01000131,Rubbish,1,1,1.0
2013-1,E01000135,Rubbish,2,1,2.0
2013-1,E01000146,Pavement /Footway Defects,1,1,1.0
2013-1,E01000155,Road Surface Defects,1,1,1.0
2013-1,E01000157,Dog Fouling,1,1,1.0
2013-1,E01000160,Gritting,1,1,1.0
2013-1,E01000163,Dog Fouling,1,1,1.0
2013-1,E01000166,Road Surface Defects,1,1,1.0
2013-1,E01000168,Road Surface Defects,1,1,1.0
2013-1,E01000169,Road Surface Defects,1,1,1.0
2013-1,E01000171,Drainage,1,1,1.0
2013-1,E01000175,Grounds Maintenance,1,1,1.0
2013-1,E01000177,Rubbish,1,1,1.0
2013-1,E01000180,Rubbish,1,1,1.0
2013-1,E01000184,Drainage,1,1,1.0
2013-1,E01000187,Pavement /Footway Defects,1,1,1.0
2013-1,E01000187,Street Lights,1,1,1.0
2013-1,E01000188,Highways Enquiries,1,1,1.0
2013-1,E01000188,Road Surface Defects,1,1,1.0
2013-1,E01000194,Road Surface Defects,1,1,1.0
2013-1,E01000195,Overgrown/Fallen Veg/Trees,1,1,1.0
2013-1,E01000197,Rubbish,3,1,3.0
2013-1,E01000198,Highways Enquiries,1,1,1.0
2013-1,E01000204,Road Surface Defects,2,1,2.0
2013-1,E01000214,Street Lights,1,1,1.0
2013-1,E01000217,Highways Enquiries,1,1,1.0
2013-1,E01000223,Highways Enquiries,1,1,1.0
2013-1,E01000223,Pavement /Footway Defects,1,1,1.0
2013-1,E01000223,Rubbish,2,1,2.0
2013-1,E01000226,Road Surface Defects,1,1,1.0
2013-1,E01000228,Highways Enquiries,1,1,1.0
2013-1,E01000231,Gritting,1,1,1.0
2013-1,E01000235,Street Lights,1,1,1.0
2013-1,E01000236,Road Surface Defects,1,1,1.0
2013-1,E01000237,Incivilities,1,1,1.0
2013-1,E01000238,Highways Enquiries,1,1,1.0
2013-1,E01000238,Road Surface Defects,1,1,1.0
2013-1,E01000247,Highways Enquiries,2,1,2.0
2013-1,E01000249,Drainage,1,1,1.0
2013-1,E01000250,Road Surface Defects,1,1,1.0
2013-1,E01000253,Highways Enquiries,2,1,2.0
2013-1,E01000253,Road Surface Defects,1,1,1.0
2013-1,E01000253,Rubbish,1,1,1.0
2013-1,E01000256,Drainage,1,1,1.0
2013-1,E01000257,Road Surface Defects,1,1,1.0
2013-1,E01000259,Road Surface Defects,1,1,1.0
2013-1,E01000260,Rubbish,1,1,1.0
2013-1,E01000264,Road Surface Defects,2,2,1.0
2013-1,E01000266,Road Surface Defects,2,2,1.0
2013-1,E01000271,Pavement /Footway Defects,1,1,1.0
2013-1,E01000281,Road Surface Defects,1,1,1.0
2013-1,E01000282,Highways Enquiries,1,1,1.0
2013-1,E01000284,Road Surface Defects,1,1,1.0
2013-1,E01000292,Drainage,1,1,1.0
2013-1,E01000292,Road Surface Defects,2,2,1.0
2013-1,E01000296,Road Surface Defects,1,1,1.0
2013-1,E01000298,Rubbish,1,1,1.0
2013-1,E01000305,Road Surface Defects,1,1,1.0
2013-1,E01000306,Dog Fouling,1,1,1.0
2013-1,E01000306,Street Lights,1,1,1.0
2013-1,E01000307,Road Surface Defects,1,1,1.0
2013-1,E01000309,Highways Enquiries,1,1,1.0
2013-1,E01000314,Road Surface Defects,2,2,1.0
2013-1,E01000314,Street Lights,1,1,1.0
2013-1,E01000320,Road Surface Defects,1,1,1.0
2013-1,E01000321,Rubbish,1,1,1.0
2013-1,E01000323,Road Surface Defects,1,1,1.0
2013-1,E01000381,Road Surface Defects,1,1,1.0
2013-1,E01000402,Rubbish,1,1,1.0
2013-1,E01000463,Road Surface Defects,2,1,2.0
2013-1,E01000464,Drainage,1,1,1.0
2013-1,E01000472,Dangerous Building/Structure,1,1,1.0
2013-1,E01000493,Road Surface Defects,1,1,1.0
2013-1,E01000497,Road Surface Defects,1,1,1.0
2013-1,E01000508,Road Surface Defects,1,1,1.0
2013-1,E01000511,Road Surface Defects,1,1,1.0
2013-1,E01000513,Road Surface Defects,3,1,3.0
2013-1,E01000533,Road Surface Defects,2,1,2.0
2013-1,E01000562,Road Safety,1,1,1.0
