period,LSOA,SHEF_B_CODE,report_count,user_count,average
2008-12,E01000003,B19,1,1,1.0
2008-12,E01000044,B26,1,1,1.0
2008-12,E01000069,B25,2,1,2.0
2008-12,E01000130,B26,1,1,1.0
2008-12,E01000136,B18,1,1,1.0
2008-12,E01000140,B18,1,1,1.0
2008-12,E01000146,B24,1,1,1.0
2008-12,E01000165,B26,1,1,1.0
2008-12,E01000202,B16,1,1,1.0
2008-12,E01000214,B17,1,1,1.0
2008-12,E01000218,B13,1,1,1.0
2008-12,E01000233,B13,1,1,1.0
2008-12,E01000237,B25,1,1,1.0
2008-12,E01000241,B19,1,1,1.0
2008-12,E01000256,B19,1,1,1.0
2008-12,E01000269,B17,1,1,1.0
2008-12,E01000270,B6,1,1,1.0
2008-12,E01000275,B16,1,1,1.0
2008-12,E01000275,B19,1,1,1.0
2008-12,E01000278,B25,1,1,1.0
2008-12,E01000280,B19,1,1,1.0
2008-12,E01000283,B19,1,1,1.0
2008-12,E01000289,B6,1,1,1.0
2008-12,E01000307,B14,1,1,1.0
2008-12,E01000311,B24,1,1,1.0
2008-12,E01000428,B26,1,1,1.0
2008-12,E01000457,B13,1,1,1.0
2008-12,E01000481,B26,1,1,1.0
2008-12,E01000510,B25,1,1,1.0
2008-12,E01000516,B25,1,1,1.0
2008-12,E01000521,B25,1,1,1.0
2008-12,E01000550,B1,1,1,1.0
2008-12,E01000553,B26,1,1,1.0
2008-12,E01000554,B14,1,1,1.0
2008-12,E01000555,B14,1,1,1.0
2008-12,E01000565,B13,1,1,1.0
2008-12,E01000653,B19,1,1,1.0
2008-12,E01000675,B16,1,1,1.0
2008-12,E01000676,B16,1,1,1.0
2008-12,E01000678,B16,1,1,1.0
2008-12,E01000703,B28,1,1,1.0
2008-12,E01000802,B6,1,1,1.0
2008-12,E01000820,B16,1,1,1.0
2008-12,E01000851,B13,1,1,1.0
2008-12,E01000851,B24,1,1,1.0
2008-12,E01000855,B13,1,1,1.0
2008-12,E01000894,B28,1,1,1.0
2008-12,E01000898,B28,1,1,1.0
2008-12,E01000907,B16,1,1,1.0
2008-12,E01000937,B13,1,1,1.0
2008-12,E01000941,B28,1,1,1.0
2008-12,E01000943,B16,1,1,1.0
2008-12,E01000945,B14,1,1,1.0
2008-12,E01000996,B26,1,1,1.0
2008-12,E01001010,B17,1,1,1.0
2008-12,E01001036,B24,1,1,1.0
2008-12,E01001043,B16,1,1,1.0
2008-12,E01001109,B26,1,1,1.0
2008-12,E01001154,B1,1,1,1.0
2008-12,E01001173,B19,1,1,1.0
2008-12,E01001207,B1,1,1,1.0
2008-12,E01001207,B16,1,1,1.0
2008-12,E01001214,B6,1,1,1.0
2008-12,E01001238,B25,1,1,1.0
2008-12,E01001241,B18,1,1,1.0
2008-12,E01001241,B25,1,1,1.0
2008-12,E01001257,B1,1,1,1.0
2008-12,E01001258,B18,1,1,1.0
2008-12,E01001297,B16,2,1,2.0
2008-12,E01001297,B17,1,1,1.0
2008-12,E01001297,B19,1,1,1.0
2008-12,E01001323,B17,1,1,1.0
2008-12,E01001349,B26,1,1,1.0
2008-12,E01001353,B26,1,1,1.0
2008-12,E01001363,B16,1,1,1.0
2008-12,E01001380,B26,1,1,1.0
2008-12,E01001381,B26,1,1,1.0
2008-12,E01001382,B25,1,1,1.0
2008-12,E01001415,B16,1,1,1.0
2008-12,E01001415,B25,1,1,1.0
2008-12,E01001426,B25,1,1,1.0
2008-12,E01001454,B6,1,1,1.0
2008-12,E01001469,B18,1,1,1.0
2008-12,E01001469,B26,1,1,1.0
2008-12,E01001481,B13,1,1,1.0
2008-12,E01001526,B16,1,1,1.0
2008-12,E01001581,B28,1,1,1.0
2008-12,E01001615,B13,1,1,1.0
2008-12,E01001647,B6,1,1,1.0
2008-12,E01001652,B26,1,1,1.0
2008-12,E01001662,B26,1,1,1.0
2008-12,E01001679,B18,1,1,1.0
2008-12,E01001709,B26,1,1,1.0
2008-12,E01001754,B26,1,1,1.0
2008-12,E01001759,B13,1,1,1.0
2008-12,E01001763,B13,1,1,1.0
2008-12,E01001764,B26,1,1,1.0
2008-12,E01001767,B16,1,1,1.0
2008-12,E01001767,B26,1,1,1.0
