period,LSOA,SHEF_B_CODE,report_count,user_count,average
2012-3,,B26,2,2,1.0
2012-3,,B28,1,1,1.0
2012-3,,B6,1,1,1.0
2012-3,E01000002,B25,5,1,5.0
2012-3,E01000007,B1,1,1,1.0
2012-3,E01000012,B25,1,1,1.0
2012-3,E01000040,B26,1,1,1.0
2012-3,E01000046,B26,1,1,1.0
2012-3,E01000072,B1,1,1,1.0
2012-3,E01000087,B25,1,1,1.0
2012-3,E01000102,B25,1,1,1.0
2012-3,E01000126,B26,1,1,1.0
2012-3,E01000141,B25,1,1,1.0
2012-3,E01000141,B26,2,2,1.0
2012-3,E01000143,B28,1,1,1.0
2012-3,E01000144,B25,1,1,1.0
2012-3,E01000146,B26,1,1,1.0
2012-3,E01000148,B1,2,2,1.0
2012-3,E01000155,B25,1,1,1.0
2012-3,E01000160,B16,1,1,1.0
2012-3,E01000161,B26,1,1,1.0
2012-3,E01000162,B25,2,1,2.0
2012-3,E01000163,B16,1,1,1.0
2012-3,E01000164,B18,1,1,1.0
2012-3,E01000164,B24,1,1,1.0
2012-3,E01000164,B25,1,1,1.0
2012-3,E01000164,B27,1,1,1.0
2012-3,E01000167,B26,1,1,1.0
2012-3,E01000176,B26,1,1,1.0
2012-3,E01000179,B25,1,1,1.0
2012-3,E01000191,B25,1,1,1.0
2012-3,E01000203,B26,1,1,1.0
2012-3,E01000204,B25,1,1,1.0
2012-3,E01000206,B25,1,1,1.0
2012-3,E01000208,B5,1,1,1.0
2012-3,E01000216,B28,1,1,1.0
2012-3,E01000217,B28,1,1,1.0
2012-3,E01000223,B25,1,1,1.0
2012-3,E01000228,B25,2,1,2.0
2012-3,E01000231,B25,1,1,1.0
2012-3,E01000235,B25,1,1,1.0
2012-3,E01000245,B25,1,1,1.0
2012-3,E01000246,B28,1,1,1.0
2012-3,E01000251,B25,1,1,1.0
2012-3,E01000255,B25,1,1,1.0
2012-3,E01000256,B25,1,1,1.0
2012-3,E01000260,B1,1,1,1.0
2012-3,E01000267,B25,2,1,2.0
2012-3,E01000270,B25,1,1,1.0
2012-3,E01000272,B25,1,1,1.0
2012-3,E01000273,B26,1,1,1.0
2012-3,E01000274,B25,2,1,2.0
2012-3,E01000274,B27,1,1,1.0
2012-3,E01000281,B25,1,1,1.0
2012-3,E01000284,B25,1,1,1.0
2012-3,E01000290,B26,1,1,1.0
2012-3,E01000293,B25,1,1,1.0
2012-3,E01000296,B25,1,1,1.0
2012-3,E01000297,B25,1,1,1.0
2012-3,E01000302,B25,1,1,1.0
2012-3,E01000304,B7,1,1,1.0
2012-3,E01000322,B25,1,1,1.0
2012-3,E01000379,B26,2,1,2.0
2012-3,E01000402,B26,1,1,1.0
2012-3,E01000444,B25,1,1,1.0
2012-3,E01000446,B1,1,1,1.0
2012-3,E01000460,B26,1,1,1.0
2012-3,E01000472,B25,1,1,1.0
2012-3,E01000472,B26,1,1,1.0
2012-3,E01000495,B25,1,1,1.0
2012-3,E01000503,B25,1,1,1.0
2012-3,E01000512,B28,1,1,1.0
2012-3,E01000547,B27,1,1,1.0
2012-3,E01000553,B25,2,2,1.0
2012-3,E01000553,B26,6,1,6.0
2012-3,E01000554,B26,1,1,1.0
2012-3,E01000557,B14,2,1,2.0
2012-3,E01000561,B26,1,1,1.0
2012-3,E01000562,B26,1,1,1.0
2012-3,E01000579,B14,1,1,1.0
2012-3,E01000579,B25,1,1,1.0
