period,LSOA,SHEF_B,report_count,user_count,average
2017-1,95AA09W1,Abandoned Vehicles,1,1,1.0
2017-1,95AA17W1,Street Lights,1,1,1.0
2017-1,95BB09S1,Road Surface Defects,1,1,1.0
2017-1,95BB14S2,Street Lights,2,1,2.0
2017-1,95BB21S2,Street Lights,1,1,1.0
2017-1,95GG09S1,Street Lights,1,1,1.0
2017-1,95GG12S2,Rubbish,1,1,1.0
2017-1,95GG18S2,Road Safety,1,1,1.0
2017-1,95GG26S2,Other,1,1,1.0
2017-1,95HH03W1,Dog Fouling,1,1,1.0
2017-1,95II01S2,Road Surface Defects,2,1,2.0
2017-1,95II11W1,Rubbish,1,1,1.0
2017-1,95II11W1,Street Lights,1,1,1.0
2017-1,95II12W1,Highways Enquiries,1,1,1.0
2017-1,95II22W1,Rubbish,1,1,1.0
2017-1,95JJ17W1,Road Surface Defects,1,1,1.0
2017-1,95JJ17W1,Street Lights,1,1,1.0
2017-1,95KK03W1,Highways Enquiries,1,1,1.0
2017-1,95LL11S1,Rubbish,1,1,1.0
2017-1,95MM13S1,Street Lights,1,1,1.0
2017-1,95MM15S1,Street Lights,1,1,1.0
2017-1,95MM25S2,Dog Fouling,1,1,1.0
2017-1,95NN06S1,Abandoned Vehicles,1,1,1.0
2017-1,95PP10W1,Highways Enquiries,1,1,1.0
2017-1,95PP10W1,Road Surface Defects,1,1,1.0
2017-1,95QQ02W1,Abandoned Vehicles,1,1,1.0
2017-1,95SS04S3,Street Lights,1,1,1.0
2017-1,95SS21S1,Dog Fouling,1,1,1.0
2017-1,95VV05S2,Highways Enquiries,1,1,1.0
2017-1,95VV10S1,Rubbish,1,1,1.0
2017-1,95YY20W1,Rubbish,1,1,1.0
2017-1,E01000001,Highways Enquiries,1,1,1.0
2017-1,E01000005,Highways Enquiries,1,1,1.0
2017-1,E01000005,Street Lights,1,1,1.0
2017-1,E01000030,Road Safety,1,1,1.0
2017-1,E01000030,Street Lights,1,1,1.0
2017-1,E01000038,Highways Enquiries,1,1,1.0
2017-1,E01000042,Abandoned Vehicles,2,1,2.0
2017-1,E01000050,Highways Enquiries,2,1,2.0
2017-1,E01000053,Road Safety,1,1,1.0
2017-1,E01000053,Road Surface Defects,1,1,1.0
2017-1,E01000056,Road Surface Defects,1,1,1.0
2017-1,E01000074,Rubbish,2,1,2.0
2017-1,E01000081,Road Surface Defects,1,1,1.0
2017-1,E01000092,Street Lights,2,2,1.0
2017-1,E01000093,Abandoned Vehicles,1,1,1.0
2017-1,E01000094,Rubbish,1,1,1.0
2017-1,E01000095,Rubbish,1,1,1.0
2017-1,E01000101,Pavement /Footway Defects,1,1,1.0
2017-1,E01000115,Road Surface Defects,2,2,1.0
