period,LSOA,SHEF_B,report_count,user_count,average
2014-10,95AA12W1,Street Lights,1,1,1.0
2014-10,95AA13S2,Street Lights,1,1,1.0
2014-10,95DD19S1,Street Lights,1,1,1.0
2014-10,95GG09S3,Pavement /Footway Defects,1,1,1.0
2014-10,95GG13S2,Street Lights,1,1,1.0
2014-10,95GG22S2,Street Lights,1,1,1.0
2014-10,95GG25S1,Street Lights,1,1,1.0
2014-10,95GG38S1,Other,1,1,1.0
2014-10,95GG51S3,Dog Fouling,1,1,1.0
2014-10,95HH04S2,Rubbish,1,1,1.0
2014-10,95HH06S2,Street Lights,1,1,1.0
2014-10,95II11W1,Street Lights,2,2,1.0
2014-10,95II20W1,Street Lights,1,1,1.0
2014-10,95LL05S1,Street Lights,1,1,1.0
2014-10,95TT12W1,Highways Enquiries,1,1,1.0
2014-10,95VV01S1,Incivilities,1,1,1.0
2014-10,95VV24S2,Highways Enquiries,1,1,1.0
2014-10,95WW20S1,Street Lights,1,1,1.0
2014-10,95XX10S2,Street Lights,1,1,1.0
2014-10,95XX13W1,Street Lights,1,1,1.0
2014-10,E01000002,Gritting,1,1,1.0
2014-10,E01000003,Road Surface Defects,1,1,1.0
2014-10,E01000007,Abandoned Vehicles,2,1,2.0
2014-10,E01000009,Abandoned Vehicles,2,1,2.0
2014-10,E01000053,Abandoned Vehicles,1,1,1.0
2014-10,E01000081,Road Surface Defects,1,1,1.0
2014-10,E01000082,Street Lights,1,1,1.0
2014-10,E01000084,Rubbish,1,1,1.0
2014-10,E01000087,Street Lights,1,1,1.0
2014-10,E01000090,Rubbish,1,1,1.0
2014-10,E01000095,Road Surface Defects,1,1,1.0
2014-10,E01000109,Road Surface Defects,2,1,2.0
2014-10,E01000115,Highways Enquiries,1,1,1.0
2014-10,E01000116,Highways Enquiries,1,1,1.0
2014-10,E01000118,Highways Enquiries,1,1,1.0
2014-10,E01000121,Highways Enquiries,1,1,1.0
2014-10,E01000124,Pavement /Footway Defects,1,1,1.0
2014-10,E01000126,Rubbish,1,1,1.0
2014-10,E01000131,Pavement /Footway Defects,1,1,1.0
2014-10,E01000132,Rubbish,1,1,1.0
2014-10,E01000134,Road Surface Defects,1,1,1.0
2014-10,E01000141,Rubbish,1,1,1.0
2014-10,E01000143,Rubbish,1,1,1.0
2014-10,E01000144,Road Surface Defects,2,2,1.0
2014-10,E01000145,Road Surface Defects,1,1,1.0
2014-10,E01000150,Abandoned Vehicles,1,1,1.0
2014-10,E01000150,Pavement /Footway Defects,1,1,1.0
2014-10,E01000152,Pavement /Footway Defects,1,1,1.0
2014-10,E01000152,Road Surface Defects,1,1,1.0
2014-10,E01000152,Rubbish,1,1,1.0
2014-10,E01000155,Highways Enquiries,3,2,1.5
2014-10,E01000155,Road Safety,1,1,1.0
2014-10,E01000155,Road Surface Defects,1,1,1.0
2014-10,E01000155,Rubbish,1,1,1.0
2014-10,E01000155,Street Lights,1,1,1.0
2014-10,E01000156,Drainage,1,1,1.0
2014-10,E01000156,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-10,E01000158,Highways Enquiries,1,1,1.0
2014-10,E01000159,Rubbish,1,1,1.0
2014-10,E01000160,Rubbish,2,1,2.0
2014-10,E01000161,Rubbish,1,1,1.0
2014-10,E01000166,Pavement /Footway Defects,2,2,1.0
2014-10,E01000168,Street Lights,1,1,1.0
2014-10,E01000170,Rubbish,1,1,1.0
2014-10,E01000171,Highways Enquiries,1,1,1.0
2014-10,E01000173,Street Lights,1,1,1.0
2014-10,E01000174,Highways Enquiries,1,1,1.0
2014-10,E01000175,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-10,E01000177,Pavement /Footway Defects,1,1,1.0
2014-10,E01000178,Drainage,1,1,1.0
2014-10,E01000180,Grounds Maintenance,1,1,1.0
2014-10,E01000181,Drainage,1,1,1.0
2014-10,E01000181,Road Surface Defects,1,1,1.0
2014-10,E01000182,Drainage,1,1,1.0
2014-10,E01000184,Highways Enquiries,2,2,1.0
2014-10,E01000185,Pavement /Footway Defects,1,1,1.0
2014-10,E01000188,Highways Enquiries,1,1,1.0
2014-10,E01000188,Rubbish,2,1,2.0
2014-10,E01000188,Street Lights,2,2,1.0
2014-10,E01000192,Rubbish,1,1,1.0
2014-10,E01000193,Overgrown/Fallen Veg/Trees,2,1,2.0
2014-10,E01000193,Rubbish,1,1,1.0
2014-10,E01000194,Highways Enquiries,1,1,1.0
2014-10,E01000194,Pavement /Footway Defects,1,1,1.0
2014-10,E01000194,Road Surface Defects,1,1,1.0
2014-10,E01000194,Street Lights,1,1,1.0
2014-10,E01000197,Highways Enquiries,1,1,1.0
2014-10,E01000197,Pavement /Footway Defects,1,1,1.0
2014-10,E01000203,Road Surface Defects,1,1,1.0
2014-10,E01000205,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-10,E01000205,Pavement /Footway Defects,1,1,1.0
2014-10,E01000209,Road Safety,1,1,1.0
2014-10,E01000209,Street Lights,1,1,1.0
2014-10,E01000211,Rubbish,1,1,1.0
2014-10,E01000225,Pavement /Footway Defects,1,1,1.0
2014-10,E01000226,Abandoned Vehicles,1,1,1.0
2014-10,E01000228,Pavement /Footway Defects,1,1,1.0
2014-10,E01000231,Dog Fouling,1,1,1.0
2014-10,E01000231,Highways Enquiries,1,1,1.0
2014-10,E01000231,Rubbish,2,1,2.0
2014-10,E01000233,Abandoned Vehicles,1,1,1.0
2014-10,E01000235,Road Surface Defects,1,1,1.0
2014-10,E01000238,Highways Enquiries,1,1,1.0
2014-10,E01000238,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-10,E01000238,Pavement /Footway Defects,1,1,1.0
2014-10,E01000242,Overgrown/Fallen Veg/Trees,2,2,1.0
2014-10,E01000242,Road Safety,1,1,1.0
2014-10,E01000242,Rubbish,1,1,1.0
2014-10,E01000245,Rubbish,1,1,1.0
2014-10,E01000247,Road Surface Defects,1,1,1.0
2014-10,E01000249,Drainage,1,1,1.0
2014-10,E01000249,Road Surface Defects,1,1,1.0
2014-10,E01000249,Rubbish,1,1,1.0
2014-10,E01000253,Drainage,1,1,1.0
2014-10,E01000253,Rubbish,1,1,1.0
2014-10,E01000254,Highways Enquiries,1,1,1.0
2014-10,E01000255,Road Safety,1,1,1.0
2014-10,E01000255,Rubbish,1,1,1.0
2014-10,E01000257,Rubbish,1,1,1.0
2014-10,E01000260,Road Safety,1,1,1.0
2014-10,E01000263,Highways Enquiries,1,1,1.0
2014-10,E01000263,Rubbish,2,1,2.0
2014-10,E01000263,Street Lights,1,1,1.0
2014-10,E01000264,Highways Enquiries,1,1,1.0
2014-10,E01000268,Rubbish,1,1,1.0
2014-10,E01000273,Rubbish,2,1,2.0
2014-10,E01000277,Rubbish,1,1,1.0
2014-10,E01000279,Highways Enquiries,1,1,1.0
2014-10,E01000280,Pavement /Footway Defects,1,1,1.0
2014-10,E01000281,Street Lights,3,1,3.0
2014-10,E01000284,Drainage,3,1,3.0
2014-10,E01000284,Highways Enquiries,2,1,2.0
2014-10,E01000284,Road Surface Defects,2,2,1.0
2014-10,E01000290,Highways Enquiries,2,2,1.0
2014-10,E01000298,Drainage,1,1,1.0
2014-10,E01000302,Drainage,1,1,1.0
2014-10,E01000302,Rubbish,1,1,1.0
2014-10,E01000307,Highways Enquiries,1,1,1.0
2014-10,E01000307,Pavement /Footway Defects,1,1,1.0
2014-10,E01000307,Road Surface Defects,2,1,2.0
2014-10,E01000307,Rubbish,2,1,2.0
2014-10,E01000310,Road Surface Defects,1,1,1.0
2014-10,E01000310,Street Lights,1,1,1.0
2014-10,E01000314,Rubbish,1,1,1.0
2014-10,E01000316,Drainage,2,1,2.0
2014-10,E01000316,Highways Enquiries,1,1,1.0
2014-10,E01000316,Pavement /Footway Defects,1,1,1.0
2014-10,E01000316,Street Lights,1,1,1.0
2014-10,E01000318,Road Surface Defects,1,1,1.0
