period,LSOA,SHEF_B,report_count,user_count,average
2013,95AA01S1,Road Surface Defects,1,1,1.0
2013,95AA11S1,Street Lights,2,2,1.0
2013,95AA15S1,Incivilities,1,1,1.0
2013,95AA15S1,Rubbish,1,1,1.0
2013,95BB01S1,Road Safety,1,1,1.0
2013,95BB01S2,Road Safety,1,1,1.0
2013,95BB03S2,Road Surface Defects,1,1,1.0
2013,95BB04S2,Road Surface Defects,2,2,1.0
2013,95BB12S2,Road Surface Defects,2,1,2.0
2013,95BB17S1,Street Lights,1,1,1.0
2013,95BB17S2,Highways Enquiries,1,1,1.0
2013,95BB17S2,Road Surface Defects,1,1,1.0
2013,95BB18S2,Highways Enquiries,1,1,1.0
2013,95BB18S2,Road Surface Defects,1,1,1.0
2013,95CC01W1,Rubbish,1,1,1.0
2013,95CC06S1,Pavement /Footway Defects,1,1,1.0
2013,95CC06S2,Pavement /Footway Defects,1,1,1.0
2013,95DD03W1,Road Surface Defects,1,1,1.0
2013,95DD03W1,Street Lights,1,1,1.0
2013,95DD19S1,Pavement /Footway Defects,1,1,1.0
2013,95FF10W1,Road Surface Defects,1,1,1.0
2013,95GG04S2,Street Lights,1,1,1.0
2013,95GG06S1,Pavement /Footway Defects,1,1,1.0
2013,95GG09S1,Incivilities,2,1,2.0
2013,95GG12S1,Incivilities,3,2,1.5
2013,95GG12S1,Other,1,1,1.0
2013,95GG12S4,Incivilities,4,1,4.0
2013,95GG13S1,Rubbish,1,1,1.0
2013,95GG13S3,Pavement /Footway Defects,1,1,1.0
2013,95GG13S3,Rubbish,1,1,1.0
2013,95GG16S3,Street Lights,1,1,1.0
2013,95GG17S3,Dog Fouling,1,1,1.0
2013,95GG21S1,Rubbish,1,1,1.0
2013,95GG21S1,Street Lights,1,1,1.0
2013,95GG22S2,Street Lights,1,1,1.0
2013,95GG30S1,Street Lights,1,1,1.0
2013,95GG33S1,Road Surface Defects,1,1,1.0
2013,95GG34S2,Street Lights,1,1,1.0
2013,95GG36S1,Street Lights,1,1,1.0
2013,95GG38S1,Other,1,1,1.0
2013,95GG39S1,Street Lights,1,1,1.0
2013,95GG41S3,Incivilities,1,1,1.0
2013,95GG42S3,Highways Enquiries,1,1,1.0
2013,95GG48S2,Street Lights,1,1,1.0
2013,95GG49S2,Incivilities,4,1,4.0
2013,95GG49S2,Street Lights,1,1,1.0
2013,95GG49S3,Other,1,1,1.0
2013,95GG50S1,Other,1,1,1.0
2013,95GG50S3,Highways Enquiries,1,1,1.0
2013,95HH04S2,Road Surface Defects,1,1,1.0
2013,95HH04S2,Street Lights,1,1,1.0
2013,95HH06S1,Street Lights,1,1,1.0
2013,95HH13W1,Road Surface Defects,1,1,1.0
2013,95II04S1,Road Safety,1,1,1.0
2013,95II04S1,Street Furniture,1,1,1.0
2013,95II04S1,Street Lights,1,1,1.0
2013,95II09S1,Road Surface Defects,1,1,1.0
2013,95II11W1,Street Lights,1,1,1.0
2013,95II13W1,Street Lights,1,1,1.0
2013,95II19S1,Road Safety,1,1,1.0
2013,95II19S1,Street Lights,4,1,4.0
2013,95II21W1,Rubbish,1,1,1.0
2013,95II21W1,Street Lights,1,1,1.0
2013,95JJ18W1,Dog Fouling,2,2,1.0
2013,95JJ18W1,Open Spaces/Parks,1,1,1.0
2013,95JJ18W1,Public Toilets,1,1,1.0
2013,95KK02W1,Road Surface Defects,2,1,2.0
2013,95KK15W1,Road Surface Defects,1,1,1.0
2013,95LL03W1,Road Safety,1,1,1.0
2013,95LL05S1,Street Lights,1,1,1.0
2013,95LL11S2,Highways Enquiries,1,1,1.0
2013,95LL14S1,Street Lights,1,1,1.0
2013,95LL16S2,Bus Stops Damage,1,1,1.0
2013,95LL16S2,Overgrown/Fallen Veg/Trees,1,1,1.0
2013,95LL16S2,Pavement /Footway Defects,2,2,1.0
2013,95LL16S2,Rubbish,2,1,2.0
2013,95LL19S2,Road Surface Defects,1,1,1.0
2013,95LL24S1,Highways Enquiries,1,1,1.0
2013,95MM05W1,Dog Fouling,1,1,1.0
2013,95MM05W1,Highways Enquiries,1,1,1.0
2013,95MM18S2,Rubbish,1,1,1.0
2013,95MM19S2,Street Lights,1,1,1.0
2013,95MM25S4,Highways Enquiries,1,1,1.0
2013,95NN04W1,Highways Enquiries,1,1,1.0
2013,95NN05W1,Street Lights,1,1,1.0
2013,95NN12W1,Rubbish,1,1,1.0
2013,95NN14S1,Road Surface Defects,1,1,1.0
2013,95NN20W1,Road Surface Defects,2,2,1.0
2013,95PP04W1,Highways Enquiries,2,1,2.0
2013,95PP20W1,Street Furniture,1,1,1.0
2013,95QQ14S1,Other,1,1,1.0
2013,95QQ14S2,Road Surface Defects,1,1,1.0
2013,95RR02W1,Other,1,1,1.0
2013,95SS02S1,Street Lights,1,1,1.0
2013,95SS04S3,Road Surface Defects,1,1,1.0
2013,95SS07S1,Road Surface Defects,1,1,1.0
2013,95SS07S1,Street Lights,1,1,1.0
2013,95SS07S3,Other,1,1,1.0
2013,95SS08S1,Road Surface Defects,1,1,1.0
2013,95SS22S2,Street Lights,1,1,1.0
2013,95SS23S2,Dog Fouling,1,1,1.0
