period,LSOA,SHEF_B,report_count,user_count,average
2016-7,95BB03S2,Rubbish,1,1,1.0
2016-7,95BB07S1,Road Safety,1,1,1.0
2016-7,95BB16S1,Road Surface Defects,1,1,1.0
2016-7,95BB18S1,Other,1,1,1.0
2016-7,95BB23S1,Parking,1,1,1.0
2016-7,95FF17W1,Other,1,1,1.0
2016-7,95GG11S1,Other,1,1,1.0
2016-7,95GG11S1,Street Furniture,1,1,1.0
2016-7,95GG12S2,Pavement /Footway Defects,1,1,1.0
2016-7,95GG12S3,Road Surface Defects,1,1,1.0
2016-7,95GG12S3,Rubbish,2,2,1.0
2016-7,95GG15S3,Pavement /Footway Defects,1,1,1.0
2016-7,95GG19S2,Street Lights,1,1,1.0
2016-7,95GG34S3,Pavement /Footway Defects,1,1,1.0
2016-7,95GG49S3,Other,1,1,1.0
2016-7,95II13W1,Street Lights,1,1,1.0
2016-7,95MM12S1,Rubbish,2,1,2.0
2016-7,95QQ09W1,Street Lights,1,1,1.0
2016-7,95SS21S2,Highways Enquiries,1,1,1.0
2016-7,95TT06W1,Road Surface Defects,1,1,1.0
2016-7,E01000008,Abandoned Vehicles,1,1,1.0
2016-7,E01000010,Pavement /Footway Defects,1,1,1.0
2016-7,E01000010,Road Surface Defects,1,1,1.0
2016-7,E01000013,Abandoned Vehicles,1,1,1.0
2016-7,E01000020,Other,1,1,1.0
2016-7,E01000023,Abandoned Vehicles,1,1,1.0
2016-7,E01000037,Abandoned Vehicles,1,1,1.0
2016-7,E01000038,Parking,2,1,2.0
2016-7,E01000038,Pavement /Footway Defects,1,1,1.0
2016-7,E01000042,Rubbish,1,1,1.0
2016-7,E01000054,Other,1,1,1.0
2016-7,E01000065,Parking,1,1,1.0
2016-7,E01000065,Pavement /Footway Defects,1,1,1.0
2016-7,E01000065,Rubbish,1,1,1.0
2016-7,E01000068,Rubbish,2,1,2.0
2016-7,E01000075,Rubbish,1,1,1.0
2016-7,E01000076,Parking,1,1,1.0
2016-7,E01000076,Rubbish,1,1,1.0
2016-7,E01000079,Parking,2,1,2.0
2016-7,E01000081,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000091,Abandoned Vehicles,1,1,1.0
2016-7,E01000092,Road Surface Defects,1,1,1.0
2016-7,E01000094,Road Safety,1,1,1.0
2016-7,E01000095,Highways Enquiries,1,1,1.0
2016-7,E01000095,Road Surface Defects,1,1,1.0
2016-7,E01000111,Abandoned Vehicles,1,1,1.0
2016-7,E01000115,Highways Enquiries,1,1,1.0
2016-7,E01000117,Rubbish,1,1,1.0
2016-7,E01000127,Rubbish,2,2,1.0
2016-7,E01000128,Abandoned Vehicles,1,1,1.0
2016-7,E01000128,Pavement /Footway Defects,1,1,1.0
2016-7,E01000128,Rubbish,1,1,1.0
2016-7,E01000129,Highways Enquiries,1,1,1.0
2016-7,E01000130,Highways Enquiries,1,1,1.0
2016-7,E01000130,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000132,Highways Enquiries,1,1,1.0
2016-7,E01000132,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000132,Rubbish,5,1,5.0
2016-7,E01000141,Abandoned Vehicles,1,1,1.0
2016-7,E01000141,Rubbish,7,4,1.75
2016-7,E01000142,Rubbish,3,2,1.5
2016-7,E01000146,Road Safety,1,1,1.0
2016-7,E01000146,Road Surface Defects,1,1,1.0
2016-7,E01000146,Rubbish,1,1,1.0
2016-7,E01000147,Highways Enquiries,1,1,1.0
2016-7,E01000150,Rubbish,3,2,1.5
2016-7,E01000152,Rubbish,1,1,1.0
2016-7,E01000155,Rubbish,1,1,1.0
2016-7,E01000157,Road Surface Defects,1,1,1.0
2016-7,E01000158,Abandoned Vehicles,1,1,1.0
2016-7,E01000158,Street Lights,1,1,1.0
2016-7,E01000159,Rubbish,1,1,1.0
2016-7,E01000159,Street Lights,1,1,1.0
2016-7,E01000161,Drainage,1,1,1.0
2016-7,E01000162,Highways Enquiries,1,1,1.0
2016-7,E01000162,Rubbish,1,1,1.0
2016-7,E01000163,Abandoned Vehicles,1,1,1.0
2016-7,E01000164,Abandoned Vehicles,1,1,1.0
2016-7,E01000164,Road Surface Defects,1,1,1.0
2016-7,E01000165,Abandoned Vehicles,1,1,1.0
2016-7,E01000167,Pavement /Footway Defects,1,1,1.0
2016-7,E01000170,Pavement /Footway Defects,1,1,1.0
2016-7,E01000172,Highways Enquiries,1,1,1.0
2016-7,E01000173,Rubbish,1,1,1.0
2016-7,E01000174,Road Surface Defects,1,1,1.0
2016-7,E01000174,Rubbish,1,1,1.0
2016-7,E01000176,Rubbish,1,1,1.0
2016-7,E01000177,Rubbish,2,1,2.0
2016-7,E01000178,Highways Enquiries,1,1,1.0
2016-7,E01000178,Rubbish,1,1,1.0
2016-7,E01000180,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000181,Rubbish,1,1,1.0
2016-7,E01000184,Road Safety,1,1,1.0
2016-7,E01000184,Road Surface Defects,2,1,2.0
2016-7,E01000188,Highways Enquiries,3,2,1.5
2016-7,E01000188,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000188,Pavement /Footway Defects,1,1,1.0
2016-7,E01000188,Road Safety,1,1,1.0
2016-7,E01000188,Road Surface Defects,1,1,1.0
2016-7,E01000191,Pavement /Footway Defects,1,1,1.0
2016-7,E01000192,Rubbish,7,4,1.75
2016-7,E01000194,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000194,Pavement /Footway Defects,1,1,1.0
2016-7,E01000200,Abandoned Vehicles,1,1,1.0
2016-7,E01000200,Rubbish,1,1,1.0
2016-7,E01000201,Dog Fouling,1,1,1.0
2016-7,E01000201,Rubbish,1,1,1.0
2016-7,E01000203,Abandoned Vehicles,3,1,3.0
2016-7,E01000203,Highways Enquiries,1,1,1.0
2016-7,E01000205,Pavement /Footway Defects,1,1,1.0
2016-7,E01000208,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000211,Highways Enquiries,1,1,1.0
2016-7,E01000211,Pavement /Footway Defects,1,1,1.0
2016-7,E01000211,Rubbish,1,1,1.0
2016-7,E01000217,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000221,Abandoned Vehicles,1,1,1.0
2016-7,E01000222,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000222,Rubbish,3,1,3.0
2016-7,E01000223,Pavement /Footway Defects,1,1,1.0
2016-7,E01000223,Rubbish,4,2,2.0
2016-7,E01000224,Dog Fouling,1,1,1.0
2016-7,E01000224,Rubbish,5,1,5.0
2016-7,E01000226,Road Surface Defects,1,1,1.0
2016-7,E01000226,Rubbish,1,1,1.0
2016-7,E01000227,Highways Enquiries,2,1,2.0
2016-7,E01000227,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000228,Road Surface Defects,1,1,1.0
2016-7,E01000230,Road Surface Defects,1,1,1.0
2016-7,E01000231,Highways Enquiries,1,1,1.0
2016-7,E01000231,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-7,E01000231,Road Surface Defects,1,1,1.0
2016-7,E01000231,Rubbish,3,1,3.0
2016-7,E01000234,Rubbish,1,1,1.0
2016-7,E01000235,Road Safety,1,1,1.0
