period,LSOA,SHEF_B,report_count,user_count,average
2016-11,95AA14W1,Highways Enquiries,1,1,1.0
2016-11,95CC03W1,Rubbish,1,1,1.0
2016-11,95FF01S2,Abandoned Vehicles,1,1,1.0
2016-11,95GG06S2,Incivilities,1,1,1.0
2016-11,95GG06S3,Pavement /Footway Defects,1,1,1.0
2016-11,95GG12S1,Rubbish,1,1,1.0
2016-11,95GG12S4,Road Safety,1,1,1.0
2016-11,95GG18S2,Street Lights,1,1,1.0
2016-11,95GG21S1,Road Safety,1,1,1.0
2016-11,95GG22S3,Street Lights,1,1,1.0
2016-11,95GG31S1,Street Lights,1,1,1.0
2016-11,95GG47S1,Abandoned Vehicles,1,1,1.0
2016-11,95HH04S2,Street Lights,1,1,1.0
2016-11,95HH15W1,Abandoned Vehicles,1,1,1.0
2016-11,95JJ17W1,Street Lights,1,1,1.0
2016-11,95KK03W1,Road Surface Defects,1,1,1.0
2016-11,95LL04W1,Street Lights,1,1,1.0
2016-11,95LL09S1,Highways Enquiries,1,1,1.0
2016-11,95MM13S2,Street Lights,1,1,1.0
2016-11,95MM18S2,Rubbish,1,1,1.0
2016-11,95PP11W1,Street Lights,1,1,1.0
2016-11,95QQ02W1,Street Lights,1,1,1.0
2016-11,95SS21S1,Rubbish,1,1,1.0
2016-11,95SS28W1,Street Lights,1,1,1.0
2016-11,95TT01W1,Road Surface Defects,1,1,1.0
2016-11,95WW15S2,Road Safety,1,1,1.0
2016-11,95WW21S2,Other,1,1,1.0
2016-11,95XX21W1,Street Lights,2,2,1.0
2016-11,E01000010,Highways Enquiries,1,1,1.0
2016-11,E01000010,Pavement /Footway Defects,1,1,1.0
2016-11,E01000014,Rubbish,1,1,1.0
2016-11,E01000022,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-11,E01000031,Road Safety,1,1,1.0
2016-11,E01000042,Abandoned Vehicles,3,1,3.0
2016-11,E01000046,Highways Enquiries,2,1,2.0
2016-11,E01000046,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-11,E01000046,Pavement /Footway Defects,3,1,3.0
2016-11,E01000050,Highways Enquiries,1,1,1.0
2016-11,E01000070,Rubbish,1,1,1.0
2016-11,E01000071,Street Lights,1,1,1.0
2016-11,E01000072,Pavement /Footway Defects,1,1,1.0
2016-11,E01000073,Pavement /Footway Defects,1,1,1.0
2016-11,E01000074,Rubbish,2,1,2.0
2016-11,E01000090,Abandoned Vehicles,1,1,1.0
2016-11,E01000090,Pavement /Footway Defects,1,1,1.0
2016-11,E01000095,Abandoned Vehicles,1,1,1.0
2016-11,E01000095,Road Surface Defects,1,1,1.0
2016-11,E01000095,Street Lights,1,1,1.0
2016-11,E01000115,Highways Enquiries,2,1,2.0
2016-11,E01000119,Rubbish,2,2,1.0
2016-11,E01000121,Highways Enquiries,1,1,1.0
2016-11,E01000123,Abandoned Vehicles,1,1,1.0
2016-11,E01000127,Abandoned Vehicles,1,1,1.0
2016-11,E01000127,Rubbish,1,1,1.0
2016-11,E01000128,Abandoned Vehicles,3,3,1.0
2016-11,E01000128,Rubbish,1,1,1.0
2016-11,E01000132,Abandoned Vehicles,1,1,1.0
2016-11,E01000136,Road Safety,1,1,1.0
2016-11,E01000137,Highways Enquiries,1,1,1.0
2016-11,E01000139,Rubbish,1,1,1.0
2016-11,E01000142,Rubbish,1,1,1.0
2016-11,E01000145,Rubbish,1,1,1.0
2016-11,E01000147,Pavement /Footway Defects,1,1,1.0
2016-11,E01000148,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-11,E01000150,Drainage,1,1,1.0
2016-11,E01000150,Pavement /Footway Defects,1,1,1.0
2016-11,E01000150,Road Surface Defects,1,1,1.0
2016-11,E01000150,Rubbish,6,1,6.0
2016-11,E01000151,Rubbish,1,1,1.0
2016-11,E01000155,Rubbish,1,1,1.0
2016-11,E01000157,Abandoned Vehicles,1,1,1.0
2016-11,E01000158,Highways Enquiries,1,1,1.0
2016-11,E01000159,Pavement /Footway Defects,1,1,1.0
2016-11,E01000160,Highways Enquiries,1,1,1.0
2016-11,E01000160,Rubbish,1,1,1.0
2016-11,E01000164,Drainage,2,1,2.0
2016-11,E01000164,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-11,E01000164,Road Surface Defects,1,1,1.0
2016-11,E01000169,Road Safety,1,1,1.0
2016-11,E01000171,Abandoned Vehicles,1,1,1.0
2016-11,E01000171,Road Safety,1,1,1.0
2016-11,E01000173,Pavement /Footway Defects,1,1,1.0
2016-11,E01000175,Rubbish,1,1,1.0
2016-11,E01000182,Abandoned Vehicles,1,1,1.0
2016-11,E01000186,Abandoned Vehicles,1,1,1.0
2016-11,E01000188,Rubbish,2,2,1.0
2016-11,E01000189,Drainage,1,1,1.0
2016-11,E01000189,Grounds Maintenance,1,1,1.0
2016-11,E01000191,Highways Enquiries,1,1,1.0
2016-11,E01000192,Highways Enquiries,1,1,1.0
2016-11,E01000192,Pavement /Footway Defects,1,1,1.0
2016-11,E01000192,Rubbish,3,2,1.5
2016-11,E01000193,Rubbish,1,1,1.0
2016-11,E01000198,Road Safety,1,1,1.0
2016-11,E01000199,Drainage,1,1,1.0
2016-11,E01000203,Rubbish,1,1,1.0
2016-11,E01000205,Highways Enquiries,1,1,1.0
2016-11,E01000206,Pavement /Footway Defects,1,1,1.0
2016-11,E01000206,Road Surface Defects,3,1,3.0
2016-11,E01000208,Street Lights,1,1,1.0
2016-11,E01000212,Rubbish,1,1,1.0
2016-11,E01000213,Pavement /Footway Defects,1,1,1.0
2016-11,E01000213,Road Surface Defects,3,1,3.0
2016-11,E01000215,Pavement /Footway Defects,1,1,1.0
2016-11,E01000216,Rubbish,1,1,1.0
2016-11,E01000219,Rubbish,1,1,1.0
2016-11,E01000220,Rubbish,1,1,1.0
2016-11,E01000221,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-11,E01000221,Rubbish,1,1,1.0
2016-11,E01000223,Rubbish,1,1,1.0
2016-11,E01000224,Rubbish,4,1,4.0
2016-11,E01000228,Rubbish,2,1,2.0
2016-11,E01000229,Highways Enquiries,1,1,1.0
