period,LSOA,SHEF_B,report_count,user_count,average
2007,E01000001,Abandoned Vehicles,1,1,1.0
2007,E01000001,Incivilities,2,1,2.0
2007,E01000001,Street Lights,1,1,1.0
2007,E01000002,Highways Enquiries,2,1,2.0
2007,E01000002,Incivilities,1,1,1.0
2007,E01000002,Other,1,1,1.0
2007,E01000002,Pavement /Footway Defects,1,1,1.0
2007,E01000002,Road Safety,1,1,1.0
2007,E01000002,Rubbish,1,1,1.0
2007,E01000002,Street Lights,2,1,2.0
2007,E01000003,Highways Enquiries,1,1,1.0
2007,E01000003,Incivilities,1,1,1.0
2007,E01000003,Rubbish,6,1,6.0
2007,E01000003,Street Lights,4,1,4.0
2007,E01000006,Rubbish,1,1,1.0
2007,E01000007,Other,1,1,1.0
2007,E01000009,Pavement /Footway Defects,1,1,1.0
2007,E01000009,Road Surface Defects,1,1,1.0
2007,E01000009,Street Lights,1,1,1.0
2007,E01000019,Dog Fouling,1,1,1.0
2007,E01000020,Road Surface Defects,1,1,1.0
2007,E01000025,Other,1,1,1.0
2007,E01000040,Abandoned Vehicles,1,1,1.0
2007,E01000040,Other,2,1,2.0
2007,E01000040,Rubbish,4,1,4.0
2007,E01000042,Road Safety,1,1,1.0
2007,E01000044,Other,1,1,1.0
2007,E01000044,Pavement /Footway Defects,1,1,1.0
2007,E01000060,Incivilities,1,1,1.0
2007,E01000066,Road Surface Defects,3,1,3.0
2007,E01000071,Road Surface Defects,1,1,1.0
2007,E01000090,Dog Fouling,1,1,1.0
2007,E01000095,Road Surface Defects,1,1,1.0
2007,E01000116,Street Furniture,1,1,1.0
2007,E01000119,Abandoned Vehicles,1,1,1.0
2007,E01000123,Other,1,1,1.0
2007,E01000136,Pavement /Footway Defects,1,1,1.0
2007,E01000146,Abandoned Vehicles,1,1,1.0
2007,E01000153,Rubbish,1,1,1.0
2007,E01000164,Open Spaces/Parks,1,1,1.0
2007,E01000164,Other,1,1,1.0
2007,E01000172,Bus Stops Damage,1,1,1.0
2007,E01000173,Bus Stops Damage,1,1,1.0
2007,E01000178,Abandoned Vehicles,1,1,1.0
2007,E01000178,Street Lights,1,1,1.0
2007,E01000183,Incivilities,1,1,1.0
2007,E01000183,Street Lights,1,1,1.0
2007,E01000185,Incivilities,1,1,1.0
2007,E01000186,Incivilities,1,1,1.0
2007,E01000188,Pavement /Footway Defects,1,1,1.0
2007,E01000190,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000192,Pavement /Footway Defects,4,2,2.0
2007,E01000193,Pavement /Footway Defects,2,2,1.0
2007,E01000193,Street Lights,1,1,1.0
2007,E01000194,Incivilities,1,1,1.0
2007,E01000194,Pavement /Footway Defects,1,1,1.0
2007,E01000194,Rubbish,1,1,1.0
2007,E01000196,Other,1,1,1.0
2007,E01000197,Other,1,1,1.0
2007,E01000208,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000210,Other,1,1,1.0
2007,E01000212,Abandoned Vehicles,1,1,1.0
2007,E01000212,Other,1,1,1.0
2007,E01000212,Street Lights,2,2,1.0
2007,E01000213,Other,1,1,1.0
2007,E01000222,Road Surface Defects,1,1,1.0
2007,E01000223,Rubbish,1,1,1.0
2007,E01000226,Other,1,1,1.0
2007,E01000227,Other,1,1,1.0
2007,E01000233,Other,3,1,3.0
2007,E01000233,Pavement /Footway Defects,1,1,1.0
2007,E01000234,Other,1,1,1.0
2007,E01000234,Rubbish,1,1,1.0
2007,E01000235,Other,1,1,1.0
2007,E01000235,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000238,Parking,2,1,2.0
2007,E01000238,Rubbish,1,1,1.0
2007,E01000252,Abandoned Vehicles,1,1,1.0
2007,E01000257,Other,1,1,1.0
2007,E01000258,Rubbish,1,1,1.0
2007,E01000270,Dog Fouling,1,1,1.0
2007,E01000273,Pavement /Footway Defects,1,1,1.0
2007,E01000274,Other,1,1,1.0
2007,E01000275,Dog Fouling,1,1,1.0
2007,E01000275,Parking,1,1,1.0
2007,E01000279,Other,2,1,2.0
2007,E01000280,Highways Enquiries,1,1,1.0
2007,E01000280,Rubbish,1,1,1.0
2007,E01000288,Other,1,1,1.0
2007,E01000288,Street Lights,1,1,1.0
2007,E01000291,Rubbish,1,1,1.0
2007,E01000296,Incivilities,1,1,1.0
2007,E01000297,Road Surface Defects,1,1,1.0
2007,E01000298,Incivilities,2,1,2.0
2007,E01000300,Abandoned Vehicles,1,1,1.0
2007,E01000302,Abandoned Vehicles,1,1,1.0
2007,E01000310,Incivilities,2,1,2.0
2007,E01000310,Other,3,2,1.5
2007,E01000310,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000310,Street Furniture,1,1,1.0
2007,E01000320,Abandoned Vehicles,1,1,1.0
2007,E01000321,Other,1,1,1.0
2007,E01000323,Other,2,1,2.0
2007,E01000325,Abandoned Vehicles,1,1,1.0
2007,E01000330,Pavement /Footway Defects,1,1,1.0
2007,E01000331,Dog Fouling,1,1,1.0
2007,E01000331,Other,1,1,1.0
2007,E01000333,Rubbish,1,1,1.0
2007,E01000366,Other,1,1,1.0
2007,E01000370,Incivilities,1,1,1.0
2007,E01000382,Other,1,1,1.0
2007,E01000401,Other,1,1,1.0
2007,E01000401,Rubbish,1,1,1.0
2007,E01000433,Bus Stops Damage,1,1,1.0
2007,E01000433,Dog Fouling,1,1,1.0
2007,E01000433,Incivilities,1,1,1.0
2007,E01000433,Other,1,1,1.0
2007,E01000433,Rubbish,2,1,2.0
2007,E01000477,Road Surface Defects,1,1,1.0
2007,E01000478,Highways Enquiries,1,1,1.0
2007,E01000491,Incivilities,2,1,2.0
2007,E01000491,Pavement /Footway Defects,1,1,1.0
2007,E01000493,Dog Fouling,1,1,1.0
2007,E01000493,Other,2,1,2.0
2007,E01000493,Parking,1,1,1.0
2007,E01000503,Other,1,1,1.0
2007,E01000503,Road Surface Defects,1,1,1.0
2007,E01000505,Abandoned Vehicles,1,1,1.0
2007,E01000509,Other,1,1,1.0
2007,E01000510,Abandoned Vehicles,1,1,1.0
2007,E01000517,Pavement /Footway Defects,1,1,1.0
2007,E01000525,Other,1,1,1.0
2007,E01000527,Rubbish,2,1,2.0
2007,E01000530,Other,1,1,1.0
2007,E01000545,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000546,Other,1,1,1.0
2007,E01000547,Other,2,2,1.0
2007,E01000548,Abandoned Vehicles,1,1,1.0
2007,E01000555,Other,1,1,1.0
2007,E01000557,Other,1,1,1.0
2007,E01000558,Pavement /Footway Defects,1,1,1.0
2007,E01000560,Other,1,1,1.0
2007,E01000561,Other,1,1,1.0
2007,E01000571,Pavement /Footway Defects,1,1,1.0
2007,E01000577,Road Surface Defects,1,1,1.0
2007,E01000579,Pavement /Footway Defects,1,1,1.0
2007,E01000579,Rubbish,1,1,1.0
2007,E01000580,Road Surface Defects,1,1,1.0
2007,E01000585,Abandoned Vehicles,1,1,1.0
2007,E01000585,Incivilities,1,1,1.0
2007,E01000585,Rubbish,2,1,2.0
2007,E01000613,Rubbish,1,1,1.0
2007,E01000637,Rubbish,1,1,1.0
2007,E01000640,Rubbish,1,1,1.0
2007,E01000654,Abandoned Vehicles,1,1,1.0
2007,E01000654,Street Lights,1,1,1.0
2007,E01000656,Overgrown/Fallen Veg/Trees,1,1,1.0
2007,E01000661,Abandoned Vehicles,1,1,1.0
2007,E01000669,Abandoned Vehicles,1,1,1.0
2007,E01000672,Abandoned Vehicles,1,1,1.0
2007,E01000675,Other,2,2,1.0
2007,E01000676,Road Surface Defects,1,1,1.0
2007,E01000676,Rubbish,2,2,1.0
2007,E01000690,Other,1,1,1.0
2007,E01000691,Parking,1,1,1.0
2007,E01000699,Abandoned Vehicles,1,1,1.0
2007,E01000699,Street Lights,1,1,1.0
2007,E01000700,Dog Fouling,1,1,1.0
2007,E01000703,Other,2,1,2.0
2007,E01000705,Abandoned Vehicles,1,1,1.0
2007,E01000738,Abandoned Vehicles,1,1,1.0
2007,E01000740,Incivilities,1,1,1.0
2007,E01000742,Dog Fouling,1,1,1.0
2007,E01000751,Street Lights,1,1,1.0
2007,E01000753,Other,1,1,1.0
2007,E01000771,Rubbish,1,1,1.0
2007,E01000778,Abandoned Vehicles,1,1,1.0
2007,E01000800,Other,1,1,1.0
2007,E01000802,Other,1,1,1.0
2007,E01000802,Rubbish,1,1,1.0
2007,E01000806,Abandoned Vehicles,1,1,1.0
2007,E01000806,Other,1,1,1.0
2007,E01000820,Abandoned Vehicles,1,1,1.0
