lad,reports,unique_users,average_per_user
E06000017,1,1,1.0
E06000022,413,265,1.558490566037736
E06000023,474,319,1.4858934169278997
E06000060,2117,1436,1.474233983286908
E07000089,92,81,1.1358024691358024
E07000177,1244,405,3.071604938271605
E07000178,627,185,3.389189189189189
E07000179,1928,417,4.623501199040767
E07000180,1151,333,3.4564564564564564
E07000181,1431,353,4.053824362606233
E07000218,31,25,1.24
E07000219,63,38,1.6578947368421053
E07000220,27,26,1.0384615384615385
E07000221,64,54,1.1851851851851851
E07000222,46,44,1.0454545454545454
E07000242,39,29,1.3448275862068966
E07000243,359,100,3.59
E09000006,1352,946,1.4291754756871036
E09000011,337,270,1.2481481481481482
