lad,reports,unique_users,average_per_user
E06000017,567,374,1.5160427807486632
E06000022,11941,5154,2.316841288319752
E06000023,8514,4729,1.8003806301543668
E06000031,675,487,1.3860369609856262
E06000046,3063,4,765.75
E06000060,21559,11351,1.8993040260769976
E07000089,1202,921,1.3051031487513571
E07000136,1989,421,4.724465558194774
E07000137,6095,1299,4.692070823710546
E07000138,2553,589,4.33446519524618
E07000139,5791,1533,3.7775603392041748
E07000140,3233,718,4.502785515320334
E07000141,4906,1349,3.636767976278725
E07000142,4598,1143,4.0227471566054245
E07000150,1363,429,3.1771561771561774
E07000151,3022,1162,2.6006884681583475
E07000152,2727,1059,2.575070821529745
E07000153,2653,897,2.9576365663322184
E07000154,5545,1614,3.435563816604709
E07000155,3749,1359,2.758646063281825
E07000156,2007,797,2.518193224592221
E07000177,4239,2516,1.6848171701112877
E07000178,2660,1519,1.7511520737327189
E07000179,4453,2478,1.7970137207425343
E07000180,3847,2386,1.6123218776194468
E07000181,3729,2171,1.7176416397973284
E07000218,405,299,1.354515050167224
E07000219,651,426,1.528169014084507
E07000220,526,390,1.3487179487179488
E07000221,1077,825,1.3054545454545454
E07000222,1106,827,1.3373639661426844
E07000242,128,69,1.855072463768116
E07000243,3554,936,3.797008547008547
E09000001,1,1,1.0
E09000004,3974,2153,1.845796562935439
E09000006,16422,8884,1.8484916704187302
E09000007,10,2,5.0
E09000008,1,1,1.0
E09000009,1,1,1.0
E09000011,4591,2563,1.7912602419040187
E09000018,13021,1884,6.91135881104034
E09000020,3,3,1.0
E09000023,2,2,1.0
E09000033,7929,724,10.951657458563536
