lad,reports,unique_users,average_per_user
E06000023,503,357,1.4089635854341738
E07000089,71,64,1.109375
E07000177,159,123,1.2926829268292683
E07000178,115,82,1.4024390243902438
E07000179,195,168,1.1607142857142858
E07000180,154,130,1.1846153846153846
E07000181,175,124,1.4112903225806452
E07000218,35,23,1.5217391304347827
E07000219,47,37,1.2702702702702702
E07000220,44,35,1.2571428571428571
E07000221,87,67,1.2985074626865671
E07000222,67,56,1.1964285714285714
E07000243,382,113,3.3805309734513274
E09000006,1369,1015,1.348768472906404
E09000011,332,253,1.3122529644268774
S12000041,7,7,1.0
