lad,reports,unique_users,average_per_user
E06000038,31,22,1.4090909090909092
E06000045,2200,1267,1.7363851617995265
E07000177,995,524,1.8988549618320612
E07000178,545,376,1.449468085106383
E07000179,1387,852,1.6279342723004695
E07000180,1002,615,1.6292682926829267
E07000181,821,530,1.549056603773585
E07000194,289,212,1.3632075471698113
E07000242,1,1,1.0
E07000243,2415,328,7.362804878048781
E09000003,5906,3524,1.6759364358683315
E09000006,8487,4978,1.704901566894335
E09000008,1,1,1.0
E09000023,2,2,1.0
