lad,reports,unique_users,average_per_user
E06000023,4547,2685,1.6934823091247673
E07000089,987,751,1.3142476697736352
E07000165,2,2,1.0
E07000177,3820,1674,2.281959378733572
E07000178,2677,1249,2.143314651721377
E07000179,5972,2172,2.7495395948434624
E07000180,3633,1748,2.07837528604119
E07000181,3417,1631,2.095033721643164
E07000218,386,267,1.445692883895131
E07000219,507,306,1.6568627450980393
E07000220,435,298,1.4597315436241611
E07000221,801,612,1.3088235294117647
E07000222,725,560,1.2946428571428572
E07000242,104,83,1.2530120481927711
E07000243,4524,849,5.328621908127208
E09000004,1,1,1.0
E09000006,15122,7787,1.9419545396173108
E09000008,2,2,1.0
E09000011,4199,2357,1.7815019092066187
E09000023,1,1,1.0
S12000041,346,261,1.3256704980842913
