period,LAD,report_count,user_count,average
2016-1,,3,3,1.0
2016-1,E07000061,141,100,1.41
2016-1,E07000062,139,98,1.4183673469387754
2016-1,E07000063,265,211,1.2559241706161137
2016-1,E07000064,391,273,1.4322344322344323
2016-1,E07000065,641,426,1.5046948356807512
2016-1,E07000089,127,109,1.165137614678899
2016-1,E07000165,31,24,1.2916666666666667
2016-1,E07000177,247,163,1.5153374233128833
2016-1,E07000178,134,100,1.34
2016-1,E07000179,469,217,2.161290322580645
2016-1,E07000180,210,157,1.3375796178343948
2016-1,E07000181,237,166,1.427710843373494
2016-1,E07000218,55,47,1.1702127659574468
2016-1,E07000219,63,48,1.3125
2016-1,E07000220,56,44,1.2727272727272727
2016-1,E07000221,147,135,1.0888888888888888
2016-1,E07000222,117,103,1.1359223300970873
2016-1,E07000243,340,70,4.857142857142857
2016-1,E09000006,1330,967,1.375387797311272
2016-1,E09000011,347,254,1.3661417322834646
