period,LAD,SHEF_A_CODE,report_count,user_count,average
2011,,A20,3,3,1.0
2011,,A22,1,1,1.0
2011,,A28,1,1,1.0
2011,,A33,5,4,1.25
2011,,A41,3,3,1.0
2011,,A53,3,2,1.5
2011,,A54,13,8,1.625
2011,,A56,2,2,1.0
2011,,A57,5,5,1.0
2011,,A60,14,13,1.0769230769230769
2011,,A71,15,11,1.3636363636363635
2011,,A73,1,1,1.0
2011,,A79,1,1,1.0
2011,,A80,2,2,1.0
2011,,A81,5,5,1.0
2011,,A82,1,1,1.0
2011,E06000001,A20,2,2,1.0
2011,E06000001,A24,1,1,1.0
2011,E06000001,A29,7,3,2.3333333333333335
2011,E06000001,A41,4,4,1.0
2011,E06000001,A56,1,1,1.0
2011,E06000001,A57,3,3,1.0
2011,E06000001,A60,4,4,1.0
2011,E06000001,A73,1,1,1.0
2011,E06000001,A81,7,4,1.75
2011,E06000001,A82,1,1,1.0
2011,E06000001,A86,1,1,1.0
2011,E06000002,A20,3,3,1.0
2011,E06000002,A24,9,8,1.125
2011,E06000002,A29,5,5,1.0
2011,E06000002,A33,1,1,1.0
2011,E06000002,A41,4,4,1.0
2011,E06000002,A53,1,1,1.0
2011,E06000002,A54,15,13,1.1538461538461537
2011,E06000002,A56,2,2,1.0
2011,E06000002,A57,5,5,1.0
2011,E06000002,A60,9,8,1.125
2011,E06000002,A73,10,7,1.4285714285714286
2011,E06000002,A79,4,2,2.0
2011,E06000002,A81,8,6,1.3333333333333333
2011,E06000002,A86,1,1,1.0
2011,E06000003,A1,1,1,1.0
2011,E06000003,A20,3,3,1.0
2011,E06000003,A24,1,1,1.0
2011,E06000003,A29,8,5,1.6
2011,E06000003,A41,10,9,1.1111111111111112
2011,E06000003,A53,1,1,1.0
2011,E06000003,A54,7,6,1.1666666666666667
2011,E06000003,A56,3,3,1.0
2011,E06000003,A57,3,2,1.5
2011,E06000003,A60,7,7,1.0
2011,E06000003,A73,1,1,1.0
2011,E06000003,A79,2,1,2.0
2011,E06000003,A81,7,7,1.0
2011,E06000003,A83,1,1,1.0
2011,E06000003,A86,1,1,1.0
2011,E06000004,A1,2,2,1.0
2011,E06000004,A20,3,3,1.0
2011,E06000004,A24,4,4,1.0
2011,E06000004,A28,1,1,1.0
2011,E06000004,A29,7,6,1.1666666666666667
2011,E06000004,A33,3,2,1.5
2011,E06000004,A41,3,3,1.0
2011,E06000004,A53,2,1,2.0
2011,E06000004,A54,8,8,1.0
2011,E06000004,A56,2,2,1.0
2011,E06000004,A57,3,3,1.0
2011,E06000004,A60,17,14,1.2142857142857142
2011,E06000004,A73,2,2,1.0
2011,E06000004,A79,4,3,1.3333333333333333
2011,E06000004,A81,7,4,1.75
2011,E06000004,A82,1,1,1.0
2011,E06000005,A1,2,2,1.0
2011,E06000005,A12,2,2,1.0
2011,E06000005,A20,2,2,1.0
2011,E06000005,A29,2,2,1.0
2011,E06000005,A41,11,9,1.2222222222222223
2011,E06000005,A53,1,1,1.0
2011,E06000005,A54,5,4,1.25
2011,E06000005,A56,3,3,1.0
2011,E06000005,A57,3,3,1.0
2011,E06000005,A60,23,12,1.9166666666666667
2011,E06000005,A79,2,2,1.0
2011,E06000005,A81,7,7,1.0
2011,E06000005,A83,2,1,2.0
2011,E06000006,A1,3,3,1.0
2011,E06000006,A20,7,6,1.1666666666666667
2011,E06000006,A24,1,1,1.0
2011,E06000006,A29,1,1,1.0
2011,E06000006,A41,8,6,1.3333333333333333
2011,E06000006,A53,2,2,1.0
2011,E06000006,A54,3,3,1.0
2011,E06000006,A56,1,1,1.0
2011,E06000006,A57,1,1,1.0
2011,E06000006,A60,16,9,1.7777777777777777
2011,E06000006,A73,3,3,1.0
2011,E06000006,A79,1,1,1.0
2011,E06000006,A81,6,4,1.5
2011,E06000006,A82,1,1,1.0
2011,E06000007,A1,9,8,1.125
2011,E06000007,A20,5,5,1.0
2011,E06000007,A24,4,4,1.0
2011,E06000007,A29,5,5,1.0
2011,E06000007,A33,1,1,1.0
2011,E06000007,A41,14,9,1.5555555555555556
2011,E06000007,A53,3,3,1.0
2011,E06000007,A54,11,11,1.0
2011,E06000007,A56,3,3,1.0
2011,E06000007,A57,9,9,1.0
2011,E06000007,A60,37,26,1.4230769230769231
2011,E06000007,A73,4,4,1.0
2011,E06000007,A79,3,3,1.0
2011,E06000007,A81,30,17,1.7647058823529411
2011,E06000007,A82,1,1,1.0
2011,E06000007,A83,2,2,1.0
2011,E06000007,A86,2,2,1.0
2011,E06000008,A1,8,7,1.1428571428571428
2011,E06000008,A20,16,16,1.0
2011,E06000008,A24,6,6,1.0
2011,E06000008,A29,61,28,2.1785714285714284
2011,E06000008,A33,6,5,1.2
2011,E06000008,A41,20,16,1.25
2011,E06000008,A53,19,12,1.5833333333333333
2011,E06000008,A54,33,28,1.1785714285714286
2011,E06000008,A56,15,13,1.1538461538461537
2011,E06000008,A57,22,20,1.1
2011,E06000008,A60,53,30,1.7666666666666666
2011,E06000008,A73,33,24,1.375
2011,E06000008,A79,15,14,1.0714285714285714
2011,E06000008,A81,30,26,1.1538461538461537
2011,E06000008,A82,1,1,1.0
2011,E06000008,A83,1,1,1.0
2011,E06000008,A86,5,4,1.25
2011,E06000009,A1,6,6,1.0
