period,LAD,SHEF_A_CODE,report_count,user_count,average
2010-3,E06000001,A41,2,1,2.0
2010-3,E06000001,A54,1,1,1.0
2010-3,E06000001,A60,4,4,1.0
2010-3,E06000001,A81,1,1,1.0
2010-3,E06000002,A20,1,1,1.0
2010-3,E06000002,A54,1,1,1.0
2010-3,E06000002,A60,4,4,1.0
2010-3,E06000002,A81,1,1,1.0
2010-3,E06000003,A54,1,1,1.0
2010-3,E06000003,A57,1,1,1.0
2010-3,E06000003,A60,4,4,1.0
2010-3,E06000004,A41,1,1,1.0
2010-3,E06000004,A54,1,1,1.0
2010-3,E06000004,A60,6,6,1.0
2010-3,E06000004,A82,1,1,1.0
2010-3,E06000005,A33,1,1,1.0
2010-3,E06000005,A60,2,1,2.0
2010-3,E06000006,A54,1,1,1.0
2010-3,E06000007,A24,1,1,1.0
2010-3,E06000007,A29,1,1,1.0
2010-3,E06000007,A41,2,1,2.0
2010-3,E06000007,A60,4,3,1.3333333333333333
2010-3,E06000007,A73,1,1,1.0
2010-3,E06000008,A1,1,1,1.0
2010-3,E06000008,A12,1,1,1.0
2010-3,E06000008,A20,2,2,1.0
2010-3,E06000008,A29,6,3,2.0
2010-3,E06000008,A41,4,3,1.3333333333333333
2010-3,E06000008,A54,3,3,1.0
2010-3,E06000008,A56,1,1,1.0
2010-3,E06000008,A60,13,8,1.625
2010-3,E06000008,A73,1,1,1.0
2010-3,E06000008,A79,2,2,1.0
2010-3,E06000008,A81,1,1,1.0
2010-3,E06000009,A41,5,2,2.5
2010-3,E06000009,A53,1,1,1.0
2010-3,E06000009,A56,1,1,1.0
2010-3,E06000009,A60,8,5,1.6
2010-3,E06000009,A79,1,1,1.0
2010-3,E06000009,A81,3,3,1.0
2010-3,E06000010,A41,1,1,1.0
2010-3,E06000010,A53,1,1,1.0
2010-3,E06000010,A54,2,2,1.0
2010-3,E06000010,A57,1,1,1.0
2010-3,E06000010,A60,4,4,1.0
2010-3,E06000010,A81,2,2,1.0
2010-3,E06000010,A86,1,1,1.0
2010-3,E06000011,A20,1,1,1.0
2010-3,E06000011,A41,7,4,1.75
2010-3,E06000011,A54,2,2,1.0
2010-3,E06000011,A56,1,1,1.0
2010-3,E06000011,A57,3,2,1.5
2010-3,E06000011,A60,10,7,1.4285714285714286
2010-3,E06000011,A81,1,1,1.0
2010-3,E06000012,A24,1,1,1.0
2010-3,E06000012,A41,5,2,2.5
2010-3,E06000012,A57,2,2,1.0
2010-3,E06000012,A60,2,2,1.0
2010-3,E06000012,A83,1,1,1.0
2010-3,E06000013,A41,2,1,2.0
2010-3,E06000013,A54,1,1,1.0
2010-3,E06000013,A60,8,3,2.6666666666666665
2010-3,E06000014,A54,2,2,1.0
2010-3,E06000014,A57,1,1,1.0
2010-3,E06000014,A60,6,5,1.2
2010-3,E06000014,A79,1,1,1.0
2010-3,E06000014,A82,1,1,1.0
2010-3,E06000014,A86,2,2,1.0
2010-3,E06000015,A29,1,1,1.0
2010-3,E06000015,A56,1,1,1.0
2010-3,E06000015,A60,2,2,1.0
2010-3,E06000015,A81,2,2,1.0
2010-3,E06000016,A20,1,1,1.0
2010-3,E06000016,A41,1,1,1.0
2010-3,E06000016,A54,2,2,1.0
2010-3,E06000016,A56,1,1,1.0
2010-3,E06000016,A60,8,8,1.0
2010-3,E06000016,A86,1,1,1.0
2010-3,E06000017,A41,3,2,1.5
2010-3,E06000017,A60,3,3,1.0
2010-3,E06000017,A83,1,1,1.0
2010-3,E06000018,A20,2,1,2.0
2010-3,E06000018,A29,4,4,1.0
2010-3,E06000018,A33,1,1,1.0
2010-3,E06000018,A41,1,1,1.0
2010-3,E06000018,A54,2,2,1.0
2010-3,E06000018,A56,3,3,1.0
2010-3,E06000018,A60,4,4,1.0
2010-3,E06000018,A73,3,2,1.5
2010-3,E06000018,A79,1,1,1.0
2010-3,E06000018,A81,2,1,2.0
2010-3,E06000018,A83,1,1,1.0
2010-3,E06000018,A86,1,1,1.0
2010-3,E06000019,A1,1,1,1.0
2010-3,E06000019,A20,1,1,1.0
2010-3,E06000019,A41,3,3,1.0
2010-3,E06000019,A53,2,2,1.0
2010-3,E06000019,A54,1,1,1.0
2010-3,E06000019,A56,1,1,1.0
2010-3,E06000019,A57,3,3,1.0
2010-3,E06000019,A60,23,16,1.4375
2010-3,E06000019,A73,1,1,1.0
2010-3,E06000019,A79,3,3,1.0
2010-3,E06000019,A81,2,2,1.0
2010-3,E06000019,A82,1,1,1.0
2010-3,E06000020,A29,2,2,1.0
2010-3,E06000020,A41,2,2,1.0
2010-3,E06000020,A57,2,2,1.0
2010-3,E06000020,A60,16,7,2.2857142857142856
2010-3,E06000020,A79,4,1,4.0
2010-3,E06000021,A29,2,2,1.0
2010-3,E06000021,A54,3,3,1.0
2010-3,E06000021,A56,1,1,1.0
2010-3,E06000021,A57,1,1,1.0
2010-3,E06000021,A60,11,6,1.8333333333333333
2010-3,E06000021,A73,3,3,1.0
2010-3,E06000021,A81,1,1,1.0
2010-3,E06000022,A29,2,1,2.0
2010-3,E06000022,A41,2,2,1.0
2010-3,E06000022,A53,1,1,1.0
2010-3,E06000022,A54,1,1,1.0
2010-3,E06000022,A60,10,6,1.6666666666666667
2010-3,E06000022,A73,1,1,1.0
2010-3,E06000022,A81,1,1,1.0
2010-3,E06000022,A83,1,1,1.0
2010-3,E06000023,A1,1,1,1.0
2010-3,E06000023,A24,1,1,1.0
2010-3,E06000023,A33,3,3,1.0
2010-3,E06000023,A41,1,1,1.0
2010-3,E06000023,A53,1,1,1.0
2010-3,E06000023,A54,1,1,1.0
2010-3,E06000023,A57,1,1,1.0
2010-3,E06000023,A60,18,12,1.5
2010-3,E06000023,A73,2,2,1.0
2010-3,E06000023,A81,2,2,1.0
2010-3,E06000024,A29,1,1,1.0
2010-3,E06000024,A41,2,2,1.0
2010-3,E06000024,A57,1,1,1.0
2010-3,E06000024,A60,17,9,1.8888888888888888
2010-3,E06000024,A73,1,1,1.0
2010-3,E06000024,A81,2,2,1.0
2010-3,E06000025,A29,3,1,3.0
2010-3,E06000025,A54,3,2,1.5
2010-3,E06000025,A60,2,2,1.0
2010-3,E06000025,A82,1,1,1.0
2010-3,E06000026,A20,1,1,1.0
2010-3,E06000026,A29,2,2,1.0
2010-3,E06000026,A41,3,3,1.0
2010-3,E06000026,A54,1,1,1.0
2010-3,E06000026,A60,10,6,1.6666666666666667
2010-3,E06000026,A81,1,1,1.0
2010-3,E06000027,A33,1,1,1.0
2010-3,E06000027,A54,1,1,1.0
2010-3,E06000027,A60,3,2,1.5
2010-3,E06000027,A81,2,2,1.0
2010-3,E06000030,A60,3,3,1.0
2010-3,E06000030,A81,1,1,1.0
2010-3,E06000030,A83,2,1,2.0
2010-3,E06000031,A20,2,2,1.0
2010-3,E06000031,A24,1,1,1.0
2010-3,E06000031,A29,3,3,1.0
2010-3,E06000031,A33,32,1,32.0
2010-3,E06000031,A41,1,1,1.0
2010-3,E06000031,A54,4,4,1.0
2010-3,E06000031,A57,1,1,1.0
2010-3,E06000031,A60,2,2,1.0
2010-3,E06000031,A73,2,2,1.0
2010-3,E06000031,A81,22,4,5.5
2010-3,E06000031,A82,1,1,1.0
2010-3,E06000031,A86,1,1,1.0
2010-3,E06000032,A29,2,2,1.0
2010-3,E06000032,A41,2,2,1.0
2010-3,E06000032,A60,17,8,2.125
2010-3,E06000032,A73,1,1,1.0
2010-3,E06000032,A81,4,4,1.0
2010-3,E06000032,A86,1,1,1.0
2010-3,E06000033,A29,1,1,1.0
2010-3,E06000033,A54,13,3,4.333333333333333
2010-3,E06000034,A29,1,1,1.0
2010-3,E06000034,A54,2,1,2.0
2010-3,E06000034,A60,3,3,1.0
2010-3,E06000035,A20,1,1,1.0
2010-3,E06000035,A24,1,1,1.0
