period,LAD,SHEF_A,report_count,user_count,average
2007,E06000001,Dog Fouling,1,1,1.0
2007,E06000001,Other,3,3,1.0
2007,E06000002,Bus Stops Damage,1,1,1.0
2007,E06000002,Other,4,4,1.0
2007,E06000002,Pavement /Footway Defects,1,1,1.0
2007,E06000002,Potholes,1,1,1.0
2007,E06000002,Street Lights,1,1,1.0
2007,E06000003,Bus Stops Damage,1,1,1.0
2007,E06000003,Dog Fouling,1,1,1.0
2007,E06000003,Fly-tipping,2,2,1.0
2007,E06000003,Highway Condition,2,2,1.0
2007,E06000003,Other,5,5,1.0
2007,E06000003,Parking,1,1,1.0
2007,E06000003,Pavement /Footway Defects,5,3,1.6666666666666667
2007,E06000003,Potholes,1,1,1.0
2007,E06000003,Street Lights,2,1,2.0
2007,E06000004,Abandoned Vehicles,1,1,1.0
2007,E06000004,Bus Stops Damage,1,1,1.0
2007,E06000004,Dog Fouling,1,1,1.0
2007,E06000004,Fly-tipping,2,2,1.0
2007,E06000004,Highway Condition,2,2,1.0
2007,E06000004,Open Spaces/Parks,1,1,1.0
2007,E06000004,Other,5,4,1.25
2007,E06000004,Parking,2,2,1.0
2007,E06000004,Pavement /Footway Defects,1,1,1.0
2007,E06000004,Potholes,2,2,1.0
2007,E06000004,Rubbish,1,1,1.0
2007,E06000004,Street Cleaning,3,3,1.0
2007,E06000005,Other,4,4,1.0
2007,E06000005,Potholes,2,1,2.0
2007,E06000006,Dog Fouling,2,2,1.0
2007,E06000006,Fly-tipping,3,3,1.0
2007,E06000006,Highway Condition,1,1,1.0
2007,E06000006,Other,4,4,1.0
2007,E06000006,Parking,1,1,1.0
2007,E06000006,Pavement /Footway Defects,4,4,1.0
2007,E06000006,Rubbish,1,1,1.0
2007,E06000007,Abandoned Vehicles,1,1,1.0
2007,E06000007,Other,6,6,1.0
2007,E06000007,Parking,1,1,1.0
2007,E06000007,Pavement /Footway Defects,2,2,1.0
2007,E06000007,Potholes,1,1,1.0
2007,E06000008,Abandoned Vehicles,1,1,1.0
2007,E06000008,Dog Fouling,4,4,1.0
2007,E06000008,Fly-tipping,4,3,1.3333333333333333
2007,E06000008,Other,2,2,1.0
2007,E06000008,Pavement /Footway Defects,1,1,1.0
2007,E06000008,Street Lights,3,3,1.0
2007,E06000009,Abandoned Vehicles,1,1,1.0
2007,E06000009,Dog Fouling,1,1,1.0
