period,LAD,SHEF_A,report_count,user_count,average
2018-6,E06000001,Abandoned Vehicles,1,1,1.0
2018-6,E06000001,Dog Fouling,2,1,2.0
2018-6,E06000001,Fallen/Dangerous Trees,3,3,1.0
2018-6,E06000001,Fly-tipping,9,7,1.2857142857142858
2018-6,E06000001,Highway Condition,4,4,1.0
2018-6,E06000001,Open Spaces/Parks,4,4,1.0
2018-6,E06000001,Other,6,5,1.2
2018-6,E06000001,Parking,1,1,1.0
2018-6,E06000001,Pavement /Footway Defects,6,4,1.5
2018-6,E06000001,Potholes,6,6,1.0
2018-6,E06000001,Public Toilets,1,1,1.0
2018-6,E06000001,Rubbish,6,5,1.2
2018-6,E06000001,Street Cleaning,1,1,1.0
2018-6,E06000001,Street Lights,1,1,1.0
2018-6,E06000002,Potholes,1,1,1.0
2018-6,E06000003,Abandoned Vehicles,3,1,3.0
2018-6,E06000003,Fly-tipping,1,1,1.0
2018-6,E06000003,Highway Condition,2,2,1.0
2018-6,E06000003,Open Spaces/Parks,1,1,1.0
2018-6,E06000003,Other,1,1,1.0
2018-6,E06000003,Parking,2,2,1.0
2018-6,E06000003,Pavement /Footway Defects,3,2,1.5
2018-6,E06000003,Street Lights,1,1,1.0
2018-6,E06000003,Street Name Plates,1,1,1.0
2018-6,E06000004,Abandoned Vehicles,1,1,1.0
2018-6,E06000004,Dog Fouling,1,1,1.0
2018-6,E06000004,Fallen/Dangerous Trees,3,2,1.5
2018-6,E06000004,Fly-tipping,3,3,1.0
2018-6,E06000004,Flyposting,2,1,2.0
2018-6,E06000004,Highway Condition,6,6,1.0
2018-6,E06000004,Open Spaces/Parks,5,5,1.0
2018-6,E06000004,Other,3,3,1.0
2018-6,E06000004,Parking,6,4,1.5
2018-6,E06000004,Pavement /Footway Defects,6,6,1.0
2018-6,E06000004,Potholes,5,5,1.0
2018-6,E06000004,Rubbish,1,1,1.0
2018-6,E06000004,Street Name Plates,1,1,1.0
2018-6,E06000004,Traffic Lights,1,1,1.0
2018-6,E06000005,Fly-tipping,7,5,1.4
2018-6,E06000005,Other,3,2,1.5
