period,LAD,SHEF_A_CODE,report_count,user_count,average
2018-2,,A1,2,2,1.0
2018-2,,A29,3,2,1.5
2018-2,,A33,1,1,1.0
2018-2,,A41,2,2,1.0
2018-2,,A53,1,1,1.0
2018-2,,A54,2,2,1.0
2018-2,,A56,3,2,1.5
2018-2,,A57,4,4,1.0
2018-2,,A60,29,24,1.2083333333333333
2018-2,,A73,5,3,1.6666666666666667
2018-2,,A79,1,1,1.0
2018-2,,A8,1,1,1.0
2018-2,,A81,11,11,1.0
2018-2,,A83,1,1,1.0
2018-2,E06000001,A12,1,1,1.0
2018-2,E06000001,A29,7,6,1.1666666666666667
2018-2,E06000001,A41,4,4,1.0
2018-2,E06000001,A53,1,1,1.0
2018-2,E06000001,A54,1,1,1.0
2018-2,E06000001,A57,3,3,1.0
2018-2,E06000001,A60,6,6,1.0
2018-2,E06000001,A73,5,2,2.5
2018-2,E06000001,A81,6,6,1.0
2018-2,E06000002,A41,5,5,1.0
2018-2,E06000002,A54,2,2,1.0
2018-2,E06000002,A57,2,2,1.0
2018-2,E06000002,A60,6,6,1.0
2018-2,E06000002,A73,2,2,1.0
2018-2,E06000002,A79,1,1,1.0
2018-2,E06000002,A81,3,3,1.0
2018-2,E06000002,A83,1,1,1.0
2018-2,E06000003,A20,1,1,1.0
2018-2,E06000003,A29,2,2,1.0
2018-2,E06000003,A41,1,1,1.0
2018-2,E06000003,A56,2,2,1.0
2018-2,E06000003,A60,2,2,1.0
2018-2,E06000004,A1,2,2,1.0
2018-2,E06000004,A20,5,4,1.25
2018-2,E06000004,A24,1,1,1.0
2018-2,E06000004,A29,4,4,1.0
2018-2,E06000004,A41,3,3,1.0
2018-2,E06000004,A53,1,1,1.0
2018-2,E06000004,A54,4,4,1.0
2018-2,E06000004,A56,3,1,3.0
2018-2,E06000004,A57,3,3,1.0
2018-2,E06000004,A60,8,7,1.1428571428571428
2018-2,E06000004,A73,2,2,1.0
2018-2,E06000004,A79,3,3,1.0
2018-2,E06000004,A81,9,8,1.125
2018-2,E06000004,A82,1,1,1.0
2018-2,E06000004,A86,1,1,1.0
2018-2,E06000005,A29,6,2,3.0
2018-2,E06000005,A56,1,1,1.0
2018-2,E06000005,A57,2,2,1.0
2018-2,E06000005,A60,3,3,1.0
2018-2,E06000005,A86,1,1,1.0
2018-2,E06000006,A1,1,1,1.0
2018-2,E06000006,A12,1,1,1.0
2018-2,E06000006,A29,3,2,1.5
2018-2,E06000006,A41,3,3,1.0
2018-2,E06000006,A53,1,1,1.0
2018-2,E06000006,A54,2,2,1.0
2018-2,E06000006,A56,1,1,1.0
2018-2,E06000006,A60,6,5,1.2
2018-2,E06000006,A73,1,1,1.0
2018-2,E06000006,A79,1,1,1.0
2018-2,E06000006,A81,1,1,1.0
2018-2,E06000006,A86,1,1,1.0
2018-2,E06000007,A1,1,1,1.0
2018-2,E06000007,A29,2,2,1.0
2018-2,E06000007,A54,1,1,1.0
2018-2,E06000007,A56,1,1,1.0
2018-2,E06000007,A57,1,1,1.0
2018-2,E06000007,A60,13,10,1.3
2018-2,E06000007,A73,1,1,1.0
2018-2,E06000007,A79,1,1,1.0
2018-2,E06000007,A82,1,1,1.0
2018-2,E06000007,A83,1,1,1.0
2018-2,E06000008,A29,6,6,1.0
2018-2,E06000008,A33,1,1,1.0
2018-2,E06000008,A53,1,1,1.0
2018-2,E06000008,A54,1,1,1.0
2018-2,E06000008,A56,3,3,1.0
2018-2,E06000008,A60,18,15,1.2
2018-2,E06000008,A73,3,3,1.0
2018-2,E06000008,A81,2,2,1.0
2018-2,E06000008,A83,1,1,1.0
2018-2,E06000008,A86,1,1,1.0
2018-2,E06000009,A1,2,2,1.0
2018-2,E06000009,A20,1,1,1.0
2018-2,E06000009,A41,1,1,1.0
