period,LAD,SHEF_A,report_count,user_count,average
2017,E06000001,Abandoned Vehicles,1,1,1.0
2017,E06000001,Bus Stops Damage,1,1,1.0
2017,E06000001,Dog Fouling,7,7,1.0
2017,E06000001,Fallen/Dangerous Trees,4,4,1.0
2017,E06000001,Fly-tipping,53,16,3.3125
2017,E06000001,Flyposting,5,2,2.5
2017,E06000001,Highway Condition,18,13,1.3846153846153846
2017,E06000001,Open Spaces/Parks,15,8,1.875
2017,E06000001,Other,33,25,1.32
2017,E06000001,Parking,11,8,1.375
2017,E06000001,Pavement /Footway Defects,26,18,1.4444444444444444
2017,E06000001,Potholes,12,11,1.0909090909090908
2017,E06000001,Public Toilets,2,2,1.0
2017,E06000001,Rubbish,13,9,1.4444444444444444
2017,E06000001,Street Cleaning,5,2,2.5
2017,E06000001,Street Lights,10,10,1.0
2017,E06000001,Street Name Plates,5,4,1.25
2017,E06000001,Street Signs,12,8,1.5
2017,E06000001,Traffic Lights,1,1,1.0
2017,E06000002,Abandoned Vehicles,8,4,2.0
2017,E06000002,Bus Stops Damage,3,1,3.0
2017,E06000002,Dog Fouling,2,1,2.0
2017,E06000002,Fallen/Dangerous Trees,1,1,1.0
2017,E06000002,Fly-tipping,16,10,1.6
2017,E06000002,Flyposting,1,1,1.0
2017,E06000002,Graffiti,4,2,2.0
2017,E06000002,Highway Condition,20,11,1.8181818181818181
2017,E06000002,Open Spaces/Parks,4,3,1.3333333333333333
2017,E06000002,Other,32,13,2.4615384615384617
2017,E06000002,Parking,13,12,1.0833333333333333
2017,E06000002,Pavement /Footway Defects,25,14,1.7857142857142858
2017,E06000002,Potholes,18,10,1.8
2017,E06000002,Rubbish,5,5,1.0
2017,E06000002,Street Cleaning,5,4,1.25
2017,E06000002,Street Lights,31,13,2.3846153846153846
2017,E06000002,Street Name Plates,1,1,1.0
2017,E06000002,Street Signs,7,6,1.1666666666666667
2017,E06000002,Traffic Lights,1,1,1.0
2017,E06000003,Abandoned Vehicles,6,5,1.2
2017,E06000003,Dog Fouling,6,4,1.5
2017,E06000003,Fallen/Dangerous Trees,3,3,1.0
2017,E06000003,Fly-tipping,13,9,1.4444444444444444
2017,E06000003,Graffiti,1,1,1.0
2017,E06000003,Highway Condition,12,10,1.2
2017,E06000003,Open Spaces/Parks,7,4,1.75
2017,E06000003,Other,13,10,1.3
2017,E06000003,Parking,9,8,1.125
2017,E06000003,Pavement /Footway Defects,6,5,1.2
2017,E06000003,Potholes,5,5,1.0
2017,E06000003,Rubbish,12,9,1.3333333333333333
2017,E06000003,Street Cleaning,1,1,1.0
2017,E06000003,Street Lights,11,10,1.1
2017,E06000003,Street Name Plates,1,1,1.0
2017,E06000003,Street Signs,5,5,1.0
2017,E06000003,Traffic Lights,1,1,1.0
2017,E06000004,Abandoned Vehicles,34,22,1.5454545454545454
2017,E06000004,Bus Stops Damage,6,4,1.5
2017,E06000004,Dog Fouling,26,18,1.4444444444444444
2017,E06000004,Fallen/Dangerous Trees,14,13,1.0769230769230769
