period,LAD,SHEF_A,report_count,user_count,average
2015-4,E06000001,Fly-tipping,4,1,4.0
2015-4,E06000001,Graffiti,1,1,1.0
2015-4,E06000001,Highway Condition,1,1,1.0
2015-4,E06000001,Other,1,1,1.0
2015-4,E06000001,Potholes,1,1,1.0
2015-4,E06000001,Rubbish,1,1,1.0
2015-4,E06000001,Street Signs,1,1,1.0
2015-4,E06000002,Fly-tipping,1,1,1.0
2015-4,E06000002,Highway Condition,3,2,1.5
2015-4,E06000002,Other,2,2,1.0
2015-4,E06000002,Parking,1,1,1.0
2015-4,E06000002,Potholes,2,1,2.0
2015-4,E06000002,Street Lights,1,1,1.0
2015-4,E06000002,Street Signs,3,2,1.5
2015-4,E06000003,Dog Fouling,1,1,1.0
2015-4,E06000003,Highway Condition,1,1,1.0
2015-4,E06000003,Other,1,1,1.0
2015-4,E06000003,Pavement /Footway Defects,3,1,3.0
2015-4,E06000003,Potholes,1,1,1.0
2015-4,E06000003,Rubbish,1,1,1.0
2015-4,E06000003,Street Lights,1,1,1.0
2015-4,E06000003,Street Signs,1,1,1.0
2015-4,E06000004,Dog Fouling,2,2,1.0
2015-4,E06000004,Fly-tipping,5,2,2.5
2015-4,E06000004,Other,5,5,1.0
2015-4,E06000004,Parking,3,3,1.0
2015-4,E06000004,Pavement /Footway Defects,1,1,1.0
2015-4,E06000004,Potholes,3,3,1.0
2015-4,E06000004,Street Cleaning,1,1,1.0
2015-4,E06000004,Street Lights,7,7,1.0
2015-4,E06000004,Street Signs,1,1,1.0
2015-4,E06000004,Traffic Lights,2,1,2.0
2015-4,E06000005,Fly-tipping,2,2,1.0
2015-4,E06000005,Highway Condition,3,2,1.5
2015-4,E06000005,Open Spaces/Parks,1,1,1.0
2015-4,E06000005,Parking,1,1,1.0
2015-4,E06000005,Street Lights,1,1,1.0
2015-4,E06000006,Dog Fouling,1,1,1.0
2015-4,E06000006,Fly-tipping,5,4,1.25
2015-4,E06000006,Highway Condition,1,1,1.0
2015-4,E06000006,Other,2,2,1.0
2015-4,E06000006,Parking,1,1,1.0
2015-4,E06000006,Pavement /Footway Defects,1,1,1.0
2015-4,E06000006,Potholes,1,1,1.0
2015-4,E06000006,Rubbish,1,1,1.0
2015-4,E06000007,Abandoned Vehicles,1,1,1.0
