period,LAD,SHEF_A,report_count,user_count,average
2012,E06000001,Dog Fouling,3,3,1.0
2012,E06000001,Fly-tipping,4,4,1.0
2012,E06000001,Highway Condition,3,2,1.5
2012,E06000001,Other,4,4,1.0
2012,E06000001,Pavement /Footway Defects,1,1,1.0
2012,E06000001,Potholes,8,7,1.1428571428571428
2012,E06000001,Street Lights,7,6,1.1666666666666667
2012,E06000002,Abandoned Vehicles,1,1,1.0
2012,E06000002,Dog Fouling,6,6,1.0
2012,E06000002,Fallen/Dangerous Trees,1,1,1.0
2012,E06000002,Fly-tipping,7,4,1.75
2012,E06000002,Graffiti,1,1,1.0
2012,E06000002,Highway Condition,4,4,1.0
2012,E06000002,Open Spaces/Parks,7,3,2.3333333333333335
2012,E06000002,Other,8,7,1.1428571428571428
2012,E06000002,Parking,5,5,1.0
2012,E06000002,Pavement /Footway Defects,5,5,1.0
2012,E06000002,Potholes,8,6,1.3333333333333333
2012,E06000002,Rubbish,5,4,1.25
2012,E06000002,Street Cleaning,4,4,1.0
2012,E06000002,Street Lights,9,9,1.0
2012,E06000002,Street Signs,3,2,1.5
2012,E06000002,Traffic Lights,1,1,1.0
2012,E06000003,Abandoned Vehicles,1,1,1.0
2012,E06000003,Bus Stops Damage,2,2,1.0
2012,E06000003,Dog Fouling,15,13,1.1538461538461537
2012,E06000003,Fallen/Dangerous Trees,2,2,1.0
2012,E06000003,Highway Condition,8,8,1.0
2012,E06000003,Open Spaces/Parks,1,1,1.0
2012,E06000003,Other,4,4,1.0
2012,E06000003,Pavement /Footway Defects,1,1,1.0
2012,E06000003,Potholes,5,5,1.0
2012,E06000003,Street Cleaning,2,2,1.0
2012,E06000003,Street Lights,9,7,1.2857142857142858
2012,E06000004,Abandoned Vehicles,2,2,1.0
2012,E06000004,Dog Fouling,12,5,2.4
2012,E06000004,Fly-tipping,10,8,1.25
2012,E06000004,Graffiti,1,1,1.0
2012,E06000004,Highway Condition,5,5,1.0
2012,E06000004,Open Spaces/Parks,1,1,1.0
2012,E06000004,Other,3,3,1.0
2012,E06000004,Parking,4,4,1.0
