period,LAD,SHEF_A,report_count,user_count,average
2011-3,E06000001,Dog Fouling,1,1,1.0
2011-3,E06000001,Fly-tipping,3,2,1.5
2011-3,E06000002,Dog Fouling,1,1,1.0
2011-3,E06000002,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000002,Other,1,1,1.0
2011-3,E06000002,Pavement /Footway Defects,1,1,1.0
2011-3,E06000002,Potholes,1,1,1.0
2011-3,E06000002,Rubbish,1,1,1.0
2011-3,E06000002,Street Lights,2,2,1.0
2011-3,E06000003,Abandoned Vehicles,1,1,1.0
2011-3,E06000003,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000003,Fly-tipping,2,1,2.0
2011-3,E06000003,Other,1,1,1.0
2011-3,E06000003,Potholes,1,1,1.0
2011-3,E06000003,Street Lights,1,1,1.0
2011-3,E06000004,Fly-tipping,2,2,1.0
2011-3,E06000004,Potholes,2,2,1.0
2011-3,E06000005,Fly-tipping,1,1,1.0
2011-3,E06000005,Highway Condition,1,1,1.0
2011-3,E06000005,Other,1,1,1.0
2011-3,E06000005,Street Lights,1,1,1.0
2011-3,E06000006,Dog Fouling,1,1,1.0
2011-3,E06000006,Highway Condition,2,1,2.0
2011-3,E06000006,Potholes,2,2,1.0
2011-3,E06000006,Street Cleaning,1,1,1.0
2011-3,E06000006,Street Lights,1,1,1.0
2011-3,E06000007,Dog Fouling,2,2,1.0
2011-3,E06000007,Other,2,2,1.0
2011-3,E06000007,Potholes,2,2,1.0
2011-3,E06000007,Rubbish,2,2,1.0
2011-3,E06000007,Street Cleaning,1,1,1.0
2011-3,E06000007,Street Lights,1,1,1.0
2011-3,E06000008,Dog Fouling,4,4,1.0
2011-3,E06000008,Fallen/Dangerous Trees,2,2,1.0
2011-3,E06000008,Fly-tipping,4,3,1.3333333333333333
2011-3,E06000008,Graffiti,2,1,2.0
2011-3,E06000008,Highway Condition,2,2,1.0
2011-3,E06000008,Other,7,5,1.4
2011-3,E06000008,Parking,3,3,1.0
2011-3,E06000008,Pavement /Footway Defects,2,2,1.0
2011-3,E06000008,Potholes,3,2,1.5
2011-3,E06000008,Rubbish,6,6,1.0
2011-3,E06000008,Street Cleaning,1,1,1.0
2011-3,E06000008,Street Lights,2,2,1.0
2011-3,E06000009,Highway Condition,2,2,1.0
2011-3,E06000009,Open Spaces/Parks,1,1,1.0
2011-3,E06000009,Other,1,1,1.0
2011-3,E06000009,Pavement /Footway Defects,1,1,1.0
2011-3,E06000009,Potholes,5,5,1.0
2011-3,E06000009,Rubbish,1,1,1.0
2011-3,E06000009,Street Signs,1,1,1.0
2011-3,E06000009,Traffic Lights,1,1,1.0
2011-3,E06000010,Fly-tipping,1,1,1.0
2011-3,E06000010,Highway Condition,1,1,1.0
2011-3,E06000010,Other,1,1,1.0
2011-3,E06000010,Potholes,7,7,1.0
2011-3,E06000010,Street Lights,2,2,1.0
2011-3,E06000011,Abandoned Vehicles,1,1,1.0
2011-3,E06000011,Dog Fouling,1,1,1.0
2011-3,E06000011,Fallen/Dangerous Trees,2,2,1.0
2011-3,E06000011,Fly-tipping,2,1,2.0
2011-3,E06000011,Highway Condition,5,3,1.6666666666666667
2011-3,E06000011,Other,1,1,1.0
2011-3,E06000011,Potholes,8,7,1.1428571428571428
2011-3,E06000011,Street Lights,1,1,1.0
2011-3,E06000011,Street Signs,1,1,1.0
2011-3,E06000012,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000012,Highway Condition,1,1,1.0
2011-3,E06000012,Potholes,1,1,1.0
2011-3,E06000012,Street Lights,1,1,1.0
2011-3,E06000013,Parking,2,2,1.0
2011-3,E06000013,Potholes,2,2,1.0
2011-3,E06000013,Rubbish,2,1,2.0
2011-3,E06000014,Graffiti,1,1,1.0
2011-3,E06000014,Highway Condition,2,2,1.0
2011-3,E06000014,Other,1,1,1.0
2011-3,E06000014,Pavement /Footway Defects,2,2,1.0
2011-3,E06000014,Potholes,1,1,1.0
2011-3,E06000015,Abandoned Vehicles,2,1,2.0
2011-3,E06000015,Fly-tipping,1,1,1.0
2011-3,E06000015,Flyposting,2,1,2.0
2011-3,E06000015,Graffiti,1,1,1.0
2011-3,E06000015,Highway Condition,4,4,1.0
2011-3,E06000015,Pavement /Footway Defects,1,1,1.0
2011-3,E06000015,Potholes,5,5,1.0
2011-3,E06000015,Street Cleaning,1,1,1.0
2011-3,E06000015,Street Lights,3,3,1.0
2011-3,E06000015,Street Name Plates,1,1,1.0
2011-3,E06000015,Traffic Lights,2,2,1.0
2011-3,E06000016,Dog Fouling,1,1,1.0
2011-3,E06000016,Fly-tipping,3,2,1.5
2011-3,E06000016,Graffiti,1,1,1.0
2011-3,E06000016,Highway Condition,3,2,1.5
2011-3,E06000016,Other,1,1,1.0
2011-3,E06000016,Pavement /Footway Defects,2,2,1.0
2011-3,E06000016,Potholes,11,8,1.375
2011-3,E06000016,Street Cleaning,1,1,1.0
2011-3,E06000016,Street Lights,1,1,1.0
2011-3,E06000017,Highway Condition,1,1,1.0
2011-3,E06000017,Potholes,3,2,1.5
2011-3,E06000018,Abandoned Vehicles,1,1,1.0
2011-3,E06000018,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000018,Fly-tipping,7,6,1.1666666666666667
2011-3,E06000018,Graffiti,6,3,2.0
2011-3,E06000018,Highway Condition,4,3,1.3333333333333333
2011-3,E06000018,Other,2,2,1.0
2011-3,E06000018,Pavement /Footway Defects,1,1,1.0
2011-3,E06000018,Potholes,3,1,3.0
2011-3,E06000018,Rubbish,1,1,1.0
2011-3,E06000018,Street Cleaning,4,3,1.3333333333333333
2011-3,E06000018,Street Lights,2,2,1.0
2011-3,E06000018,Traffic Lights,2,2,1.0
2011-3,E06000019,Fly-tipping,4,3,1.3333333333333333
2011-3,E06000019,Graffiti,2,2,1.0
2011-3,E06000019,Highway Condition,3,1,3.0
2011-3,E06000019,Other,1,1,1.0
2011-3,E06000019,Pavement /Footway Defects,1,1,1.0
2011-3,E06000019,Potholes,16,11,1.4545454545454546
2011-3,E06000019,Street Cleaning,2,2,1.0
2011-3,E06000019,Street Name Plates,1,1,1.0
2011-3,E06000020,Fly-tipping,1,1,1.0
2011-3,E06000020,Graffiti,3,2,1.5
2011-3,E06000020,Highway Condition,2,2,1.0
2011-3,E06000020,Other,1,1,1.0
2011-3,E06000020,Parking,1,1,1.0
2011-3,E06000020,Pavement /Footway Defects,1,1,1.0
2011-3,E06000020,Potholes,9,5,1.8
2011-3,E06000020,Rubbish,1,1,1.0
2011-3,E06000020,Street Cleaning,2,1,2.0
2011-3,E06000020,Street Lights,3,2,1.5
2011-3,E06000020,Street Signs,3,1,3.0
2011-3,E06000020,Traffic Lights,1,1,1.0
2011-3,E06000021,Fallen/Dangerous Trees,2,2,1.0
2011-3,E06000021,Fly-tipping,2,2,1.0
2011-3,E06000021,Highway Condition,1,1,1.0
2011-3,E06000021,Parking,2,2,1.0
2011-3,E06000021,Pavement /Footway Defects,2,2,1.0
2011-3,E06000021,Potholes,19,12,1.5833333333333333
2011-3,E06000021,Rubbish,2,2,1.0
2011-3,E06000021,Traffic Lights,1,1,1.0
2011-3,E06000022,Bus Stops Damage,1,1,1.0
2011-3,E06000022,Fly-tipping,1,1,1.0
2011-3,E06000022,Highway Condition,2,2,1.0
2011-3,E06000022,Open Spaces/Parks,1,1,1.0
2011-3,E06000022,Pavement /Footway Defects,1,1,1.0
2011-3,E06000022,Potholes,4,4,1.0
2011-3,E06000022,Rubbish,1,1,1.0
2011-3,E06000023,Abandoned Vehicles,2,2,1.0
2011-3,E06000023,Dog Fouling,1,1,1.0
2011-3,E06000023,Fly-tipping,6,6,1.0
2011-3,E06000023,Graffiti,2,2,1.0
2011-3,E06000023,Highway Condition,3,3,1.0
2011-3,E06000023,Other,4,4,1.0
2011-3,E06000023,Parking,2,2,1.0
2011-3,E06000023,Pavement /Footway Defects,2,2,1.0
2011-3,E06000023,Potholes,16,11,1.4545454545454546
2011-3,E06000023,Rubbish,1,1,1.0
2011-3,E06000023,Street Cleaning,1,1,1.0
2011-3,E06000023,Street Lights,1,1,1.0
2011-3,E06000023,Traffic Lights,1,1,1.0
2011-3,E06000024,Graffiti,2,2,1.0
2011-3,E06000024,Highway Condition,7,4,1.75
2011-3,E06000024,Other,1,1,1.0
2011-3,E06000024,Pavement /Footway Defects,2,2,1.0
2011-3,E06000024,Potholes,26,15,1.7333333333333334
2011-3,E06000024,Street Cleaning,2,2,1.0
2011-3,E06000024,Street Lights,1,1,1.0
2011-3,E06000024,Street Signs,3,2,1.5
2011-3,E06000024,Traffic Lights,1,1,1.0
2011-3,E06000025,Dog Fouling,1,1,1.0
2011-3,E06000025,Fly-tipping,1,1,1.0
2011-3,E06000025,Flyposting,1,1,1.0
2011-3,E06000025,Parking,2,2,1.0
2011-3,E06000025,Pavement /Footway Defects,1,1,1.0
2011-3,E06000025,Potholes,7,5,1.4
2011-3,E06000026,Dog Fouling,1,1,1.0
2011-3,E06000026,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000026,Fly-tipping,4,4,1.0
2011-3,E06000026,Highway Condition,4,4,1.0
2011-3,E06000026,Other,1,1,1.0
2011-3,E06000026,Parking,3,3,1.0
2011-3,E06000026,Pavement /Footway Defects,5,5,1.0
2011-3,E06000026,Potholes,20,14,1.4285714285714286
2011-3,E06000026,Rubbish,3,3,1.0
2011-3,E06000026,Street Cleaning,1,1,1.0
2011-3,E06000026,Street Lights,6,6,1.0
2011-3,E06000027,Parking,1,1,1.0
2011-3,E06000027,Potholes,4,4,1.0
2011-3,E06000027,Street Lights,1,1,1.0
2011-3,E06000028,Abandoned Vehicles,2,1,2.0
2011-3,E06000028,Dog Fouling,1,1,1.0
2011-3,E06000028,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000028,Fly-tipping,1,1,1.0
2011-3,E06000028,Graffiti,1,1,1.0
2011-3,E06000028,Highway Condition,4,3,1.3333333333333333
2011-3,E06000028,Other,2,2,1.0
2011-3,E06000028,Pavement /Footway Defects,2,2,1.0
2011-3,E06000028,Potholes,8,5,1.6
2011-3,E06000028,Public Toilets,1,1,1.0
2011-3,E06000028,Street Cleaning,3,3,1.0
2011-3,E06000028,Street Lights,20,3,6.666666666666667
2011-3,E06000028,Street Signs,9,2,4.5
2011-3,E06000028,Traffic Lights,1,1,1.0
2011-3,E06000029,Fallen/Dangerous Trees,1,1,1.0
2011-3,E06000029,Potholes,4,3,1.3333333333333333
2011-3,E06000029,Street Lights,1,1,1.0
2011-3,E06000029,Street Signs,1,1,1.0
2011-3,E06000030,Graffiti,3,2,1.5
2011-3,E06000030,Highway Condition,1,1,1.0
2011-3,E06000030,Potholes,7,6,1.1666666666666667
2011-3,E06000030,Street Lights,2,2,1.0
2011-3,E06000031,Fly-tipping,4,4,1.0
2011-3,E06000031,Graffiti,8,5,1.6
2011-3,E06000031,Highway Condition,2,2,1.0
2011-3,E06000031,Other,4,4,1.0
2011-3,E06000031,Parking,1,1,1.0
2011-3,E06000031,Pavement /Footway Defects,1,1,1.0
2011-3,E06000031,Potholes,3,3,1.0
2011-3,E06000031,Rubbish,3,3,1.0
2011-3,E06000031,Street Cleaning,2,2,1.0
2011-3,E06000031,Street Lights,15,6,2.5
2011-3,E06000032,Parking,1,1,1.0
2011-3,E06000032,Potholes,2,2,1.0
2011-3,E06000032,Rubbish,4,3,1.3333333333333333
2011-3,E06000032,Street Lights,1,1,1.0
2011-3,E06000033,Abandoned Vehicles,1,1,1.0
2011-3,E06000033,Other,3,3,1.0
