period,LAD,SHEF_A,report_count,user_count,average
2014-12,E06000001,Other,1,1,1.0
2014-12,E06000001,Pavement /Footway Defects,1,1,1.0
2014-12,E06000002,Fallen/Dangerous Trees,1,1,1.0
2014-12,E06000002,Highway Condition,1,1,1.0
2014-12,E06000002,Other,2,2,1.0
2014-12,E06000002,Street Lights,1,1,1.0
2014-12,E06000003,Highway Condition,1,1,1.0
2014-12,E06000003,Parking,1,1,1.0
2014-12,E06000003,Pavement /Footway Defects,1,1,1.0
2014-12,E06000003,Potholes,1,1,1.0
2014-12,E06000004,Fly-tipping,1,1,1.0
2014-12,E06000004,Highway Condition,3,3,1.0
2014-12,E06000004,Other,1,1,1.0
2014-12,E06000004,Parking,2,2,1.0
2014-12,E06000004,Pavement /Footway Defects,1,1,1.0
2014-12,E06000004,Rubbish,1,1,1.0
2014-12,E06000004,Street Lights,9,9,1.0
2014-12,E06000005,Highway Condition,1,1,1.0
2014-12,E06000005,Street Cleaning,2,2,1.0
2014-12,E06000005,Street Lights,2,2,1.0
2014-12,E06000006,Fly-tipping,2,2,1.0
2014-12,E06000006,Graffiti,1,1,1.0
2014-12,E06000006,Highway Condition,1,1,1.0
2014-12,E06000006,Parking,1,1,1.0
2014-12,E06000006,Street Lights,1,1,1.0
2014-12,E06000007,Other,1,1,1.0
2014-12,E06000007,Parking,1,1,1.0
2014-12,E06000007,Pavement /Footway Defects,2,2,1.0
2014-12,E06000007,Potholes,5,5,1.0
2014-12,E06000007,Street Lights,5,2,2.5
2014-12,E06000008,Abandoned Vehicles,1,1,1.0
2014-12,E06000008,Dog Fouling,1,1,1.0
2014-12,E06000008,Highway Condition,2,2,1.0
2014-12,E06000008,Other,4,4,1.0
2014-12,E06000008,Parking,1,1,1.0
2014-12,E06000008,Pavement /Footway Defects,1,1,1.0
2014-12,E06000008,Potholes,3,3,1.0
2014-12,E06000008,Rubbish,1,1,1.0
2014-12,E06000008,Street Lights,11,7,1.5714285714285714
2014-12,E06000009,Dog Fouling,1,1,1.0
2014-12,E06000009,Highway Condition,2,2,1.0
2014-12,E06000009,Other,2,2,1.0
2014-12,E06000009,Pavement /Footway Defects,2,2,1.0
2014-12,E06000009,Street Cleaning,1,1,1.0
2014-12,E06000009,Street Lights,3,3,1.0
2014-12,E06000010,Abandoned Vehicles,1,1,1.0
2014-12,E06000010,Fallen/Dangerous Trees,1,1,1.0
2014-12,E06000010,Fly-tipping,5,2,2.5
2014-12,E06000010,Graffiti,3,1,3.0
2014-12,E06000010,Highway Condition,4,2,2.0
2014-12,E06000010,Open Spaces/Parks,1,1,1.0
2014-12,E06000010,Other,3,1,3.0
2014-12,E06000010,Parking,1,1,1.0
2014-12,E06000010,Pavement /Footway Defects,4,4,1.0
2014-12,E06000010,Potholes,5,2,2.5
2014-12,E06000010,Rubbish,12,2,6.0
2014-12,E06000010,Street Cleaning,2,2,1.0
2014-12,E06000010,Street Lights,53,2,26.5
2014-12,E06000010,Street Signs,2,1,2.0
2014-12,E06000010,Traffic Lights,3,1,3.0
2014-12,E06000011,Bus Stops Damage,2,1,2.0
2014-12,E06000011,Fly-tipping,8,2,4.0
2014-12,E06000011,Graffiti,5,1,5.0
2014-12,E06000011,Highway Condition,10,6,1.6666666666666667
2014-12,E06000011,Other,4,1,4.0
2014-12,E06000011,Pavement /Footway Defects,1,1,1.0
2014-12,E06000011,Potholes,7,7,1.0
