period,LAD,SHEF_A,report_count,user_count,average
2015,E06000001,Dog Fouling,2,2,1.0
2015,E06000001,Fallen/Dangerous Trees,2,2,1.0
2015,E06000001,Fly-tipping,29,6,4.833333333333333
2015,E06000001,Flyposting,1,1,1.0
2015,E06000001,Graffiti,4,3,1.3333333333333333
2015,E06000001,Highway Condition,6,5,1.2
2015,E06000001,Open Spaces/Parks,2,2,1.0
2015,E06000001,Other,10,7,1.4285714285714286
2015,E06000001,Parking,1,1,1.0
2015,E06000001,Pavement /Footway Defects,5,4,1.25
2015,E06000001,Potholes,8,7,1.1428571428571428
2015,E06000001,Rubbish,5,3,1.6666666666666667
2015,E06000001,Street Lights,12,8,1.5
2015,E06000001,Street Signs,4,3,1.3333333333333333
2015,E06000002,Abandoned Vehicles,1,1,1.0
2015,E06000002,Bus Stops Damage,1,1,1.0
2015,E06000002,Dog Fouling,3,3,1.0
2015,E06000002,Fallen/Dangerous Trees,1,1,1.0
2015,E06000002,Fly-tipping,10,6,1.6666666666666667
2015,E06000002,Graffiti,3,2,1.5
2015,E06000002,Highway Condition,8,4,2.0
2015,E06000002,Other,16,13,1.2307692307692308
2015,E06000002,Parking,2,2,1.0
2015,E06000002,Pavement /Footway Defects,10,7,1.4285714285714286
2015,E06000002,Potholes,7,6,1.1666666666666667
2015,E06000002,Rubbish,6,6,1.0
2015,E06000002,Street Lights,13,10,1.3
2015,E06000002,Street Name Plates,1,1,1.0
2015,E06000002,Street Signs,7,4,1.75
2015,E06000002,Traffic Lights,2,2,1.0
2015,E06000003,Bus Stops Damage,1,1,1.0
2015,E06000003,Dog Fouling,4,4,1.0
2015,E06000003,Fallen/Dangerous Trees,1,1,1.0
2015,E06000003,Fly-tipping,8,7,1.1428571428571428
2015,E06000003,Highway Condition,3,3,1.0
2015,E06000003,Open Spaces/Parks,2,2,1.0
2015,E06000003,Other,7,7,1.0
2015,E06000003,Parking,7,7,1.0
2015,E06000003,Pavement /Footway Defects,9,4,2.25
2015,E06000003,Potholes,9,9,1.0
2015,E06000003,Rubbish,7,7,1.0
2015,E06000003,Street Cleaning,3,3,1.0
2015,E06000003,Street Lights,5,4,1.25
2015,E06000003,Street Signs,1,1,1.0
2015,E06000004,Abandoned Vehicles,6,6,1.0
