period,LAD,SHEF_A,report_count,user_count,average
2014-5,E06000001,Dog Fouling,1,1,1.0
2014-5,E06000001,Fly-tipping,1,1,1.0
2014-5,E06000001,Potholes,1,1,1.0
2014-5,E06000001,Street Lights,1,1,1.0
2014-5,E06000002,Fly-tipping,1,1,1.0
2014-5,E06000002,Highway Condition,2,2,1.0
2014-5,E06000002,Open Spaces/Parks,1,1,1.0
2014-5,E06000002,Potholes,1,1,1.0
2014-5,E06000002,Street Lights,1,1,1.0
2014-5,E06000003,Fly-tipping,1,1,1.0
2014-5,E06000003,Highway Condition,2,2,1.0
2014-5,E06000003,Other,1,1,1.0
2014-5,E06000004,Other,1,1,1.0
2014-5,E06000004,Street Signs,1,1,1.0
2014-5,E06000005,Highway Condition,2,2,1.0
2014-5,E06000005,Potholes,3,3,1.0
2014-5,E06000005,Street Lights,1,1,1.0
2014-5,E06000006,Fallen/Dangerous Trees,2,2,1.0
2014-5,E06000006,Pavement /Footway Defects,2,1,2.0
2014-5,E06000006,Potholes,1,1,1.0
2014-5,E06000006,Street Lights,1,1,1.0
2014-5,E06000007,Highway Condition,2,1,2.0
2014-5,E06000007,Other,1,1,1.0
2014-5,E06000007,Pavement /Footway Defects,3,3,1.0
2014-5,E06000007,Potholes,3,3,1.0
2014-5,E06000007,Street Cleaning,1,1,1.0
2014-5,E06000007,Street Lights,3,3,1.0
2014-5,E06000007,Street Name Plates,1,1,1.0
2014-5,E06000007,Street Signs,1,1,1.0
2014-5,E06000008,Fly-tipping,2,2,1.0
2014-5,E06000008,Highway Condition,5,4,1.25
2014-5,E06000008,Open Spaces/Parks,2,2,1.0
2014-5,E06000008,Other,5,4,1.25
2014-5,E06000008,Parking,1,1,1.0
2014-5,E06000008,Pavement /Footway Defects,1,1,1.0
2014-5,E06000008,Potholes,9,7,1.2857142857142858
2014-5,E06000008,Rubbish,1,1,1.0
2014-5,E06000008,Street Cleaning,1,1,1.0
2014-5,E06000008,Street Lights,4,4,1.0
2014-5,E06000008,Traffic Lights,1,1,1.0
2014-5,E06000009,Fly-tipping,1,1,1.0
2014-5,E06000009,Highway Condition,1,1,1.0
2014-5,E06000009,Other,1,1,1.0
2014-5,E06000009,Pavement /Footway Defects,2,2,1.0
2014-5,E06000009,Potholes,1,1,1.0
