period,LAD,SHEF_A,report_count,user_count,average
2014-6,E06000001,Highway Condition,2,2,1.0
2014-6,E06000001,Pavement /Footway Defects,1,1,1.0
2014-6,E06000001,Potholes,4,4,1.0
2014-6,E06000001,Rubbish,3,3,1.0
2014-6,E06000001,Street Lights,2,2,1.0
2014-6,E06000001,Street Signs,1,1,1.0
2014-6,E06000002,Fallen/Dangerous Trees,1,1,1.0
2014-6,E06000002,Graffiti,1,1,1.0
2014-6,E06000002,Other,1,1,1.0
2014-6,E06000002,Pavement /Footway Defects,1,1,1.0
2014-6,E06000002,Potholes,1,1,1.0
2014-6,E06000002,Street Lights,1,1,1.0
2014-6,E06000002,Street Name Plates,1,1,1.0
2014-6,E06000003,Dog Fouling,2,2,1.0
2014-6,E06000003,Fly-tipping,1,1,1.0
2014-6,E06000003,Highway Condition,3,2,1.5
2014-6,E06000003,Pavement /Footway Defects,1,1,1.0
2014-6,E06000003,Potholes,3,3,1.0
2014-6,E06000003,Street Cleaning,2,2,1.0
2014-6,E06000004,Dog Fouling,2,2,1.0
2014-6,E06000004,Fly-tipping,2,2,1.0
2014-6,E06000004,Graffiti,1,1,1.0
2014-6,E06000004,Open Spaces/Parks,3,3,1.0
2014-6,E06000004,Other,4,4,1.0
2014-6,E06000004,Parking,2,2,1.0
2014-6,E06000004,Pavement /Footway Defects,13,8,1.625
2014-6,E06000004,Potholes,6,5,1.2
2014-6,E06000004,Rubbish,3,3,1.0
2014-6,E06000004,Street Cleaning,1,1,1.0
2014-6,E06000004,Street Lights,10,4,2.5
2014-6,E06000004,Street Name Plates,3,3,1.0
2014-6,E06000004,Street Signs,3,1,3.0
2014-6,E06000004,Traffic Lights,1,1,1.0
2014-6,E06000005,Dog Fouling,1,1,1.0
2014-6,E06000005,Fallen/Dangerous Trees,1,1,1.0
2014-6,E06000005,Fly-tipping,3,2,1.5
2014-6,E06000005,Flyposting,1,1,1.0
2014-6,E06000005,Graffiti,2,2,1.0
2014-6,E06000005,Highway Condition,3,3,1.0
2014-6,E06000005,Open Spaces/Parks,2,2,1.0
2014-6,E06000005,Other,5,4,1.25
2014-6,E06000005,Pavement /Footway Defects,2,2,1.0
2014-6,E06000005,Potholes,3,3,1.0
2014-6,E06000005,Rubbish,1,1,1.0
2014-6,E06000005,Street Cleaning,2,2,1.0
2014-6,E06000005,Street Lights,1,1,1.0
2014-6,E06000006,Fly-tipping,1,1,1.0
2014-6,E06000006,Highway Condition,2,2,1.0
2014-6,E06000006,Open Spaces/Parks,1,1,1.0
2014-6,E06000006,Other,3,3,1.0
2014-6,E06000006,Pavement /Footway Defects,4,4,1.0
2014-6,E06000006,Potholes,1,1,1.0
2014-6,E06000006,Street Lights,1,1,1.0
2014-6,E06000006,Street Name Plates,1,1,1.0
2014-6,E06000006,Traffic Lights,1,1,1.0
2014-6,E06000007,Dog Fouling,2,2,1.0
2014-6,E06000007,Fly-tipping,1,1,1.0
2014-6,E06000007,Highway Condition,4,4,1.0
2014-6,E06000007,Open Spaces/Parks,3,3,1.0
2014-6,E06000007,Other,3,2,1.5
2014-6,E06000007,Parking,5,4,1.25
2014-6,E06000007,Pavement /Footway Defects,5,4,1.25
2014-6,E06000007,Potholes,10,9,1.1111111111111112
2014-6,E06000007,Rubbish,2,2,1.0
2014-6,E06000007,Street Cleaning,1,1,1.0
2014-6,E06000007,Street Lights,6,5,1.2
2014-6,E06000007,Street Signs,1,1,1.0
2014-6,E06000008,Abandoned Vehicles,1,1,1.0
2014-6,E06000008,Dog Fouling,2,2,1.0
2014-6,E06000008,Fallen/Dangerous Trees,2,2,1.0
2014-6,E06000008,Fly-tipping,5,4,1.25
2014-6,E06000008,Highway Condition,7,7,1.0
2014-6,E06000008,Open Spaces/Parks,1,1,1.0
2014-6,E06000008,Other,7,6,1.1666666666666667
2014-6,E06000008,Parking,1,1,1.0
2014-6,E06000008,Pavement /Footway Defects,5,5,1.0
2014-6,E06000008,Potholes,7,7,1.0
2014-6,E06000008,Rubbish,3,2,1.5
2014-6,E06000008,Street Cleaning,2,2,1.0
2014-6,E06000008,Street Lights,4,3,1.3333333333333333
2014-6,E06000008,Traffic Lights,2,2,1.0
2014-6,E06000009,Abandoned Vehicles,1,1,1.0
2014-6,E06000009,Dog Fouling,1,1,1.0
2014-6,E06000009,Fallen/Dangerous Trees,1,1,1.0
2014-6,E06000009,Fly-tipping,2,2,1.0
2014-6,E06000009,Highway Condition,2,2,1.0
2014-6,E06000009,Other,5,5,1.0
2014-6,E06000009,Parking,3,2,1.5
2014-6,E06000009,Pavement /Footway Defects,3,3,1.0
2014-6,E06000009,Potholes,2,2,1.0
2014-6,E06000009,Rubbish,6,4,1.5
2014-6,E06000009,Street Cleaning,1,1,1.0
2014-6,E06000009,Street Lights,3,3,1.0
2014-6,E06000009,Traffic Lights,1,1,1.0
2014-6,E06000010,Fallen/Dangerous Trees,2,1,2.0
2014-6,E06000010,Fly-tipping,5,5,1.0
2014-6,E06000010,Highway Condition,3,2,1.5
2014-6,E06000010,Other,1,1,1.0
2014-6,E06000010,Parking,6,4,1.5
2014-6,E06000010,Pavement /Footway Defects,2,2,1.0
2014-6,E06000010,Potholes,8,4,2.0
2014-6,E06000010,Rubbish,3,3,1.0
2014-6,E06000010,Street Cleaning,2,2,1.0
2014-6,E06000010,Street Lights,13,3,4.333333333333333
2014-6,E06000010,Street Signs,1,1,1.0
2014-6,E06000010,Traffic Lights,2,2,1.0
2014-6,E06000011,Fly-tipping,3,3,1.0
2014-6,E06000011,Highway Condition,5,5,1.0
2014-6,E06000011,Open Spaces/Parks,1,1,1.0
2014-6,E06000011,Other,2,2,1.0
2014-6,E06000011,Parking,5,3,1.6666666666666667
2014-6,E06000011,Pavement /Footway Defects,3,3,1.0
2014-6,E06000011,Potholes,7,7,1.0
2014-6,E06000011,Street Cleaning,1,1,1.0
2014-6,E06000011,Street Lights,7,3,2.3333333333333335
2014-6,E06000011,Street Signs,3,2,1.5
2014-6,E06000011,Traffic Lights,1,1,1.0
2014-6,E06000012,Dog Fouling,1,1,1.0
2014-6,E06000012,Fly-tipping,3,3,1.0
2014-6,E06000012,Highway Condition,1,1,1.0
2014-6,E06000012,Open Spaces/Parks,1,1,1.0
2014-6,E06000012,Pavement /Footway Defects,1,1,1.0
2014-6,E06000012,Potholes,2,2,1.0
2014-6,E06000012,Street Cleaning,1,1,1.0
2014-6,E06000013,Abandoned Vehicles,1,1,1.0
2014-6,E06000013,Bus Stops Damage,1,1,1.0
2014-6,E06000013,Fly-tipping,1,1,1.0
2014-6,E06000013,Graffiti,1,1,1.0
2014-6,E06000013,Highway Condition,2,2,1.0
2014-6,E06000013,Open Spaces/Parks,1,1,1.0
2014-6,E06000013,Parking,1,1,1.0
2014-6,E06000013,Pavement /Footway Defects,3,3,1.0
2014-6,E06000013,Potholes,4,4,1.0
2014-6,E06000013,Rubbish,1,1,1.0
2014-6,E06000013,Street Lights,1,1,1.0
2014-6,E06000013,Street Signs,2,1,2.0
2014-6,E06000014,Fallen/Dangerous Trees,1,1,1.0
2014-6,E06000014,Fly-tipping,2,2,1.0
2014-6,E06000014,Graffiti,1,1,1.0
2014-6,E06000014,Highway Condition,4,4,1.0
2014-6,E06000014,Open Spaces/Parks,1,1,1.0
2014-6,E06000014,Other,3,3,1.0
2014-6,E06000014,Parking,2,2,1.0
2014-6,E06000014,Pavement /Footway Defects,1,1,1.0
2014-6,E06000014,Potholes,7,7,1.0
2014-6,E06000014,Street Cleaning,5,4,1.25
2014-6,E06000014,Traffic Lights,1,1,1.0
2014-6,E06000015,Abandoned Vehicles,1,1,1.0
2014-6,E06000015,Fallen/Dangerous Trees,2,2,1.0
2014-6,E06000015,Fly-tipping,2,2,1.0
2014-6,E06000015,Highway Condition,3,2,1.5
2014-6,E06000015,Open Spaces/Parks,1,1,1.0
2014-6,E06000015,Parking,2,1,2.0
2014-6,E06000015,Pavement /Footway Defects,4,4,1.0
2014-6,E06000015,Potholes,3,3,1.0
2014-6,E06000015,Street Name Plates,2,1,2.0
2014-6,E06000015,Street Signs,1,1,1.0
2014-6,E06000015,Traffic Lights,1,1,1.0
2014-6,E06000016,Abandoned Vehicles,2,2,1.0
2014-6,E06000016,Dog Fouling,1,1,1.0
2014-6,E06000016,Fly-tipping,3,2,1.5
2014-6,E06000016,Graffiti,1,1,1.0
2014-6,E06000016,Highway Condition,3,3,1.0
2014-6,E06000016,Other,6,5,1.2
2014-6,E06000016,Parking,2,1,2.0
2014-6,E06000016,Pavement /Footway Defects,3,3,1.0
2014-6,E06000016,Rubbish,1,1,1.0
2014-6,E06000016,Street Lights,1,1,1.0
2014-6,E06000016,Traffic Lights,1,1,1.0
2014-6,E06000017,Parking,1,1,1.0
2014-6,E06000017,Pavement /Footway Defects,2,1,2.0
2014-6,E06000017,Potholes,4,4,1.0
2014-6,E06000017,Street Signs,1,1,1.0
2014-6,E06000018,Bus Stops Damage,1,1,1.0
2014-6,E06000018,Dog Fouling,3,3,1.0
2014-6,E06000018,Fly-tipping,6,6,1.0
2014-6,E06000018,Highway Condition,3,3,1.0
2014-6,E06000018,Open Spaces/Parks,2,2,1.0
2014-6,E06000018,Other,2,2,1.0
2014-6,E06000018,Parking,3,3,1.0
2014-6,E06000018,Pavement /Footway Defects,1,1,1.0
2014-6,E06000018,Potholes,1,1,1.0
2014-6,E06000018,Rubbish,4,4,1.0
2014-6,E06000018,Street Cleaning,5,3,1.6666666666666667
2014-6,E06000018,Street Lights,2,2,1.0
2014-6,E06000019,Dog Fouling,1,1,1.0
2014-6,E06000019,Highway Condition,8,7,1.1428571428571428
2014-6,E06000019,Open Spaces/Parks,1,1,1.0
2014-6,E06000019,Other,2,2,1.0
