period,LAD,SHEF_A,report_count,user_count,average
2013-9,E06000001,Potholes,1,1,1.0
2013-9,E06000001,Street Lights,2,2,1.0
2013-9,E06000002,Fallen/Dangerous Trees,1,1,1.0
2013-9,E06000002,Highway Condition,2,2,1.0
2013-9,E06000002,Other,1,1,1.0
2013-9,E06000002,Pavement /Footway Defects,1,1,1.0
2013-9,E06000002,Street Lights,2,2,1.0
2013-9,E06000003,Dog Fouling,1,1,1.0
2013-9,E06000003,Fly-tipping,1,1,1.0
2013-9,E06000003,Highway Condition,1,1,1.0
2013-9,E06000003,Other,3,2,1.5
2013-9,E06000003,Potholes,1,1,1.0
2013-9,E06000004,Highway Condition,1,1,1.0
2013-9,E06000004,Other,1,1,1.0
2013-9,E06000004,Pavement /Footway Defects,2,2,1.0
2013-9,E06000004,Potholes,2,2,1.0
2013-9,E06000004,Street Lights,1,1,1.0
2013-9,E06000005,Fly-tipping,1,1,1.0
2013-9,E06000005,Potholes,2,2,1.0
2013-9,E06000005,Street Signs,1,1,1.0
2013-9,E06000005,Traffic Lights,1,1,1.0
2013-9,E06000006,Abandoned Vehicles,1,1,1.0
2013-9,E06000006,Highway Condition,1,1,1.0
2013-9,E06000006,Other,1,1,1.0
2013-9,E06000006,Parking,1,1,1.0
2013-9,E06000006,Pavement /Footway Defects,1,1,1.0
2013-9,E06000006,Potholes,2,1,2.0
2013-9,E06000007,Fly-tipping,2,2,1.0
2013-9,E06000007,Graffiti,1,1,1.0
2013-9,E06000007,Other,2,2,1.0
2013-9,E06000007,Potholes,1,1,1.0
2013-9,E06000007,Street Cleaning,1,1,1.0
2013-9,E06000007,Street Lights,2,2,1.0
2013-9,E06000008,Dog Fouling,1,1,1.0
2013-9,E06000008,Fly-tipping,5,4,1.25
2013-9,E06000008,Highway Condition,3,3,1.0
2013-9,E06000008,Other,3,3,1.0
2013-9,E06000008,Pavement /Footway Defects,2,2,1.0
2013-9,E06000008,Potholes,6,5,1.2
2013-9,E06000008,Rubbish,1,1,1.0
2013-9,E06000008,Street Cleaning,2,2,1.0
2013-9,E06000008,Street Lights,11,11,1.0
2013-9,E06000008,Street Name Plates,1,1,1.0
2013-9,E06000008,Traffic Lights,2,1,2.0
2013-9,E06000009,Highway Condition,4,2,2.0
2013-9,E06000009,Other,1,1,1.0
2013-9,E06000009,Rubbish,1,1,1.0
2013-9,E06000009,Street Lights,1,1,1.0
2013-9,E06000009,Street Signs,1,1,1.0
2013-9,E06000010,Abandoned Vehicles,1,1,1.0
2013-9,E06000010,Highway Condition,2,2,1.0
2013-9,E06000010,Other,6,2,3.0
2013-9,E06000010,Parking,3,2,1.5
2013-9,E06000010,Pavement /Footway Defects,1,1,1.0
2013-9,E06000010,Potholes,1,1,1.0
2013-9,E06000010,Street Cleaning,1,1,1.0
2013-9,E06000010,Street Lights,1,1,1.0
2013-9,E06000010,Traffic Lights,1,1,1.0
2013-9,E06000011,Bus Stops Damage,1,1,1.0
2013-9,E06000011,Fly-tipping,1,1,1.0
2013-9,E06000011,Highway Condition,5,3,1.6666666666666667
2013-9,E06000011,Potholes,11,3,3.6666666666666665
2013-9,E06000011,Street Signs,3,3,1.0
2013-9,E06000012,Dog Fouling,1,1,1.0
2013-9,E06000012,Fly-tipping,4,3,1.3333333333333333
2013-9,E06000012,Highway Condition,1,1,1.0
2013-9,E06000012,Open Spaces/Parks,1,1,1.0
2013-9,E06000012,Other,3,3,1.0
2013-9,E06000012,Potholes,1,1,1.0
2013-9,E06000012,Rubbish,1,1,1.0
2013-9,E06000013,Pavement /Footway Defects,1,1,1.0
2013-9,E06000013,Potholes,1,1,1.0
2013-9,E06000013,Street Name Plates,1,1,1.0
2013-9,E06000014,Fly-tipping,2,2,1.0
2013-9,E06000014,Open Spaces/Parks,1,1,1.0
2013-9,E06000014,Other,1,1,1.0
2013-9,E06000014,Parking,3,3,1.0
2013-9,E06000014,Pavement /Footway Defects,1,1,1.0
2013-9,E06000014,Potholes,1,1,1.0
2013-9,E06000014,Street Name Plates,1,1,1.0
2013-9,E06000014,Street Signs,1,1,1.0
2013-9,E06000015,Fallen/Dangerous Trees,1,1,1.0
2013-9,E06000015,Highway Condition,2,2,1.0
2013-9,E06000015,Other,2,2,1.0
2013-9,E06000015,Parking,1,1,1.0
