period,LAD,SHEF_A_CODE,report_count,user_count,average
2007-5,E06000002,A12,1,1,1.0
2007-5,E06000002,A54,1,1,1.0
2007-5,E06000002,A57,1,1,1.0
2007-5,E06000002,A60,1,1,1.0
2007-5,E06000003,A54,2,2,1.0
2007-5,E06000004,A20,1,1,1.0
2007-5,E06000004,A29,1,1,1.0
2007-5,E06000004,A54,1,1,1.0
2007-5,E06000004,A56,1,1,1.0
2007-5,E06000004,A60,1,1,1.0
2007-5,E06000004,A79,1,1,1.0
2007-5,E06000006,A57,1,1,1.0
2007-5,E06000009,A54,2,2,1.0
2007-5,E06000009,A57,1,1,1.0
2007-5,E06000011,A54,1,1,1.0
2007-5,E06000013,A41,4,1,4.0
2007-5,E06000013,A57,1,1,1.0
2007-5,E06000013,A73,1,1,1.0
2007-5,E06000013,A83,1,1,1.0
2007-5,E06000014,A81,1,1,1.0
2007-5,E06000015,A20,1,1,1.0
2007-5,E06000015,A73,1,1,1.0
2007-5,E06000016,A33,2,2,1.0
2007-5,E06000018,A1,1,1,1.0
2007-5,E06000018,A20,1,1,1.0
2007-5,E06000018,A29,1,1,1.0
2007-5,E06000018,A54,1,1,1.0
2007-5,E06000018,A73,1,1,1.0
2007-5,E06000018,A79,1,1,1.0
2007-5,E06000019,A57,1,1,1.0
2007-5,E06000020,A54,2,2,1.0
2007-5,E06000021,A54,1,1,1.0
2007-5,E06000021,A57,1,1,1.0
2007-5,E06000021,A73,1,1,1.0
2007-5,E06000022,A20,1,1,1.0
2007-5,E06000023,A20,1,1,1.0
2007-5,E06000023,A29,1,1,1.0
2007-5,E06000023,A41,1,1,1.0
2007-5,E06000023,A53,1,1,1.0
2007-5,E06000023,A57,2,2,1.0
2007-5,E06000023,A63,1,1,1.0
2007-5,E06000023,A73,1,1,1.0
2007-5,E06000023,A79,1,1,1.0
2007-5,E06000023,A81,1,1,1.0
2007-5,E06000024,A20,1,1,1.0
2007-5,E06000024,A33,1,1,1.0
2007-5,E06000024,A54,1,1,1.0
2007-5,E06000024,A73,1,1,1.0
2007-5,E06000025,A1,2,2,1.0
2007-5,E06000026,A20,2,2,1.0
2007-5,E06000026,A29,2,2,1.0
2007-5,E06000026,A54,5,4,1.25
2007-5,E06000026,A56,2,2,1.0
2007-5,E06000026,A57,1,1,1.0
2007-5,E06000026,A60,1,1,1.0
2007-5,E06000027,A41,1,1,1.0
