period,LAD,SHEF_A,report_count,user_count,average
2011-5,E06000001,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000001,Fly-tipping,1,1,1.0
2011-5,E06000001,Pavement /Footway Defects,1,1,1.0
2011-5,E06000002,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000002,Other,1,1,1.0
2011-5,E06000002,Parking,2,2,1.0
2011-5,E06000002,Potholes,1,1,1.0
2011-5,E06000002,Rubbish,2,1,2.0
2011-5,E06000003,Fly-tipping,1,1,1.0
2011-5,E06000003,Other,1,1,1.0
2011-5,E06000003,Parking,2,2,1.0
2011-5,E06000003,Potholes,1,1,1.0
2011-5,E06000003,Street Lights,1,1,1.0
2011-5,E06000004,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000004,Fly-tipping,2,2,1.0
2011-5,E06000004,Other,3,3,1.0
2011-5,E06000004,Potholes,1,1,1.0
2011-5,E06000005,Fly-tipping,1,1,1.0
2011-5,E06000005,Highway Condition,1,1,1.0
2011-5,E06000005,Street Lights,1,1,1.0
2011-5,E06000006,Highway Condition,1,1,1.0
2011-5,E06000006,Other,1,1,1.0
2011-5,E06000006,Potholes,2,2,1.0
2011-5,E06000007,Abandoned Vehicles,1,1,1.0
2011-5,E06000007,Fly-tipping,1,1,1.0
2011-5,E06000007,Highway Condition,1,1,1.0
2011-5,E06000007,Pavement /Footway Defects,1,1,1.0
2011-5,E06000007,Potholes,2,2,1.0
2011-5,E06000008,Abandoned Vehicles,1,1,1.0
2011-5,E06000008,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000008,Fly-tipping,2,2,1.0
2011-5,E06000008,Open Spaces/Parks,3,3,1.0
2011-5,E06000008,Other,5,5,1.0
2011-5,E06000008,Pavement /Footway Defects,2,2,1.0
2011-5,E06000008,Potholes,7,7,1.0
2011-5,E06000008,Rubbish,4,4,1.0
2011-5,E06000008,Street Cleaning,3,3,1.0
2011-5,E06000008,Street Lights,3,3,1.0
2011-5,E06000008,Traffic Lights,1,1,1.0
2011-5,E06000009,Abandoned Vehicles,1,1,1.0
2011-5,E06000009,Highway Condition,5,1,5.0
2011-5,E06000009,Other,1,1,1.0
2011-5,E06000009,Parking,1,1,1.0
2011-5,E06000009,Pavement /Footway Defects,1,1,1.0
2011-5,E06000009,Potholes,6,5,1.2
2011-5,E06000009,Rubbish,1,1,1.0
2011-5,E06000009,Street Cleaning,2,2,1.0
2011-5,E06000009,Street Lights,2,2,1.0
2011-5,E06000010,Dog Fouling,2,2,1.0
2011-5,E06000010,Graffiti,1,1,1.0
2011-5,E06000010,Other,1,1,1.0
2011-5,E06000010,Potholes,3,3,1.0
2011-5,E06000010,Rubbish,1,1,1.0
2011-5,E06000010,Traffic Lights,1,1,1.0
2011-5,E06000011,Dog Fouling,1,1,1.0
2011-5,E06000011,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000011,Fly-tipping,1,1,1.0
2011-5,E06000011,Highway Condition,4,4,1.0
2011-5,E06000011,Open Spaces/Parks,1,1,1.0
2011-5,E06000011,Potholes,2,2,1.0
2011-5,E06000011,Street Signs,1,1,1.0
2011-5,E06000012,Other,2,2,1.0
2011-5,E06000013,Highway Condition,1,1,1.0
2011-5,E06000013,Other,1,1,1.0
2011-5,E06000013,Potholes,2,2,1.0
2011-5,E06000013,Street Lights,2,2,1.0
2011-5,E06000014,Abandoned Vehicles,1,1,1.0
2011-5,E06000014,Graffiti,1,1,1.0
2011-5,E06000014,Other,1,1,1.0
2011-5,E06000014,Potholes,1,1,1.0
2011-5,E06000014,Street Name Plates,2,1,2.0
2011-5,E06000015,Abandoned Vehicles,2,2,1.0
2011-5,E06000015,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000015,Flyposting,1,1,1.0
2011-5,E06000015,Highway Condition,1,1,1.0
2011-5,E06000015,Other,2,2,1.0
2011-5,E06000015,Potholes,2,2,1.0
2011-5,E06000015,Street Cleaning,1,1,1.0
2011-5,E06000015,Street Lights,1,1,1.0
2011-5,E06000016,Fly-tipping,2,2,1.0
2011-5,E06000016,Highway Condition,2,2,1.0
2011-5,E06000016,Other,5,4,1.25
2011-5,E06000016,Parking,3,2,1.5
2011-5,E06000016,Potholes,3,3,1.0
2011-5,E06000017,Potholes,2,2,1.0
2011-5,E06000018,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000018,Graffiti,13,3,4.333333333333333
2011-5,E06000018,Highway Condition,1,1,1.0
2011-5,E06000018,Parking,2,2,1.0
2011-5,E06000018,Pavement /Footway Defects,1,1,1.0
2011-5,E06000018,Rubbish,1,1,1.0
2011-5,E06000018,Street Lights,3,3,1.0
2011-5,E06000018,Street Signs,1,1,1.0
2011-5,E06000018,Traffic Lights,2,2,1.0
2011-5,E06000019,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000019,Highway Condition,1,1,1.0
2011-5,E06000019,Other,3,2,1.5
2011-5,E06000019,Pavement /Footway Defects,2,2,1.0
2011-5,E06000019,Potholes,17,7,2.4285714285714284
2011-5,E06000019,Street Lights,1,1,1.0
2011-5,E06000019,Street Name Plates,1,1,1.0
2011-5,E06000020,Fly-tipping,4,4,1.0
2011-5,E06000020,Graffiti,1,1,1.0
2011-5,E06000020,Highway Condition,4,3,1.3333333333333333
2011-5,E06000020,Parking,2,2,1.0
2011-5,E06000020,Pavement /Footway Defects,1,1,1.0
2011-5,E06000020,Potholes,4,2,2.0
2011-5,E06000020,Street Cleaning,5,1,5.0
2011-5,E06000020,Street Lights,3,3,1.0
2011-5,E06000021,Dog Fouling,1,1,1.0
2011-5,E06000021,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000021,Fly-tipping,2,2,1.0
2011-5,E06000021,Highway Condition,1,1,1.0
2011-5,E06000021,Other,3,3,1.0
2011-5,E06000021,Potholes,7,7,1.0
2011-5,E06000021,Street Signs,1,1,1.0
2011-5,E06000021,Traffic Lights,1,1,1.0
2011-5,E06000022,Fly-tipping,1,1,1.0
2011-5,E06000022,Flyposting,1,1,1.0
2011-5,E06000022,Highway Condition,2,1,2.0
2011-5,E06000022,Other,3,2,1.5
2011-5,E06000022,Pavement /Footway Defects,2,1,2.0
2011-5,E06000022,Potholes,4,4,1.0
2011-5,E06000023,Bus Stops Damage,1,1,1.0
2011-5,E06000023,Dog Fouling,2,2,1.0
2011-5,E06000023,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000023,Fly-tipping,1,1,1.0
2011-5,E06000023,Highway Condition,3,1,3.0
2011-5,E06000023,Other,4,3,1.3333333333333333
2011-5,E06000023,Parking,2,2,1.0
2011-5,E06000023,Pavement /Footway Defects,2,2,1.0
2011-5,E06000023,Potholes,6,4,1.5
2011-5,E06000023,Rubbish,2,2,1.0
2011-5,E06000023,Street Lights,1,1,1.0
2011-5,E06000023,Street Signs,1,1,1.0
2011-5,E06000024,Abandoned Vehicles,1,1,1.0
2011-5,E06000024,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000024,Fly-tipping,1,1,1.0
2011-5,E06000024,Other,1,1,1.0
2011-5,E06000024,Parking,2,2,1.0
2011-5,E06000024,Pavement /Footway Defects,4,4,1.0
2011-5,E06000024,Potholes,5,5,1.0
2011-5,E06000024,Street Name Plates,1,1,1.0
2011-5,E06000024,Street Signs,1,1,1.0
2011-5,E06000025,Abandoned Vehicles,1,1,1.0
2011-5,E06000025,Fly-tipping,2,2,1.0
2011-5,E06000025,Highway Condition,1,1,1.0
2011-5,E06000025,Other,1,1,1.0
2011-5,E06000025,Pavement /Footway Defects,2,2,1.0
2011-5,E06000025,Street Lights,2,2,1.0
2011-5,E06000026,Abandoned Vehicles,5,3,1.6666666666666667
2011-5,E06000026,Fly-tipping,5,4,1.25
2011-5,E06000026,Highway Condition,1,1,1.0
2011-5,E06000026,Open Spaces/Parks,1,1,1.0
2011-5,E06000026,Other,4,4,1.0
2011-5,E06000026,Pavement /Footway Defects,1,1,1.0
2011-5,E06000026,Potholes,3,3,1.0
2011-5,E06000026,Rubbish,3,3,1.0
2011-5,E06000026,Street Lights,2,2,1.0
2011-5,E06000027,Abandoned Vehicles,1,1,1.0
2011-5,E06000027,Highway Condition,1,1,1.0
2011-5,E06000027,Other,1,1,1.0
2011-5,E06000027,Potholes,7,4,1.75
2011-5,E06000027,Street Lights,1,1,1.0
2011-5,E06000028,Abandoned Vehicles,1,1,1.0
2011-5,E06000028,Fallen/Dangerous Trees,3,1,3.0
2011-5,E06000028,Other,3,3,1.0
2011-5,E06000028,Parking,1,1,1.0
2011-5,E06000028,Pavement /Footway Defects,3,3,1.0
2011-5,E06000028,Potholes,4,4,1.0
2011-5,E06000028,Public Toilets,1,1,1.0
2011-5,E06000028,Street Lights,4,1,4.0
2011-5,E06000029,Potholes,1,1,1.0
2011-5,E06000030,Bus Stops Damage,1,1,1.0
2011-5,E06000030,Dog Fouling,2,2,1.0
2011-5,E06000030,Fly-tipping,2,1,2.0
2011-5,E06000030,Graffiti,2,2,1.0
2011-5,E06000030,Highway Condition,2,2,1.0
2011-5,E06000030,Other,1,1,1.0
2011-5,E06000030,Parking,1,1,1.0
2011-5,E06000030,Pavement /Footway Defects,2,2,1.0
2011-5,E06000030,Rubbish,1,1,1.0
2011-5,E06000030,Street Lights,2,2,1.0
2011-5,E06000030,Street Signs,1,1,1.0
2011-5,E06000031,Abandoned Vehicles,2,2,1.0
2011-5,E06000031,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000031,Fly-tipping,7,5,1.4
2011-5,E06000031,Graffiti,10,1,10.0
2011-5,E06000031,Highway Condition,2,1,2.0
2011-5,E06000031,Other,5,3,1.6666666666666667
2011-5,E06000031,Street Cleaning,2,1,2.0
2011-5,E06000031,Street Lights,15,3,5.0
2011-5,E06000031,Street Signs,2,1,2.0
2011-5,E06000032,Fly-tipping,1,1,1.0
2011-5,E06000032,Highway Condition,2,2,1.0
2011-5,E06000032,Other,2,2,1.0
2011-5,E06000032,Parking,1,1,1.0
2011-5,E06000032,Pavement /Footway Defects,1,1,1.0
2011-5,E06000032,Potholes,1,1,1.0
2011-5,E06000032,Rubbish,2,1,2.0
2011-5,E06000032,Traffic Lights,1,1,1.0
2011-5,E06000033,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000033,Other,3,2,1.5
2011-5,E06000033,Rubbish,3,2,1.5
2011-5,E06000034,Highway Condition,1,1,1.0
2011-5,E06000034,Potholes,1,1,1.0
2011-5,E06000034,Street Cleaning,1,1,1.0
2011-5,E06000034,Traffic Lights,1,1,1.0
2011-5,E06000035,Abandoned Vehicles,1,1,1.0
2011-5,E06000035,Fly-tipping,1,1,1.0
2011-5,E06000035,Parking,2,2,1.0
2011-5,E06000036,Abandoned Vehicles,1,1,1.0
2011-5,E06000036,Flyposting,1,1,1.0
2011-5,E06000036,Highway Condition,1,1,1.0
2011-5,E06000036,Other,3,3,1.0
2011-5,E06000036,Pavement /Footway Defects,3,3,1.0
2011-5,E06000036,Potholes,1,1,1.0
2011-5,E06000036,Street Lights,2,1,2.0
2011-5,E06000036,Traffic Lights,3,3,1.0
2011-5,E06000037,Abandoned Vehicles,1,1,1.0
2011-5,E06000037,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000037,Fly-tipping,1,1,1.0
2011-5,E06000037,Highway Condition,1,1,1.0
2011-5,E06000037,Parking,1,1,1.0
2011-5,E06000037,Potholes,3,3,1.0
2011-5,E06000037,Street Lights,1,1,1.0
2011-5,E06000037,Street Signs,1,1,1.0
2011-5,E06000038,Abandoned Vehicles,1,1,1.0
2011-5,E06000038,Fly-tipping,2,2,1.0
2011-5,E06000038,Open Spaces/Parks,1,1,1.0
2011-5,E06000038,Other,3,3,1.0
2011-5,E06000038,Pavement /Footway Defects,1,1,1.0
2011-5,E06000038,Potholes,2,2,1.0
2011-5,E06000038,Traffic Lights,5,2,2.5
2011-5,E06000039,Fallen/Dangerous Trees,1,1,1.0
2011-5,E06000039,Fly-tipping,1,1,1.0
2011-5,E06000039,Graffiti,1,1,1.0
2011-5,E06000039,Pavement /Footway Defects,1,1,1.0
2011-5,E06000039,Potholes,2,2,1.0
2011-5,E06000039,Rubbish,1,1,1.0
2011-5,E06000039,Traffic Lights,2,2,1.0
2011-5,E06000040,Fly-tipping,1,1,1.0
2011-5,E06000040,Highway Condition,2,2,1.0
2011-5,E06000040,Other,1,1,1.0
2011-5,E06000040,Potholes,2,2,1.0
2011-5,E06000040,Street Signs,1,1,1.0
2011-5,E06000041,Dog Fouling,1,1,1.0
2011-5,E06000041,Fly-tipping,2,1,2.0
2011-5,E06000041,Graffiti,1,1,1.0
2011-5,E06000041,Highway Condition,1,1,1.0
2011-5,E06000041,Other,6,5,1.2
2011-5,E06000041,Parking,2,1,2.0
2011-5,E06000041,Pavement /Footway Defects,7,5,1.4
2011-5,E06000041,Potholes,2,2,1.0
2011-5,E06000041,Rubbish,2,2,1.0
2011-5,E06000041,Street Lights,2,2,1.0
2011-5,E06000041,Street Signs,2,2,1.0
2011-5,E06000042,Abandoned Vehicles,1,1,1.0
2011-5,E06000042,Graffiti,1,1,1.0
2011-5,E06000042,Other,2,2,1.0
2011-5,E06000042,Pavement /Footway Defects,2,2,1.0
2011-5,E06000042,Potholes,7,4,1.75
2011-5,E06000042,Street Lights,3,2,1.5
2011-5,E06000042,Traffic Lights,1,1,1.0
2011-5,E06000043,Abandoned Vehicles,3,3,1.0
2011-5,E06000043,Graffiti,2,1,2.0
2011-5,E06000043,Other,5,5,1.0
2011-5,E06000043,Parking,2,2,1.0
2011-5,E06000043,Pavement /Footway Defects,1,1,1.0
2011-5,E06000043,Recycling,4,4,1.0
2011-5,E06000043,Street Cleaning,4,3,1.3333333333333333
2011-5,E06000043,Street Lights,7,5,1.4
2011-5,E06000043,Street Signs,2,2,1.0
2011-5,E06000044,Dog Fouling,1,1,1.0
2011-5,E06000044,Fly-tipping,1,1,1.0
2011-5,E06000044,Highway Condition,1,1,1.0
2011-5,E06000044,Other,2,2,1.0
2011-5,E06000044,Parking,1,1,1.0
2011-5,E06000044,Pavement /Footway Defects,1,1,1.0
2011-5,E06000044,Street Lights,1,1,1.0
2011-5,E06000045,Abandoned Vehicles,3,2,1.5
2011-5,E06000045,Highway Condition,1,1,1.0
2011-5,E06000045,Other,3,3,1.0
2011-5,E06000045,Potholes,3,2,1.5
2011-5,E06000045,Rubbish,1,1,1.0
2011-5,E06000045,Street Signs,1,1,1.0
2011-5,E06000046,Bus Stops Damage,1,1,1.0
2011-5,E06000046,Fly-tipping,2,1,2.0
2011-5,E06000046,Highway Condition,2,2,1.0
2011-5,E06000046,Open Spaces/Parks,1,1,1.0
2011-5,E06000046,Other,4,1,4.0
2011-5,E06000046,Potholes,1,1,1.0
2011-5,E06000046,Street Signs,3,1,3.0
2011-5,E06000047,Abandoned Vehicles,4,2,2.0
2011-5,E06000047,Dog Fouling,1,1,1.0
2011-5,E06000047,Fly-tipping,6,6,1.0
2011-5,E06000047,Highway Condition,4,3,1.3333333333333333
2011-5,E06000047,Other,5,5,1.0
2011-5,E06000047,Parking,2,2,1.0
2011-5,E06000047,Pavement /Footway Defects,2,2,1.0
2011-5,E06000047,Potholes,5,4,1.25
2011-5,E06000047,Rubbish,2,2,1.0
2011-5,E06000047,Street Cleaning,1,1,1.0
2011-5,E06000047,Street Lights,2,2,1.0
2011-5,E06000047,Street Name Plates,1,1,1.0
