period,LAD,SHEF_A,report_count,user_count,average
2015-12,E06000001,Other,2,2,1.0
2015-12,E06000001,Pavement /Footway Defects,1,1,1.0
2015-12,E06000001,Potholes,2,2,1.0
2015-12,E06000001,Street Lights,3,1,3.0
2015-12,E06000002,Fallen/Dangerous Trees,1,1,1.0
2015-12,E06000002,Fly-tipping,2,1,2.0
2015-12,E06000002,Other,1,1,1.0
2015-12,E06000002,Parking,1,1,1.0
2015-12,E06000002,Pavement /Footway Defects,1,1,1.0
2015-12,E06000002,Street Lights,2,1,2.0
2015-12,E06000003,Fly-tipping,1,1,1.0
2015-12,E06000003,Other,1,1,1.0
2015-12,E06000003,Pavement /Footway Defects,2,2,1.0
2015-12,E06000003,Street Cleaning,2,2,1.0
2015-12,E06000003,Street Lights,1,1,1.0
2015-12,E06000004,Abandoned Vehicles,2,2,1.0
2015-12,E06000004,Dog Fouling,1,1,1.0
2015-12,E06000004,Fallen/Dangerous Trees,1,1,1.0
2015-12,E06000004,Fly-tipping,5,4,1.25
2015-12,E06000004,Highway Condition,2,2,1.0
2015-12,E06000004,Other,3,3,1.0
2015-12,E06000004,Parking,5,3,1.6666666666666667
2015-12,E06000004,Pavement /Footway Defects,1,1,1.0
2015-12,E06000004,Potholes,2,2,1.0
2015-12,E06000004,Street Lights,11,9,1.2222222222222223
2015-12,E06000004,Traffic Lights,3,2,1.5
2015-12,E06000005,Fly-tipping,1,1,1.0
2015-12,E06000005,Graffiti,1,1,1.0
2015-12,E06000005,Rubbish,2,2,1.0
2015-12,E06000005,Street Cleaning,1,1,1.0
2015-12,E06000005,Street Lights,4,4,1.0
2015-12,E06000006,Highway Condition,1,1,1.0
2015-12,E06000006,Open Spaces/Parks,3,2,1.5
2015-12,E06000006,Other,1,1,1.0
2015-12,E06000006,Potholes,1,1,1.0
2015-12,E06000006,Street Lights,3,3,1.0
2015-12,E06000007,Fly-tipping,1,1,1.0
2015-12,E06000007,Highway Condition,6,4,1.5
2015-12,E06000007,Open Spaces/Parks,1,1,1.0
2015-12,E06000007,Other,1,1,1.0
2015-12,E06000007,Pavement /Footway Defects,2,2,1.0
2015-12,E06000007,Potholes,2,1,2.0
2015-12,E06000007,Street Lights,3,1,3.0
2015-12,E06000007,Street Signs,2,2,1.0
2015-12,E06000008,Dog Fouling,2,2,1.0
2015-12,E06000008,Fly-tipping,2,1,2.0
2015-12,E06000008,Other,2,2,1.0
2015-12,E06000008,Parking,1,1,1.0
2015-12,E06000008,Pavement /Footway Defects,2,2,1.0
2015-12,E06000008,Potholes,7,6,1.1666666666666667
2015-12,E06000008,Rubbish,1,1,1.0
2015-12,E06000008,Street Cleaning,2,2,1.0
2015-12,E06000008,Street Lights,2,2,1.0
2015-12,E06000008,Street Signs,1,1,1.0
2015-12,E06000009,Abandoned Vehicles,1,1,1.0
2015-12,E06000009,Dog Fouling,1,1,1.0
2015-12,E06000009,Fly-tipping,2,2,1.0
2015-12,E06000009,Highway Condition,2,2,1.0
2015-12,E06000009,Other,6,4,1.5
2015-12,E06000009,Parking,1,1,1.0
2015-12,E06000009,Pavement /Footway Defects,1,1,1.0
2015-12,E06000009,Rubbish,1,1,1.0
2015-12,E06000009,Street Cleaning,1,1,1.0
2015-12,E06000009,Street Lights,1,1,1.0
2015-12,E06000010,Abandoned Vehicles,1,1,1.0
2015-12,E06000010,Fallen/Dangerous Trees,1,1,1.0
2015-12,E06000010,Fly-tipping,10,4,2.5
2015-12,E06000010,Flyposting,1,1,1.0
2015-12,E06000010,Graffiti,7,1,7.0
2015-12,E06000010,Highway Condition,1,1,1.0
2015-12,E06000010,Other,1,1,1.0
2015-12,E06000010,Parking,2,2,1.0
2015-12,E06000010,Pavement /Footway Defects,1,1,1.0
2015-12,E06000010,Potholes,1,1,1.0
2015-12,E06000010,Road Markings,1,1,1.0
2015-12,E06000010,Rubbish,1,1,1.0
2015-12,E06000010,Street Lights,39,8,4.875
2015-12,E06000010,Street Signs,1,1,1.0
2015-12,E06000010,Traffic Lights,3,3,1.0
2015-12,E06000011,,1,1,1.0
2015-12,E06000011,Blocked Drains,6,3,2.0
2015-12,E06000011,Fallen/Dangerous Trees,2,1,2.0
2015-12,E06000011,Fly-tipping,12,3,4.0
2015-12,E06000011,Graffiti,1,1,1.0
2015-12,E06000011,Highway Condition,3,3,1.0
2015-12,E06000011,Manhole Covers,1,1,1.0
2015-12,E06000011,Other,3,3,1.0
2015-12,E06000011,Pavement /Footway Defects,4,3,1.3333333333333333
2015-12,E06000011,Potholes,3,3,1.0
2015-12,E06000011,Right of Way,1,1,1.0
2015-12,E06000011,Road Markings,1,1,1.0
2015-12,E06000011,Street Cleaning,1,1,1.0
